이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
홍창기,20, RF,-0.059,33,22,210.1,47,46,1,0,100.0,2.01,-0.30,0.39,0.29,,,,,,0.38,0.40,-1.05,-0.67,0.033
채은성,22, RF,-0.062,8,1,33.0,6,6,0,0,100.0,1.64,-0.48,-0.06,0.06,,,,,,-0.49,-0.56,-0.15,-0.64,-0.047
이재원,22, RF,-0.062,18,13,99.1,25,24,0,1,96.0,2.17,0.94,-0.84,-0.31,,,,,,-0.21,-0.35,-0.43,-0.64,-0.020
전민수,20, RF,-0.063,1,1,8.0,2,1,0,1,50.0,1.13,0.03,-0.20,-0.51,,,,,,-0.67,-24.27,-0.04,-0.71,-0.059
김태우,24, 2B,-0.063,2,0,4.0,5,1,3,1,80.0,9.00,-0.51,,-0.48,0.30,,,,,-0.69,-24.78,0.02,-0.67,-0.065
구본혁,19, 3B,-0.066,32,16,148.0,33,7,26,0,100.0,2.01,-0.93,,0.13,0.12,,,,,-0.68,-1.72,0.00,-0.68,-0.066
한석현,22, RF,-0.069,2,1,12.0,3,3,0,0,100.0,2.25,-0.69,0.01,0.02,,,,,,-0.66,-15.82,-0.05,-0.71,-0.064
신민재,19, CF,-0.070,25,1,53.1,18,18,0,0,100.0,3.04,0.63,-1.41,0.07,,,,,,-0.71,-1.27,0.00,-0.71,-0.070
김용의,20, RF,-0.071,3,0,6.0,2,2,0,0,100.0,3.00,-0.48,-0.32,0.01,,,,,,-0.79,-1.13,-0.02,-0.81,-0.070
송대현,23, SS,-0.072,3,0,6.0,3,1,1,1,66.7,3.00,-0.80,,0.02,,,,,,-0.78,-28.18,0.04,-0.74,-0.076
손호영,21, 3B,-0.072,2,1,9.0,1,0,0,1,0.0,0.00,-0.76,,0.01,,,,,,-0.75,-13.56,0.00,-0.75,-0.072
백승현,20, SS,-0.075,6,1,14.0,5,2,3,0,100.0,3.21,-0.50,,0.02,-0.44,,,,,-0.93,-4.94,0.08,-0.85,-0.082
손호영,23, 3B,-0.075,2,1,5.0,4,1,2,1,75.0,5.40,-0.80,,0.02,,,,,,-0.78,-4.16,0.00,-0.78,-0.075
전민수,19, CF,-0.078,3,0,4.0,1,1,0,0,100.0,2.25,-0.57,-0.24,0.01,,,,,,-0.80,-1.53,0.00,-0.80,-0.078
홍창기,23, CF,-0.080,12,6,53.2,14,14,0,0,100.0,2.35,-0.50,-0.40,0.07,,,,,,-0.83,-0.85,0.00,-0.83,-0.080
신민재,19, 2B,-0.081,32,13,133.0,82,37,45,0,100.0,5.55,-1.31,,0.18,-0.29,,,,,-1.41,-2.51,0.59,-0.82,-0.138
안익훈,23, RF,-0.082,8,2,30.1,7,7,0,0,100.0,2.08,-0.05,-0.74,0.06,,,,,,-0.73,-9.60,-0.11,-0.84,-0.071
안익훈,21, CF,-0.085,22,0,38.0,7,7,0,0,100.0,1.66,-0.47,-0.45,0.04,,,,,,-0.89,-2.66,0.00,-0.89,-0.085
김용의,20, CF,-0.085,3,0,4.0,0,0,0,0,,0.00,-0.97,,0.00,,,,,,-0.97,-1.38,0.00,-0.97,-0.085
이천웅,22, LF,-0.086,6,1,19.0,1,1,0,0,100.0,0.47,-0.86,,0.03,,,,,,-0.83,-6.29,-0.05,-0.88,-0.081
이천웅,19, RF,-0.088,4,0,9.0,3,3,0,0,100.0,3.00,-0.82,-0.04,0.02,,,,,,-0.85,-0.89,-0.05,-0.90,-0.084
손호영,21, SS,-0.090,6,1,22.2,13,4,8,1,92.3,4.76,-0.35,,-0.46,-0.26,,,,,-1.08,-19.40,0.14,-0.94,-0.103
류형우,19, 1B,-0.092,3,3,18.0,17,16,1,0,100.0,8.50,-0.80,,0.02,,,,,,-0.78,-11.21,-0.16,-0.94,-0.076
서상우,19, 1B,-0.092,2,0,6.0,5,5,0,0,100.0,7.50,-0.88,,0.01,,,,,,-0.88,-9.74,-0.06,-0.94,-0.086
루이즈,22, 2B,-0.095,4,4,35.0,14,6,7,1,92.9,3.34,-1.16,,0.04,,,,,,-1.12,-5.96,0.14,-0.98,-0.109
이천웅,19, LF,-0.097,6,3,21.2,5,5,0,0,100.0,2.08,-0.63,-0.29,0.02,,,,,,-0.89,-0.93,-0.10,-0.99,-0.087
최승민,23, LF,-0.103,8,0,16.1,2,2,0,0,100.0,1.10,-1.15,0.08,0.03,,,,,,-1.04,-3.93,-0.03,-1.07,-0.100
김현수,19, 1B,-0.108,29,28,209.1,246,225,20,1,99.6,10.53,0.90,,0.20,,0.03,,,,1.13,1.17,-2.24,-1.11,0.111
오스틴,23, RF,-0.109,2,1,9.0,2,2,0,0,100.0,2.00,-0.91,-0.19,0.02,,,,,,-1.09,-1.13,-0.04,-1.13,-0.105
이성우,20, C,-0.111,68,20,236.0,211,198,12,1,99.5,8.01,0.09,,0.26,,-0.92,-0.18,1.57,-4.08,-3.25,-6.51,1.99,-1.26,-0.287
손호영,24, 3B,-0.113,1,0,3.0,1,0,0,1,0.0,0.00,-0.71,,-0.49,,,,,,-1.19,-5.06,0.00,-1.19,-0.113
박지규,19, 2B,-0.114,8,4,35.0,16,10,5,1,93.8,3.86,-1.21,,0.05,-0.14,,,,,-1.30,-18.77,0.14,-1.16,-0.128
박재욱,20, C,-0.115,15,1,47.0,42,38,4,0,100.0,8.04,-0.46,,0.16,,0.09,0.34,-2.11,0.27,-1.72,-16.48,0.41,-1.31,-0.151
김용의,19, 3B,-0.119,9,1,24.0,8,1,7,0,100.0,3.00,-1.60,,0.02,0.37,,,,,-1.22,-1.54,0.00,-1.22,-0.119
송찬의,23, 2B,-0.121,1,0,1.0,1,0,0,1,0.0,0.00,-0.77,,-0.49,,,,,,-1.26,-9.57,0.01,-1.25,-0.122
이주형,23, LF,-0.122,6,1,20.0,3,3,0,0,100.0,1.35,-1.26,0.01,0.04,,,,,,-1.21,-2.53,-0.05,-1.26,-0.117
홍창기,24, CF,-0.133,11,9,60.0,13,13,0,0,100.0,1.95,-1.60,0.09,0.10,,,,,,-1.41,-3.26,0.00,-1.41,-0.133
이재원,20, RF,-0.134,11,5,43.0,11,10,0,1,90.9,2.09,-0.13,-0.76,-0.46,,,,,,-1.35,-12.17,-0.17,-1.52,-0.119
백승현,19, 3B,-0.137,5,5,34.0,10,2,7,1,90.0,2.38,-0.89,,-0.46,-0.16,0.12,,,,-1.39,-14.35,0.00,-1.39,-0.137
정주현,23, SS,-0.137,11,4,47.0,21,11,9,1,95.2,3.83,-1.34,,0.16,-0.63,,,,,-1.81,-2.93,0.40,-1.41,-0.176
이상호,22, 1B,-0.138,16,1,31.1,24,23,1,0,100.0,6.89,-1.27,,0.02,,,,,,-1.25,-3.00,-0.16,-1.41,-0.122
이영빈,21, 2B,-0.140,20,7,69.0,39,13,23,3,92.3,4.70,-1.75,,0.09,-0.07,,,,,-1.73,-3.46,0.27,-1.46,-0.165
문보경,24, 1B,-0.143,23,0,47.0,42,35,5,2,95.2,7.66,-0.34,,-0.89,,,,,,-1.23,-2.73,-0.28,-1.51,-0.117
윤진호,19, SS,-0.143,21,2,49.1,21,11,9,1,95.2,3.65,-1.88,,0.07,0.08,,,,,-1.72,-2.34,0.26,-1.46,-0.169
유강남,20, C,-0.144,134,123,1009.2,849,795,52,2,99.8,7.55,0.13,,2.31,,-0.34,-0.15,0.54,-15.37,-12.89,-13.55,11.26,-1.63,-1.137
안익훈,21, RF,-0.144,20,0,33.0,2,2,0,0,100.0,0.55,-1.57,0.06,0.05,,,,,,-1.47,-4.41,-0.04,-1.51,-0.141
이형종,20, RF,-0.146,41,34,306.0,68,68,0,0,100.0,2.00,-0.31,-0.22,0.42,,,,,,-0.12,-0.21,-1.54,-1.66,-0.010
손호영,23, SS,-0.148,13,7,66.2,41,19,18,4,90.2,5.00,-2.29,,-0.77,0.95,,,,,-2.11,-11.27,0.58,-1.53,-0.204
김민수,24, SS,-0.148,2,0,5.0,9,4,4,1,88.9,14.40,-1.95,,-0.48,0.83,,,,,-1.60,-46.21,0.04,-1.56,-0.152
구본혁,21, 2B,-0.149,55,0,89.0,43,23,19,1,97.7,4.25,-1.72,,0.11,-0.05,,,,,-1.66,-1.94,0.10,-1.56,-0.159
김주성,23, SS,-0.150,7,0,18.0,7,2,3,2,71.4,2.50,-0.98,,-0.44,-0.24,,,,,-1.65,-21.56,0.10,-1.55,-0.159
류형우,19, 3B,-0.155,7,0,11.0,1,1,0,0,100.0,0.82,-1.59,,0.01,,,,,,-1.59,-22.82,0.00,-1.59,-0.155
김현수,20, 1B,-0.159,5,5,33.2,39,37,2,0,100.0,10.43,-1.53,,0.03,,0.06,,,,-1.44,-1.46,-0.36,-1.80,-0.127
이상호,22, SS,-0.169,9,0,16.0,13,4,8,1,92.3,6.75,-1.59,,0.03,-0.25,,,,,-1.81,-4.34,0.08,-1.73,-0.177
김재성,21, C,-0.179,55,16,198.2,176,162,13,1,99.4,7.93,0.07,,0.14,,0.14,-0.16,0.49,-4.22,-3.53,-8.76,1.66,-1.87,-0.337
가르시아,22, 3B,-0.182,4,3,27.1,8,2,5,1,87.5,2.30,-1.06,,0.02,-0.46,-0.37,,,,-1.86,-6.87,0.00,-1.86,-0.182
이상호,21, 1B,-0.191,4,3,26.0,26,23,1,2,92.3,8.31,-2.09,,0.02,,0.31,,,,-1.76,-5.62,-0.24,-2.00,-0.168
이재원,23, LF,-0.212,36,25,180.1,53,50,2,1,98.1,2.60,-1.34,0.11,-0.16,,,,,,-1.39,-3.51,-0.80,-2.19,-0.135
허도환,22, C,-0.213,63,27,254.2,224,211,13,0,100.0,7.92,-0.01,,0.78,,0.07,-0.26,-3.42,-1.49,-4.32,-9.72,2.14,-2.19,-0.422
허도환,24, C,-0.235,31,18,152.2,135,130,3,2,98.5,7.84,-0.13,,-0.41,,,-0.31,-3.28,,-4.13,-19.19,1.66,-2.47,-0.392
김민성,23, 1B,-0.235,27,10,105.2,97,85,10,2,97.9,8.09,-1.35,,-0.25,,0.05,,,,-1.55,-1.99,-0.88,-2.43,-0.150
문보경,22, 1B,-0.238,68,19,257.2,260,238,20,2,99.2,9.01,-0.22,,-0.29,,0.03,,,,-0.48,-0.55,-1.96,-2.44,-0.047
김범석,23, 1B,-0.239,5,5,43.0,45,38,5,2,95.6,9.00,-0.80,,-0.89,,-0.38,,,,-2.07,-29.80,-0.40,-2.47,-0.200
정주현,23, 2B,-0.243,18,4,57.0,32,12,16,4,87.5,4.42,-1.20,,-1.28,-0.23,,,,,-2.71,-4.39,0.20,-2.51,-0.262
라모스,21, 1B,-0.246,37,37,287.0,314,286,24,4,98.7,9.72,2.01,,-0.76,,-0.83,,,,0.43,1.20,-3.00,-2.57,0.041
손호영,20, 3B,-0.247,12,8,62.0,12,2,8,2,83.3,1.45,-1.81,,0.04,-1.02,,,,,-2.80,-17.53,0.00,-2.80,-0.247
김주성,21, 3B,-0.258,2,1,12.0,3,1,0,2,33.3,0.75,-2.71,,0.01,,,,,,-2.70,-129.44,0.00,-2.70,-0.258
김민성,22, 2B,-0.268,6,6,45.0,29,14,15,0,100.0,5.80,-3.24,,0.05,0.22,,,,,-2.97,-4.64,0.22,-2.75,-0.290
이형종,21, LF,-0.280,24,21,178.1,40,37,2,1,97.5,1.97,-2.20,0.51,-0.34,,,,,,-2.03,-3.24,-0.90,-2.93,-0.194
정주현,23, 1B,-0.281,47,1,100.0,97,86,10,1,99.0,8.64,-2.52,,0.23,,0.05,,,,-2.24,-3.63,-0.66,-2.90,-0.217
보어,21, 1B,-0.284,28,27,200.0,196,181,12,3,98.5,8.69,-1.14,,0.17,,0.07,,,,-0.90,-4.07,-2.06,-2.96,-0.087
이천웅,21, CF,-0.289,42,30,266.1,61,60,1,0,100.0,2.06,-3.25,-0.04,0.27,,,,,,-3.02,-6.39,0.00,-3.02,-0.289
박동원,23, C,-0.296,128,112,982.0,831,751,72,8,99.0,7.54,-0.53,,-1.35,,0.01,1.90,1.55,-15.74,-14.15,-15.67,11.09,-3.06,-1.370
이형종,21, RF,-0.304,19,14,126.1,24,22,1,1,95.8,1.64,-2.07,-0.15,-0.32,,,,,,-2.55,-4.07,-0.63,-3.18,-0.243
채은성,19, RF,-0.319,109,105,886.1,194,187,5,2,99.0,1.95,-1.21,1.29,1.01,,,,,,1.10,1.23,-4.36,-3.26,0.107
김현수,24, LF,-0.321,26,26,178.0,37,37,0,0,100.0,1.87,-1.41,-1.19,0.21,,,,,,-2.40,-5.49,-0.98,-3.38,-0.228
허도환,23, C,-0.335,45,21,212.0,176,168,8,0,100.0,7.47,-0.10,,0.56,,0.01,-0.63,0.48,-5.63,-5.30,-16.25,1.85,-3.46,-0.513
서건창,23, 2B,-0.337,35,25,237.0,123,53,61,9,92.7,4.33,-1.65,,-1.62,-1.32,,,,,-4.59,-15.03,1.11,-3.48,-0.445
이재원,22, LF,-0.361,32,23,204.2,37,36,1,0,100.0,1.63,-2.80,-0.33,0.31,,,,,,-2.82,-4.78,-0.88,-3.70,-0.276
김민성,20, 3B,-0.378,83,79,639.2,152,45,102,5,96.7,2.07,-6.01,,0.39,1.09,0.25,,,,-4.29,-7.10,0.00,-4.29,-0.378
이형종,19, LF,-0.379,43,40,315.0,66,62,2,2,97.0,1.83,-1.40,-0.13,-0.68,,,,,,-2.21,-2.65,-1.67,-3.88,-0.216
손호영,22, 2B,-0.412,20,19,146.0,81,35,41,5,93.8,4.68,-4.20,,-0.31,-0.33,,,,,-4.84,-19.37,0.62,-4.22,-0.473
서건창,22, 2B,-0.414,63,54,474.0,257,98,155,4,98.4,4.80,-6.43,,0.07,0.07,,,,,-6.29,-11.77,2.05,-4.24,-0.614
문보경,23, 3B,-0.420,128,126,1090.2,308,104,184,20,93.5,2.38,-3.64,,-0.88,0.49,-0.31,,,,-4.34,-4.77,0.00,-4.34,-0.420
양석환,20, 3B,-0.430,24,21,164.2,36,8,24,4,88.9,1.75,-4.09,,0.10,-1.01,0.12,,,,-4.87,-17.54,0.00,-4.87,-0.430
김현수,23, LF,-0.446,27,26,204.2,46,45,1,0,100.0,2.02,-3.97,0.09,0.38,,,,,,-3.50,-3.79,-1.10,-4.60,-0.339
정주현,23, 3B,-0.460,16,3,58.2,21,5,12,4,81.0,2.61,-3.42,,-0.80,-0.53,,,,,-4.75,-7.68,0.00,-4.75,-0.460
채은성,20, RF,-0.497,84,79,678.1,176,170,4,2,98.9,2.31,-2.14,0.04,-0.10,,,,,,-2.20,-2.90,-3.44,-5.64,-0.194
전민수,19, LF,-0.523,21,2,61.0,18,17,1,0,100.0,2.66,-5.40,0.27,0.06,,,,,,-5.07,-9.73,-0.27,-5.34,-0.496
김현수,21, LF,-0.551,80,76,615.2,113,112,1,0,100.0,1.65,-2.35,-0.76,0.56,,,,,,-2.56,-2.63,-3.21,-5.77,-0.244
페게로,19, 1B,-0.574,26,26,189.0,190,169,15,6,96.8,8.76,-2.50,,-0.80,,-0.50,,,,-3.81,-10.54,-2.06,-5.87,-0.372
오스틴,23, 1B,-0.577,114,113,930.1,917,831,72,14,98.5,8.74,4.47,,-0.85,,0.10,,,,3.72,3.86,-9.68,-5.96,0.360
김기연,23, C,-0.627,27,11,96.1,96,85,7,4,95.8,8.60,-0.01,,-1.72,,-0.85,-1.23,-2.12,-1.43,-7.36,-37.85,0.89,-6.47,-0.713
이천웅,20, CF,-0.637,78,73,620.0,146,143,2,1,99.3,2.10,-7.20,-0.18,0.16,,,,,,-7.22,-11.68,0.00,-7.22,-0.637
채은성,21, RF,-0.654,84,79,641.1,152,147,4,1,99.3,2.12,-3.98,0.13,0.39,,,,,,-3.47,-4.54,-3.37,-6.84,-0.332
라모스,20, 1B,-0.799,104,103,827.1,862,799,57,6,99.3,9.31,-0.80,,0.22,,0.15,,,,-0.43,-0.53,-8.62,-9.05,-0.038
김현수,22, LF,-0.829,96,94,802.1,178,172,4,2,98.9,1.97,-3.32,-1.33,0.24,,,,,,-4.40,-4.50,-4.09,-8.49,-0.430
오스틴,24, 1B,-0.831,56,56,457.0,416,370,43,3,99.3,8.13,-5.05,,1.01,,0.15,,,,-3.88,-8.73,-4.88,-8.76,-0.368
채은성,22, 1B,-0.912,121,120,935.0,960,896,54,10,99.0,9.14,1.33,,-0.26,,-0.39,,,,0.68,0.77,-10.02,-9.34,0.066
정근우,20, 2B,-0.933,45,31,251.0,149,59,81,9,94.0,5.02,-10.78,,0.23,-1.25,,,,,-11.79,-23.59,1.22,-10.57,-1.040
홍창기,21, CF,-0.942,116,108,891.0,199,194,3,2,99.0,1.99,-9.38,-0.38,-0.08,,,,,,-9.85,-9.85,0.00,-9.85,-0.942
김현수,19, LF,-0.996,110,94,832.0,188,184,4,0,100.0,2.03,-6.47,-0.40,0.80,,,,,,-6.07,-6.24,-4.11,-10.18,-0.594
문보경,24, 3B,-1.035,60,58,462.0,128,44,78,6,95.3,2.38,-12.05,,1.72,-0.19,-0.39,,,,-10.91,-24.17,0.00,-10.91,-1.035
김현수,20, LF,-1.058,109,105,902.0,217,209,7,1,99.5,2.16,-7.36,-0.61,0.65,,,,,,-7.33,-7.43,-4.67,-12.00,-0.646
이천웅,19, CF,-1.608,124,121,1039.2,271,264,6,1,99.6,2.34,-17.88,0.62,0.83,,,,,,-16.43,-17.14,0.00,-16.43,-1.608
이상규,21, P,,7,0,6.0,1,0,1,0,100.0,1.50,,,,,,,,,0.00,0.00,,,0.000
유영찬,24, P,,29,0,28.2,4,2,2,0,100.0,1.26,,,,,,,,,0.00,0.00,,,0.000
고우석,22, P,,61,0,60.2,14,4,8,2,85.7,1.78,,,,,,,,,0.00,0.00,,,0.000
허준혁,22, P,,6,0,4.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
오석주,23, P,,9,0,10.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
차우찬,19, P,,29,28,168.1,39,11,25,3,92.3,1.92,,,,,,,,,0.00,,,,0.000
이정용,21, P,,66,0,69.2,12,3,8,1,91.7,1.42,,,,,,,,,0.00,0.00,,,0.000
최원영,24, RF,,3,0,4.0,0,0,0,0,,0.00,,-0.33,0.01,,,,,,-0.32,-2.17,,,-0.030
김호은,20, CF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,,,0.000
최민창,21, LF,,1,0,1.0,0,0,0,0,,0.00,-0.02,,0.00,,,,,,-0.02,-0.87,,,-0.002
최동환,24, P,,19,0,18.0,7,4,3,0,100.0,3.50,,,,,,,,,0.00,0.00,,,0.000
정찬헌,19, P,,13,0,11.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
최재원,20, 1B,,2,0,2.0,1,1,0,0,100.0,4.50,0.00,,0.00,,,,,,0.00,0.04,,,0.000
김대유,21, P,,64,0,50.2,12,2,8,2,83.3,1.78,,,,,,,,,0.00,,,,0.000
이정용,20, P,,34,0,34.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
이찬혁,21, P,,1,0,1.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
진해수,22, P,,63,0,45.0,9,3,6,0,100.0,1.80,,,,,,,,,0.00,0.00,,,0.000
백청훈,20, P,,2,0,1.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
박지규,20, 2B,,3,0,4.0,5,3,2,0,100.0,11.25,-0.06,,0.00,,,,,,-0.06,-2.01,,,-0.005
김대현,23, P,,5,0,3.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
최승민,24, RF,,1,0,2.0,0,0,0,0,,0.00,-0.29,,0.01,,,,,,-0.28,-1.40,,,-0.027
김대현,20, P,,32,0,32.1,8,2,5,1,87.5,1.95,,,,,,,,,0.00,0.00,,,0.000
손호영,20, SS,,2,0,4.0,2,0,2,0,100.0,4.50,-1.16,,0.01,-0.34,,,,,-1.49,-9.31,,,-0.131
장준원,21, SS,,2,0,2.0,2,1,1,0,100.0,9.00,0.21,,0.00,,,,,,0.22,6.20,,,0.021
고우석,19, P,,65,0,71.0,5,2,2,1,80.0,0.51,,,,,,,,,0.00,0.00,,,0.000
신민재,22, LF,,3,0,4.1,1,1,0,0,100.0,2.08,-0.20,,0.01,,,,,,-0.19,-1.98,,,-0.019
임찬규,20, P,,27,26,147.2,25,10,15,0,100.0,1.52,,,,,,,,,0.00,,,,0.000
백승현,20, 2B,,1,0,1.0,0,0,0,0,,0.00,-0.02,,0.00,,,,,,-0.02,-0.10,,,-0.002
김용의,21, 2B,,1,0,1.0,1,0,1,0,100.0,9.00,-0.35,,0.00,,,,,,-0.35,-0.49,,,-0.033
채지선,21, P,,14,0,17.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
박용택,19, CF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,,,0.000
이상영,19, P,,3,0,2.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
이재원,20, LF,,2,0,2.0,0,0,0,0,,0.00,-0.19,-0.02,0.00,,,,,,-0.21,-1.86,,,-0.018
박재욱,22, C,,1,0,1.0,1,1,0,0,100.0,9.00,0.00,,0.00,,,,0.01,,0.02,2.33,,,0.002
문광은,19, P,,32,0,33.0,3,0,3,0,100.0,0.82,,,,,,,,,0.00,0.00,,,0.000
이지강,24, P,,9,0,12.0,3,2,1,0,100.0,2.25,,,,,,,,,0.00,,,,0.000
송승기,22, P,,7,0,8.1,3,0,3,0,100.0,3.24,,,,,,,,,0.00,0.00,,,0.000
장준원,21, 1B,,1,0,2.0,2,2,0,0,100.0,9.00,0.38,,0.00,,,,,,0.38,10.97,,,0.036
김동규,23, P,,1,0,0.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
백승현,22, P,,12,0,10.0,5,2,3,0,100.0,4.50,,,,,,,,,0.00,0.00,,,0.000
진해수,21, P,,48,0,44.1,13,4,9,0,100.0,2.64,,,,,,,,,0.00,0.00,,,0.000
이상영,21, P,,21,9,50.0,7,1,6,0,100.0,1.26,,,,,,,,,0.00,0.00,,,0.000
함덕주,22, P,,12,0,12.2,1,0,1,0,100.0,0.71,,,,,,,,,0.00,0.00,,,0.000
김호은,20, RF,,1,0,1.0,1,1,0,0,100.0,9.00,0.42,0.29,0.00,,,,,,0.71,1.48,,,0.062
김용의,19, RF,,1,0,2.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,,,0.000
김진성,22, P,,65,0,58.0,10,0,10,0,100.0,1.55,,,,,,,,,0.00,0.00,,,0.000
최성훈,20, P,,45,0,33.1,7,0,7,0,100.0,1.89,,,,,,,,,0.00,0.00,,,0.000
최동환,19, P,,18,0,23.0,2,0,2,0,100.0,0.78,,,,,,,,,0.00,0.00,,,0.000
최재원,20, LF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.03,,,0.000
이상규,20, P,,28,0,31.0,3,0,3,0,100.0,0.87,,,,,,,,,0.00,,,,0.000
최동환,23, P,,44,0,42.1,6,1,5,0,100.0,1.28,,,,,,,,,0.00,0.00,,,0.000
김지용,21, P,,3,0,4.0,1,0,1,0,100.0,2.25,,,,,,,,,0.00,0.00,,,0.000
이정용,23, P,,37,13,86.2,12,3,8,1,91.7,1.14,,,,,,,,,0.00,0.00,,,0.000
전준호,24, C,,3,0,5.0,5,4,1,0,100.0,9.00,0.19,,0.02,,,,-0.33,,-0.12,-5.85,,,-0.012
정우영,20, P,,65,0,75.0,27,7,20,0,100.0,3.24,,,,,,,,,0.00,0.00,,,0.000
손호영,23, 1B,,5,0,6.0,4,4,0,0,100.0,6.00,-0.48,,0.01,,,,,,-0.47,-2.51,,,-0.045
송은범,22, P,,25,0,26.2,4,1,3,0,100.0,1.35,,,,,,,,,0.00,0.00,,,0.000
송은범,20, P,,55,1,56.0,7,2,5,0,100.0,1.13,,,,,,,,,0.00,0.00,,,0.000
이민호,20, P,,20,16,97.2,16,6,10,0,100.0,1.47,,,,,,,,,0.00,,,,0.000
김주성,23, 3B,,1,0,2.0,0,0,0,0,,0.00,0.00,,0.01,,,,,,0.01,0.07,,,0.001
최동환,22, P,,47,0,50.0,5,1,3,1,80.0,0.72,,,,,,,,,0.00,0.00,,,0.000
배재준,22, P,,17,5,31.1,5,1,4,0,100.0,1.44,,,,,,,,,0.00,0.00,,,0.000
홍창기,20, 1B,,1,0,1.0,1,1,0,0,100.0,9.00,0.03,,0.00,,,,,,0.03,0.03,,,0.003
플럿코,22, P,,27,28,162.0,12,1,11,0,100.0,0.67,,,,,,,,,0.00,,,,0.000
채은성,21, 1B,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,,,0.000
장원삼,19, P,,8,3,14.2,3,2,1,0,100.0,1.84,,,,,,,,,0.00,0.00,,,0.000
류원석,21, P,,5,0,6.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
이우찬,20, P,,4,1,4.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
김용의,21, 3B,,6,0,7.0,1,1,0,0,100.0,1.29,-0.95,,0.01,,,,,,-0.94,-1.33,,,-0.090
이형종,21, 1B,,1,0,1.0,0,0,0,0,,0.00,-0.75,,0.00,,,,,,-0.75,-1.20,,,-0.072
신정락,19, P,,23,1,19.0,2,0,1,1,50.0,0.47,,,,,,,,,0.00,0.00,,,0.000
정우영,19, P,,56,0,65.1,20,9,11,0,100.0,2.76,,,,,,,,,0.00,0.00,,,0.000
이재원,20, CF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,,,0.000
문성주,23, CF,,1,0,1.0,1,1,0,0,100.0,9.00,0.09,,0.00,,,,,,0.09,0.10,,,0.009
김주성,21, SS,,1,0,1.0,0,0,0,0,,0.00,-0.60,,0.00,,,,,,-0.60,-28.83,,,-0.057
김진수,21, P,,3,0,2.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
류원석,20, P,,4,1,4.2,2,2,0,0,100.0,3.86,,,,,,,,,0.00,0.00,,,0.000
최성훈,21, P,,46,0,40.2,6,4,1,1,83.3,1.11,,,,,,,,,0.00,0.00,,,0.000
고우석,21, P,,63,0,58.0,13,2,11,0,100.0,2.02,,,,,,,,,0.00,0.00,,,0.000
채지선,23, P,,1,0,0.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
여건욱,19, P,,25,0,29.2,3,0,3,0,100.0,0.91,,,,,,,,,0.00,0.00,,,0.000
박명근,23, P,,55,1,51.1,6,2,4,0,100.0,1.05,,,,,,,,,0.00,0.00,,,0.000
김태우,24, 3B,,1,0,2.0,0,0,0,0,,0.00,-0.21,,0.01,,,,,,-0.20,-7.25,,,-0.019
최성훈,22, P,,44,0,33.1,8,4,3,1,87.5,1.89,,,,,,,,,0.00,0.00,,,0.000
김용의,20, LF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,,,0.000
신민재,22, 2B,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.01,,,0.000
고우석,23, P,,44,0,44.0,9,3,5,1,88.9,1.64,,,,,,,,,0.00,0.00,,,0.000
최동환,20, P,,52,0,57.0,7,3,2,2,71.4,0.79,,,,,,,,,0.00,0.00,,,0.000
이찬혁,20, P,,4,0,3.1,1,0,0,1,0.0,0.00,,,,,,,,,0.00,0.00,,,0.000
최민창,21, RF,,1,0,2.0,1,1,0,0,100.0,4.50,0.46,0.01,0.00,,,,,,0.47,22.79,,,0.045
김진성,24, P,,30,0,29.2,2,2,0,0,100.0,0.61,,,,,,,,,0.00,0.00,,,0.000
