이름,연도,포지션,WAR,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,WRC+
김성현,24, 2B,0.49,0.12,0.37,19,66,65,56,10,13,2,0,0,15,5,1,0,5,4,0,8,2,1,0,0.232,0.338,0.268,0.606,-0.028,77.2
전의산,22, 1B,0.47,1.43,-0.96,77,266,264,241,36,60,15,1,13,116,45,0,0,24,0,3,84,6,0,1,0.249,0.316,0.481,0.797,0.008,109.6
고명준,24, 1B,0.44,0.15,0.29,59,209,209,196,19,51,8,0,6,77,28,1,4,12,1,0,52,3,0,0,0.260,0.306,0.393,0.699,-0.025,79.0
김강민,23, CF,0.41,0.41,0.00,70,166,163,137,20,31,3,0,2,40,7,2,1,23,1,1,38,2,2,3,0.226,0.335,0.292,0.627,-0.022,85.8
김재현,19, CF,0.40,0.21,0.19,83,49,46,42,29,12,2,1,0,16,2,13,6,4,0,0,11,0,3,0,0.286,0.348,0.381,0.729,-0.007,98.3
이현석,21, C,0.39,0.12,0.27,39,89,86,79,7,21,5,0,4,38,19,0,0,4,1,0,29,0,3,2,0.266,0.302,0.481,0.783,-0.021,86.5
김성현,22, 2B,0.39,-0.15,0.53,130,359,339,302,38,66,9,1,2,83,37,3,3,31,3,0,36,13,20,3,0.219,0.295,0.275,0.570,-0.051,61.8
김찬형,21, SS,0.38,0.60,-0.22,71,135,127,110,18,22,6,0,2,34,6,0,0,14,3,0,27,1,8,0,0.200,0.307,0.309,0.616,-0.015,91.6
한유섬,23, RF,0.35,1.80,-1.45,109,388,386,333,29,91,15,2,7,131,55,2,1,34,12,1,81,3,2,7,0.273,0.355,0.393,0.748,0.002,105.6
김민식,24, C,0.34,0.23,0.11,12,32,32,25,1,6,3,0,0,9,3,0,0,7,0,0,7,1,0,0,0.240,0.406,0.360,0.766,0.034,124.0
박성한,20, SS,0.34,-0.02,0.36,41,112,111,99,7,24,2,0,2,32,8,1,1,11,1,0,21,1,1,0,0.242,0.324,0.323,0.647,-0.052,63.3
최상민,23, CF,0.34,0.00,0.33,51,41,39,34,5,8,0,0,0,8,3,2,2,4,0,0,7,0,2,1,0.235,0.308,0.235,0.543,-0.053,60.1
정준재,24, 2B,0.33,-0.07,0.40,18,43,42,40,7,9,2,1,0,13,3,2,1,2,0,0,13,1,1,0,0.225,0.262,0.325,0.587,-0.073,43.9
강승호,19, SS,0.28,-0.22,0.50,15,42,41,39,5,6,0,0,2,12,5,0,0,2,0,0,18,1,1,0,0.154,0.195,0.308,0.503,-0.123,1.7
김창평,20, 2B,0.26,0.09,0.17,35,90,90,78,10,15,4,1,0,21,7,7,0,11,0,0,16,2,0,1,0.192,0.289,0.269,0.558,-0.053,62.8
최준우,24, 2B,0.24,0.26,-0.02,15,31,31,23,2,6,2,0,0,8,5,0,0,8,0,0,7,0,0,0,0.261,0.452,0.348,0.800,0.046,133.2
오준혁,20, LF,0.23,0.30,-0.07,70,161,160,148,19,40,7,0,3,56,18,0,3,11,1,1,34,1,0,1,0.270,0.323,0.378,0.701,-0.025,83.6
이재원,22, C,0.23,0.08,0.14,105,279,269,234,27,47,6,0,4,65,28,1,0,25,8,1,44,13,9,3,0.201,0.296,0.278,0.574,-0.046,65.2
최경모,24, 2B,0.22,0.04,0.19,46,47,40,32,10,6,0,0,0,6,0,6,2,8,0,0,6,1,7,0,0.188,0.350,0.188,0.538,-0.041,71.1
최항,19, 2B,0.21,0.13,0.08,52,147,146,127,12,29,5,0,0,34,14,2,0,16,2,0,24,3,1,1,0.228,0.322,0.268,0.590,-0.048,63.1
박지환,24, 2B,0.21,0.06,0.15,11,30,30,26,6,8,0,0,0,8,3,1,1,3,1,0,6,0,0,0,0.308,0.400,0.308,0.708,-0.011,89.7
안상현,22, 2B,0.21,0.03,0.18,46,47,44,38,12,6,0,0,2,12,5,2,0,5,1,0,12,2,3,0,0.158,0.273,0.316,0.589,-0.072,45.1
강진성,23, 1B,0.19,0.24,-0.05,55,142,141,131,10,34,6,1,3,51,17,0,0,6,3,0,20,2,1,1,0.260,0.305,0.389,0.694,-0.028,80.4
이흥련,21, C,0.16,0.22,-0.06,90,146,144,127,15,30,3,0,3,42,14,0,0,12,5,0,31,4,2,0,0.236,0.326,0.331,0.657,-0.033,76.6
최항,21, 2B,0.16,0.15,0.01,34,79,78,69,5,19,2,1,0,23,7,1,0,6,2,1,16,4,1,1,0.275,0.346,0.333,0.679,-0.027,81.4
추신수,24, DH,0.15,0.22,-0.07,21,82,81,61,11,15,2,0,1,20,8,4,1,14,3,0,20,0,1,3,0.246,0.395,0.328,0.723,-0.012,89.2
최준우,19, 2B,0.15,-0.05,0.20,15,36,36,33,3,7,2,0,0,9,0,0,0,3,0,0,3,2,0,0,0.212,0.278,0.273,0.551,-0.071,43.8
안상현,21, 2B,0.14,-0.01,0.15,37,40,40,39,9,10,2,0,1,15,4,3,1,1,0,0,15,0,0,0,0.256,0.275,0.385,0.660,-0.056,57.9
오준혁,22, RF,0.13,-0.10,0.23,47,67,66,61,3,14,2,0,0,16,6,0,0,5,0,0,15,4,1,0,0.230,0.288,0.262,0.550,-0.062,50.7
이재원,20, C,0.11,-0.98,1.08,80,251,246,222,18,41,8,0,2,55,21,0,0,19,6,3,24,12,3,1,0.185,0.266,0.248,0.514,-0.089,36.3
하재훈,22, LF,0.07,0.21,-0.14,60,114,114,107,18,23,6,1,6,49,13,1,0,4,1,0,40,0,0,2,0.215,0.246,0.458,0.704,-0.029,78.4
화이트,20, 1B,0.07,0.10,-0.03,9,30,30,22,3,3,1,0,1,7,4,0,0,6,2,0,1,0,0,0,0.136,0.367,0.318,0.685,-0.012,93.9
최준우,22, 2B,0.06,0.01,0.04,10,16,16,12,0,3,0,0,0,3,1,0,0,3,0,0,3,0,0,1,0.250,0.375,0.250,0.625,-0.028,79.0
조형우,23, C,0.04,-0.42,0.46,62,133,129,119,9,22,4,1,2,34,12,0,0,8,1,0,25,2,4,1,0.185,0.240,0.286,0.526,-0.073,44.1
김성민,20, 2B,0.04,0.21,-0.18,9,16,16,14,4,4,0,0,2,10,4,0,0,1,1,0,3,0,0,0,0.286,0.375,0.714,1.089,0.106,183.4
정진기,20, RF,0.02,0.09,-0.07,50,140,136,126,14,30,2,2,2,42,15,7,1,7,1,1,34,2,4,2,0.238,0.279,0.333,0.612,-0.053,63.8
정현,19, SS,0.02,-0.28,0.31,23,34,34,28,3,2,0,0,0,2,1,1,1,5,0,0,14,0,0,1,0.071,0.206,0.071,0.277,-0.133,-9.4
유서준,20, SS,0.01,-0.03,0.04,28,25,25,24,10,6,1,0,1,10,2,1,1,1,0,0,7,2,0,0,0.250,0.280,0.417,0.697,-0.067,51.5
정현,21, SS,0.01,0.19,-0.18,12,29,27,21,5,4,2,0,0,6,0,0,0,3,3,0,4,1,2,0,0.190,0.370,0.286,0.656,0.013,113.4
남태혁,21, 1B,0.01,0.10,-0.09,12,22,22,20,2,6,1,0,1,10,4,0,0,1,1,0,7,1,0,0,0.300,0.364,0.500,0.864,0.011,112.8
김찬형,23, 3B,0.00,0.05,-0.06,36,53,51,48,6,11,3,0,1,17,5,0,0,2,1,0,10,1,2,0,0.229,0.275,0.354,0.629,-0.039,71.9
김성현,19, SS,0.00,0.30,-0.31,144,472,464,426,45,105,16,2,1,128,34,6,2,33,2,0,43,15,8,3,0.246,0.302,0.300,0.602,-0.045,66.5
최상민,22, LF,0.00,-0.04,0.04,27,18,17,14,3,1,0,0,0,1,1,3,1,3,0,0,4,0,1,0,0.071,0.235,0.071,0.306,-0.091,25.4
석정우,22, 2B,-0.03,-0.12,0.10,9,9,9,9,1,2,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0.222,0.222,0.222,0.444,-0.128,-6.5
이정범,22, RF,-0.03,-0.02,-0.01,7,11,11,11,2,3,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0.273,0.273,0.273,0.546,-0.084,31.4
오준혁,21, LF,-0.03,0.11,-0.14,26,50,50,46,7,10,2,0,2,18,5,0,0,4,0,0,15,2,0,0,0.217,0.280,0.391,0.671,-0.034,75.6
안상현,23, 2B,-0.04,0.02,-0.05,58,66,63,58,10,14,3,0,0,17,2,3,1,5,0,0,15,1,3,0,0.241,0.302,0.293,0.595,-0.049,63.9
한유섬,24, RF,-0.05,0.51,-0.55,55,215,213,184,30,41,9,0,12,86,40,0,1,23,5,2,73,1,0,3,0.223,0.321,0.467,0.788,-0.019,83.5
안상현,19, 2B,-0.05,-0.24,0.19,65,108,107,102,14,24,3,0,0,27,5,7,3,4,0,0,28,3,1,1,0.235,0.262,0.265,0.527,-0.073,42.7
이거연,20, 1B,-0.05,-0.06,0.01,8,10,10,8,1,1,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0.125,0.300,0.125,0.425,-0.104,23.7
이정범,21, LF,-0.05,0.38,-0.44,19,66,66,59,8,15,4,0,3,28,9,0,0,7,0,0,15,1,0,0,0.254,0.333,0.475,0.808,0.007,109.0
크론,22, 1B,-0.06,0.56,-0.62,67,259,259,243,21,54,13,1,11,102,35,0,0,9,3,0,68,3,0,4,0.222,0.255,0.420,0.675,-0.025,81.4
김창평,24, DH,-0.07,-0.09,0.02,6,9,9,7,1,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0.000,0.222,0.000,0.222,-0.167,-28.9
강진성,24, DH,-0.08,-0.17,0.09,16,31,30,27,4,5,0,0,0,5,2,0,0,3,0,0,5,0,1,0,0.185,0.267,0.185,0.452,-0.083,37.4
조형우,22, C,-0.09,-0.06,-0.02,9,13,13,12,2,2,1,0,0,3,1,0,0,1,0,0,3,0,0,0,0.167,0.231,0.250,0.481,-0.095,21.6
정현승,24, RF,-0.10,-0.13,0.02,5,10,10,9,0,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0.222,0.300,0.222,0.522,-0.078,38.7
배영섭,19, LF,-0.12,-0.13,0.01,30,80,80,71,5,16,1,0,0,17,7,2,0,6,2,0,15,0,0,1,0.225,0.300,0.239,0.539,-0.065,48.2
박승욱,19, 1B,-0.13,-0.04,-0.09,8,15,15,13,3,1,0,0,1,4,2,0,0,2,0,0,5,0,0,0,0.077,0.200,0.308,0.508,-0.124,-1.6
최승준,19, 1B,-0.13,-0.08,-0.06,10,24,24,22,2,5,0,0,0,5,0,0,0,2,0,0,10,1,0,0,0.227,0.292,0.227,0.519,-0.081,35.3
이흥련,22, C,-0.14,-0.14,0.00,22,55,52,45,4,6,2,0,0,8,1,0,0,5,2,0,22,2,3,0,0.133,0.250,0.178,0.428,-0.089,31.0
류효승,20, LF,-0.15,-0.03,-0.12,8,9,9,8,2,1,0,0,1,4,2,0,0,1,0,0,4,0,0,0,0.125,0.222,0.500,0.722,-0.100,26.9
박정권,19, 1B,-0.15,-0.04,-0.11,18,37,37,32,5,6,1,0,1,10,5,0,0,5,0,0,11,0,0,0,0.188,0.297,0.313,0.610,-0.057,55.2
김재현,20, CF,-0.16,-0.21,0.05,8,14,14,14,3,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0.143,0.143,0.143,0.286,-0.213,-59.3
고종욱,20, LF,-0.17,0.30,-0.47,92,288,288,272,24,77,9,3,3,101,26,1,3,14,1,0,55,3,0,1,0.283,0.319,0.371,0.690,-0.033,77.6
최경모,19, 2B,-0.18,-0.25,0.07,17,16,16,16,2,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0.063,0.063,0.125,0.188,-0.227,-89.2
김규남,21, LF,-0.18,-0.18,-0.01,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.000,0.000,0.000,0.000,-0.309,-147.5
노수광,20, LF,-0.19,0.08,-0.27,29,83,82,75,13,20,2,2,1,29,5,2,4,7,0,0,16,0,1,0,0.267,0.329,0.387,0.716,-0.035,76.5
최항,23, 1B,-0.19,0.20,-0.39,21,35,34,28,3,8,1,0,1,12,6,0,0,5,0,0,12,1,1,1,0.286,0.382,0.429,0.811,0.041,137.9
남태혁,19, 1B,-0.19,-0.06,-0.13,12,24,24,22,1,5,0,0,0,5,1,0,0,2,0,0,3,3,0,0,0.227,0.292,0.227,0.519,-0.077,38.8
정진기,21, RF,-0.21,-0.19,-0.02,2,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,-0.315,-152.4
조형우,24, C,-0.21,-0.03,-0.18,14,33,33,28,4,7,0,0,0,7,4,0,0,1,4,0,4,0,0,0,0.250,0.364,0.250,0.614,-0.041,66.9
정진기,19, RF,-0.22,-0.17,-0.05,13,17,17,16,1,3,0,0,0,3,2,0,0,1,0,0,2,0,0,0,0.188,0.235,0.188,0.423,-0.124,-1.3
전의산,23, 1B,-0.22,-0.09,-0.13,56,153,153,134,11,27,6,0,4,45,21,0,2,15,3,0,40,1,0,1,0.201,0.294,0.336,0.630,-0.043,67.4
이현석,22, C,-0.22,-0.19,-0.04,9,15,15,15,0,2,0,0,0,2,1,0,0,0,0,0,5,1,0,0,0.133,0.133,0.133,0.266,-0.184,-54.8
최항,22, DH,-0.26,-0.24,-0.02,15,24,24,20,0,2,0,0,0,2,1,0,0,2,1,0,7,0,0,1,0.100,0.208,0.100,0.308,-0.116,3.9
김창평,19, 2B,-0.27,-0.06,-0.21,18,53,50,45,4,8,2,0,0,10,3,0,0,4,1,0,11,1,3,0,0.178,0.260,0.222,0.482,-0.077,42.1
김찬형,24, 2B,-0.29,-0.28,-0.01,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.000,0.000,0.000,0.000,-0.315,-141.4
김재현,22, 3B,-0.30,-0.01,-0.29,18,20,18,18,2,4,1,0,0,5,4,0,0,0,0,0,3,2,2,0,0.222,0.222,0.278,0.500,-0.048,65.7
이정범,23, DH,-0.34,-0.24,-0.10,15,33,33,29,2,5,0,0,0,5,4,0,0,2,0,0,6,1,0,2,0.172,0.212,0.172,0.384,-0.115,6.1
이흥련,23, C,-0.35,-0.16,-0.19,16,17,16,14,1,1,0,0,1,4,2,0,0,2,0,0,6,0,1,0,0.071,0.188,0.286,0.474,-0.143,-10.5
김경호,20, LF,-0.35,-0.15,-0.20,56,110,109,105,17,30,3,1,0,35,9,1,4,3,0,0,16,2,1,1,0.286,0.303,0.333,0.636,-0.054,61.7
최준우,20, 2B,-0.37,-0.10,-0.27,66,207,202,182,23,43,4,0,3,56,14,1,1,19,0,0,28,3,5,1,0.236,0.307,0.308,0.615,-0.053,63.0
채현우,20, LF,-0.38,-0.25,-0.13,16,24,24,23,2,3,1,0,0,4,0,3,0,1,0,0,8,2,0,0,0.130,0.167,0.174,0.341,-0.182,-36.0
최주환,22, 2B,-0.39,0.14,-0.53,97,333,332,298,36,63,14,2,9,108,41,0,0,29,4,2,55,5,0,2,0.211,0.288,0.362,0.650,-0.043,66.1
이흥련,20, C,-0.39,-0.46,0.07,47,130,130,124,6,30,1,0,3,40,19,0,0,6,0,0,28,5,0,0,0.242,0.277,0.323,0.600,-0.089,34.9
안상현,24, 2B,-0.42,-0.52,0.10,28,68,67,63,2,11,1,0,0,12,2,1,1,4,0,0,14,0,1,0,0.175,0.224,0.190,0.414,-0.123,6.3
최경모,23, 3B,-0.45,-0.19,-0.26,28,20,20,20,6,3,0,0,0,3,1,2,0,0,0,0,5,0,0,0,0.150,0.150,0.150,0.300,-0.177,-46.4
남태혁,20, 1B,-0.52,-0.27,-0.25,35,72,72,66,3,13,1,0,1,17,11,0,0,6,0,0,22,2,0,0,0.197,0.264,0.258,0.522,-0.096,29.8
이홍구,20, C,-0.57,-0.20,-0.37,23,53,53,48,3,9,1,0,1,13,3,0,0,3,1,0,16,3,0,1,0.188,0.245,0.271,0.516,-0.075,45.4
김창평,21, CF,-0.57,-0.56,-0.01,40,28,26,25,6,2,0,0,0,2,1,2,1,1,0,0,6,0,2,0,0.080,0.115,0.080,0.195,-0.230,-70.4
윤석민,20, 1B,-0.65,-0.43,-0.22,34,76,76,73,4,14,2,0,3,25,12,0,0,2,0,0,12,3,0,1,0.192,0.211,0.342,0.553,-0.114,15.8
고종욱,21, LF,-0.65,0.36,-1.01,88,199,198,180,25,48,5,0,2,59,18,2,3,16,0,0,30,6,1,2,0.267,0.323,0.328,0.651,-0.025,82.9
정의윤,20, LF,-0.65,-0.46,-0.20,76,203,202,187,13,45,5,1,1,55,20,0,1,12,1,1,38,7,0,3,0.241,0.286,0.294,0.580,-0.073,47.6
전의산,24, 1B,-0.75,-0.49,-0.26,16,35,35,32,1,3,0,0,1,6,2,0,0,3,0,0,9,1,0,0,0.094,0.171,0.188,0.359,-0.176,-36.0
정의윤,21, LF,-0.77,-0.04,-0.73,62,178,178,165,21,38,2,0,7,61,24,0,0,11,0,1,37,5,0,2,0.230,0.275,0.370,0.645,-0.051,62.0
정현,20, SS,-0.79,-0.58,-0.21,89,128,125,112,14,17,4,0,2,27,4,0,2,11,2,0,34,3,3,0,0.152,0.240,0.241,0.481,-0.108,22.3
허도환,19, C,-0.80,-0.67,-0.13,56,93,89,79,3,10,3,0,1,16,6,0,1,5,3,0,18,3,4,2,0.127,0.202,0.203,0.405,-0.121,5.6
이재원,23, C,-0.81,-0.74,-0.06,27,48,47,44,3,4,1,0,0,5,2,0,0,2,0,0,8,4,1,1,0.091,0.128,0.114,0.242,-0.198,-60.3
이현석,20, C,-1.11,-0.74,-0.36,58,109,107,101,7,18,2,0,2,26,7,1,0,4,2,0,30,4,2,0,0.178,0.224,0.257,0.481,-0.132,4.3
하재훈,24, RF,-1.59,0.16,-1.75,55,169,169,157,19,41,10,0,4,63,19,6,0,7,1,0,47,4,0,4,0.261,0.290,0.401,0.691,-0.039,68.6
