이름,연도,포지션,WAR,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,WRC+
이성곤,20, 1B,0.65,0.72,-0.07,62,154,152,139,16,39,7,0,5,61,18,2,0,11,0,0,38,3,2,2,0.281,0.329,0.439,0.768,-0.003,100.8
강한울,20, SS,0.65,0.70,-0.06,34,122,117,105,13,32,3,0,1,38,10,1,0,11,0,0,24,3,5,1,0.305,0.368,0.362,0.730,0.004,105.4
류지혁,24, 2B,0.61,0.59,0.02,44,163,162,141,20,41,4,0,1,48,22,4,3,16,3,0,33,2,1,2,0.291,0.370,0.340,0.710,0.000,97.8
류지혁,23, 3B,0.55,0.79,-0.25,66,269,261,235,35,63,5,0,2,74,28,22,0,19,3,0,30,7,8,4,0.268,0.326,0.315,0.641,-0.032,77.4
박계범,19, SS,0.55,0.94,-0.39,58,204,198,168,26,43,8,1,4,65,25,5,1,22,5,0,45,7,6,3,0.256,0.354,0.387,0.741,-0.007,98.0
오선진,22, 3B,0.52,0.78,-0.26,100,306,290,268,30,74,8,0,3,91,24,2,2,18,3,0,51,5,16,1,0.276,0.328,0.340,0.668,-0.020,86.5
강민호,22, C,0.51,1.46,-0.95,130,444,441,396,38,102,19,1,13,162,66,0,0,41,3,4,58,21,1,3,0.258,0.330,0.409,0.739,-0.013,92.3
박승규,22, CF,0.43,-0.27,0.70,62,83,78,74,10,16,2,0,0,18,4,2,0,3,0,0,15,0,5,1,0.216,0.244,0.243,0.487,-0.088,32.2
김헌곤,24, RF,0.38,0.68,-0.30,50,121,120,111,18,35,6,0,4,53,16,1,1,8,1,0,24,1,1,0,0.315,0.367,0.477,0.844,0.021,113.5
이병헌,24, C,0.36,0.07,0.29,41,87,86,75,3,21,3,0,1,27,6,0,0,9,2,0,28,0,1,0,0.280,0.372,0.360,0.732,-0.017,85.2
김재혁,22, LF,0.33,0.35,-0.02,15,39,39,33,5,8,1,0,0,9,3,4,0,4,1,0,9,0,0,1,0.242,0.333,0.273,0.606,0.021,121.1
김상수,21, 2B,0.28,0.54,-0.26,132,496,488,429,46,101,17,1,3,129,42,4,2,52,3,0,51,14,8,4,0.235,0.320,0.301,0.621,-0.037,74.1
송준석,20, LF,0.27,0.15,0.13,32,50,50,47,5,13,5,0,1,21,7,0,0,2,1,0,6,4,0,0,0.277,0.320,0.447,0.767,-0.023,85.2
김재성,23, C,0.27,0.25,0.03,57,125,123,99,7,19,3,0,1,25,7,0,1,19,5,1,31,4,2,0,0.192,0.350,0.253,0.603,-0.027,81.6
박승규,20, CF,0.27,-0.17,0.44,91,196,192,182,24,47,11,0,1,61,14,4,5,7,3,0,32,4,4,0,0.258,0.297,0.335,0.632,-0.057,60.5
김민수,21, C,0.24,0.20,0.04,47,87,85,76,9,20,5,0,3,34,13,0,0,6,1,0,13,2,2,2,0.263,0.318,0.447,0.765,-0.026,83.0
김성표,21, 2B,0.24,0.36,-0.12,39,24,23,18,10,6,0,0,0,6,1,2,1,5,0,0,7,0,1,0,0.333,0.478,0.333,0.811,0.080,165.4
최선호,19, LF,0.24,0.00,0.23,17,8,8,6,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.167,0.375,0.167,0.542,-0.036,73.2
공민규,19, 1B,0.22,0.23,-0.02,28,60,60,53,4,13,1,0,3,23,6,0,0,6,1,0,18,0,0,0,0.245,0.333,0.434,0.767,-0.001,102.7
김영웅,23, 3B,0.21,-0.21,0.42,55,103,100,91,11,17,6,0,2,29,12,1,0,8,0,0,28,2,3,1,0.187,0.250,0.319,0.569,-0.068,47.8
김태훈,24, RF,0.18,0.01,0.16,9,16,16,15,2,4,1,0,0,5,1,0,0,0,1,0,2,1,0,0,0.267,0.313,0.333,0.646,-0.049,60.7
김태군,23, C,0.17,0.16,0.01,49,143,139,125,7,32,4,1,1,41,18,0,0,10,4,1,11,8,3,1,0.256,0.329,0.328,0.657,-0.032,77.7
안주형,22, 2B,0.16,-0.17,0.33,18,23,22,20,2,3,0,0,0,3,2,0,0,1,0,0,6,0,1,1,0.150,0.182,0.150,0.332,-0.123,2.0
최영진,21, 3B,0.16,0.35,-0.19,44,63,63,57,9,16,1,2,1,24,6,1,0,5,1,0,12,1,0,0,0.281,0.349,0.421,0.770,0.001,104.2
최영진,20, 3B,0.15,0.59,-0.44,58,118,117,101,15,30,3,0,1,36,11,2,3,13,2,0,16,3,1,1,0.297,0.385,0.356,0.741,0.002,104.5
박병호,24, 1B,0.14,0.28,-0.14,10,42,42,36,5,11,0,0,3,20,8,0,0,6,0,0,11,1,0,0,0.306,0.405,0.556,0.961,0.024,116.0
이원석,20, 3B,0.14,1.75,-1.61,121,467,466,403,46,108,17,0,13,164,74,0,1,49,2,1,82,7,1,12,0.268,0.341,0.407,0.748,-0.010,95.2
박승규,19, CF,0.13,-0.08,0.21,14,23,23,21,2,4,0,0,0,4,2,1,1,2,0,0,7,0,0,0,0.190,0.261,0.190,0.451,-0.065,48.2
박한이,19, RF,0.11,0.21,-0.09,30,85,84,74,6,19,3,0,2,28,13,0,0,9,0,0,17,0,1,1,0.257,0.333,0.378,0.711,-0.018,88.7
김재상,24, 2B,0.09,-0.20,0.28,35,91,90,84,13,20,4,0,2,30,12,4,0,5,0,0,23,0,1,1,0.238,0.278,0.357,0.635,-0.074,42.8
이성규,19, SS,0.09,0.28,-0.19,16,46,46,43,3,11,2,0,2,19,7,1,1,2,1,0,16,1,0,0,0.256,0.304,0.442,0.746,0.009,111.5
김성훈,19, 2B,0.07,-0.36,0.43,65,88,84,77,14,14,1,1,1,20,5,4,3,7,0,0,11,0,4,0,0.182,0.250,0.260,0.510,-0.078,40.2
백승민,20, 1B,0.07,-0.04,0.11,7,12,12,9,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0.000,0.250,0.000,0.250,-0.083,39.9
조민성,22, 1B,0.07,0.09,-0.03,12,16,16,13,3,4,0,0,1,7,3,1,0,2,1,0,7,0,0,0,0.308,0.438,0.538,0.976,0.051,146.4
공민규,22, 1B,0.06,-0.06,0.12,15,22,22,19,0,3,0,0,0,3,2,0,0,1,1,0,10,0,0,1,0.158,0.227,0.158,0.385,-0.087,28.9
이재현,22, SS,0.06,-0.19,0.25,75,239,236,230,23,54,4,0,7,79,23,0,0,5,1,0,44,6,3,0,0.235,0.254,0.343,0.597,-0.057,54.4
김재혁,24, 1B,0.05,-0.17,0.21,21,44,44,40,5,7,2,1,0,11,6,2,2,2,0,0,15,2,0,2,0.175,0.205,0.275,0.480,-0.093,27.5
전병우,24, 3B,0.04,0.06,-0.02,8,20,20,17,1,4,2,0,0,6,1,0,0,2,1,0,8,0,0,0,0.235,0.350,0.353,0.703,-0.010,90.0
김동엽,23, DH,0.03,0.68,-0.64,69,182,182,165,20,42,7,0,5,64,18,1,1,13,2,0,29,8,0,2,0.255,0.313,0.388,0.701,-0.014,92.5
송준석,21, RF,0.03,0.06,-0.03,19,55,55,51,5,12,2,0,2,20,4,0,0,3,1,0,13,1,0,0,0.235,0.291,0.392,0.683,-0.039,71.5
김성윤,20, LF,0.01,0.13,-0.11,9,9,9,7,1,2,1,0,0,3,0,0,0,1,1,0,1,0,0,0,0.286,0.444,0.429,0.873,0.041,134.1
김호재,19, 2B,0.01,-0.24,0.25,28,33,33,32,1,7,1,0,0,8,0,0,1,1,0,0,7,1,0,0,0.219,0.242,0.250,0.492,-0.099,19.7
윤정빈,22, RF,0.00,-0.21,0.21,13,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.000,0.000,0.000,0.000,-0.286,-141.9
김영웅,22, 3B,0.00,-0.10,0.10,13,15,15,15,2,2,0,0,1,5,1,0,0,0,0,0,7,0,0,0,0.133,0.133,0.333,0.466,-0.142,-18.7
양우현,24, 2B,0.00,-0.18,0.18,3,11,10,9,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0.000,0.100,0.000,0.100,-0.248,-73.2
김동엽,24, DH,-0.01,-0.01,0.00,6,14,13,11,1,2,1,0,0,3,2,0,0,1,1,1,5,0,0,1,0.182,0.286,0.273,0.559,-0.041,69.1
김응민,20, C,-0.01,-0.35,0.34,45,85,82,76,7,17,1,0,0,18,5,0,0,5,1,0,22,1,3,0,0.224,0.280,0.237,0.517,-0.093,34.7
김재상,23, 2B,-0.02,-0.05,0.03,17,22,22,20,1,3,0,0,1,6,2,0,0,2,0,0,4,1,0,0,0.150,0.227,0.300,0.527,-0.077,38.9
이성규,23, CF,-0.03,-0.31,0.28,109,162,158,145,23,30,10,1,1,45,18,4,3,8,3,0,42,4,4,2,0.207,0.259,0.310,0.569,-0.068,47.9
박찬도,20, RF,-0.04,0.16,-0.20,51,116,113,96,20,21,5,0,1,29,8,5,1,15,1,1,22,2,2,2,0.219,0.325,0.302,0.627,-0.047,68.0
김호재,21, 3B,-0.04,-0.15,0.11,87,90,87,75,9,17,2,0,0,19,7,0,0,9,2,0,14,0,3,1,0.227,0.322,0.253,0.575,-0.064,53.1
김민수,20, C,-0.04,-0.09,0.04,17,26,25,23,3,4,0,0,0,4,1,0,0,2,0,0,6,0,1,0,0.174,0.240,0.174,0.414,-0.108,23.5
김헌곤,20, LF,-0.05,0.05,-0.10,97,283,282,254,26,63,8,0,3,80,34,7,5,22,3,0,31,7,1,3,0.248,0.312,0.315,0.627,-0.051,64.2
김성표,20, 2B,-0.07,-0.07,0.01,15,8,8,8,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0.125,0.125,0.125,0.250,-0.220,-64.7
최영진,19, 3B,-0.07,0.33,-0.40,96,275,265,251,29,63,15,1,5,95,20,4,1,14,2,2,47,4,8,0,0.251,0.296,0.378,0.674,-0.037,73.0
송준석,23, DH,-0.07,-0.05,-0.02,7,8,8,8,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.250,0.250,0.250,0.500,-0.120,2.5
이태훈,22, DH,-0.07,-0.16,0.09,10,18,18,17,2,3,0,0,0,3,0,0,0,1,0,0,6,0,0,0,0.176,0.222,0.176,0.398,-0.134,-11.5
강준서,23, CF,-0.07,-0.06,-0.02,10,15,15,14,2,3,1,0,0,4,0,0,1,1,0,0,2,0,0,0,0.214,0.267,0.286,0.553,-0.077,38.9
김도환,19, C,-0.07,-0.02,-0.05,61,106,102,93,7,19,6,0,2,31,7,0,0,8,0,0,36,0,4,1,0.204,0.265,0.333,0.598,-0.050,63.1
김호진,24, 3B,-0.07,-0.28,0.20,15,26,26,23,1,2,0,0,0,2,3,0,0,1,1,0,9,1,0,1,0.087,0.154,0.087,0.241,-0.166,-28.1
이태훈,23, 1B,-0.09,0.04,-0.13,12,14,14,13,1,3,1,0,0,4,0,0,0,1,0,0,7,0,0,0,0.231,0.286,0.308,0.594,0.006,108.9
김응민,19, C,-0.09,-0.08,-0.02,8,13,13,13,0,3,1,0,0,4,0,0,0,0,0,0,6,1,0,0,0.231,0.231,0.308,0.539,-0.094,24.0
윤정빈,23, 1B,-0.12,0.00,-0.12,28,43,43,34,5,5,0,0,1,8,3,1,0,7,2,0,12,1,0,0,0.147,0.326,0.235,0.561,-0.053,58.8
김재성,24, C,-0.12,-0.03,-0.10,10,23,23,20,3,4,1,0,0,5,1,0,0,3,0,0,5,1,0,0,0.200,0.304,0.250,0.554,-0.039,68.7
김도환,23, C,-0.13,-0.11,-0.02,9,8,8,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.143,0.250,0.143,0.393,-0.116,5.3
김상수,22, SS,-0.13,0.22,-0.35,72,260,256,235,30,59,11,0,2,76,29,2,1,18,1,0,44,6,4,2,0.251,0.305,0.323,0.628,-0.039,70.4
김도환,21, C,-0.13,-0.31,0.17,25,46,45,41,1,6,2,0,0,8,1,0,1,2,2,0,20,0,1,0,0.146,0.222,0.195,0.417,-0.109,17.0
김재현,20, SS,-0.13,-0.02,-0.12,35,18,17,14,4,2,0,0,0,2,4,0,0,3,0,0,3,1,1,0,0.143,0.294,0.143,0.437,-0.109,19.9
송준석,19, LF,-0.13,0.09,-0.23,26,56,55,51,6,12,3,0,1,18,4,0,0,2,1,0,14,3,1,1,0.235,0.273,0.353,0.626,-0.039,70.8
김동진,24, 2B,-0.14,-0.27,0.13,13,16,15,14,2,1,0,0,0,1,0,0,0,1,0,0,5,0,1,0,0.071,0.133,0.071,0.204,-0.223,-60.5
최영진,22, 3B,-0.14,-0.24,0.10,43,91,90,80,5,15,4,0,2,25,10,2,2,8,2,0,20,2,1,0,0.188,0.278,0.313,0.591,-0.064,49.0
안주형,24, 2B,-0.14,0.25,-0.39,16,50,48,45,5,13,2,0,0,15,3,2,1,3,0,0,8,1,2,0,0.289,0.333,0.333,0.666,-0.007,93.2
이성곤,19, 1B,-0.15,-0.23,0.09,13,28,28,28,1,5,3,0,0,8,0,0,0,0,0,0,6,0,0,0,0.179,0.179,0.286,0.465,-0.103,16.3
강한울,23, 3B,-0.16,-0.56,0.40,72,240,234,212,30,46,7,2,0,57,10,1,3,20,0,1,54,4,6,2,0.217,0.282,0.269,0.551,-0.066,49.2
공민규,24, 3B,-0.17,-0.04,-0.12,11,16,16,13,1,1,0,0,1,4,2,0,0,1,2,0,8,1,0,0,0.077,0.250,0.308,0.558,-0.072,43.2
이성규,22, DH,-0.19,-0.19,0.00,13,34,34,27,5,2,0,0,0,2,1,0,0,5,2,0,8,1,0,0,0.074,0.265,0.074,0.339,-0.113,6.2
이해승,22, SS,-0.19,-0.38,0.19,46,106,100,99,11,23,3,0,0,26,5,0,0,1,0,0,29,1,6,0,0.232,0.240,0.263,0.503,-0.081,37.2
김호재,23, 3B,-0.20,-0.14,-0.06,75,127,122,116,6,25,7,0,0,32,9,2,0,6,0,0,17,4,5,0,0.216,0.254,0.276,0.530,-0.066,49.8
김성윤,24, CF,-0.21,-0.21,0.00,28,77,74,63,13,14,2,0,0,16,6,3,1,8,1,0,15,1,3,2,0.222,0.311,0.254,0.565,-0.066,49.8
박찬도,19, RF,-0.21,-0.13,-0.08,30,34,33,32,10,9,1,0,0,10,2,0,1,2,0,1,10,0,0,0,0.281,0.324,0.313,0.637,-0.074,42.3
윌리엄슨,19, RF,-0.23,0.59,-0.82,40,168,168,154,19,42,7,1,4,63,15,0,1,13,0,0,50,2,0,1,0.273,0.327,0.409,0.736,-0.013,92.9
김도환,20, C,-0.25,-0.27,0.02,34,49,48,41,2,9,2,0,0,11,9,0,0,5,0,0,16,0,1,2,0.220,0.292,0.268,0.560,-0.080,42.8
이성규,20, 1B,-0.27,-0.27,0.00,98,245,241,216,25,39,7,1,10,78,30,3,1,18,5,0,64,7,4,2,0.181,0.257,0.361,0.618,-0.066,53.5
김성윤,22, CF,-0.29,0.06,-0.35,48,49,48,42,14,8,3,0,1,14,2,10,2,5,1,0,10,0,1,0,0.190,0.292,0.333,0.625,-0.040,69.4
조민성,23, 1B,-0.30,-0.27,-0.03,15,29,29,29,1,6,2,0,0,8,5,0,1,0,0,0,6,1,0,0,0.207,0.207,0.276,0.483,-0.105,15.0
이병헌,23, C,-0.31,-0.26,-0.05,23,33,32,28,3,4,0,0,0,4,2,0,0,3,0,0,11,0,1,1,0.143,0.219,0.143,0.362,-0.117,7.7
김민수,19, C,-0.32,-0.32,0.00,29,41,41,39,5,8,1,0,0,9,2,0,0,1,0,0,16,0,0,1,0.205,0.220,0.231,0.451,-0.119,2.6
백승민,19, 1B,-0.34,-0.16,-0.18,19,45,45,42,4,10,1,0,0,11,4,0,0,2,0,0,12,2,0,1,0.238,0.267,0.262,0.529,-0.089,28.0
김현준,24, RF,-0.34,-0.74,0.40,32,89,88,78,9,12,6,1,0,20,6,0,0,6,2,0,25,4,1,2,0.154,0.227,0.256,0.483,-0.111,14.7
안주형,23, 2B,-0.36,0.01,-0.38,53,91,90,79,12,19,2,0,1,24,10,0,0,10,0,0,20,3,1,1,0.241,0.322,0.304,0.626,-0.039,71.1
강한울,24, 3B,-0.36,-0.43,0.07,18,25,22,21,1,2,0,0,0,2,1,0,0,0,0,0,6,1,3,1,0.095,0.091,0.095,0.186,-0.249,-68.4
오재일,24, 1B,-0.38,-0.03,-0.35,22,71,71,64,6,15,5,1,3,31,8,0,0,6,0,0,18,4,0,1,0.234,0.296,0.484,0.780,-0.035,71.7
김동엽,19, LF,-0.39,0.00,-0.39,60,211,211,195,15,42,4,1,6,66,25,2,1,12,2,0,47,2,0,2,0.215,0.265,0.338,0.603,-0.046,64.5
김상민,23, LF,-0.39,-0.18,-0.21,8,13,13,12,3,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0.083,0.154,0.083,0.237,-0.191,-58.0
류승민,23, RF,-0.41,-0.13,-0.28,24,57,55,52,5,11,3,0,0,14,5,0,0,2,1,0,19,0,2,0,0.212,0.255,0.269,0.524,-0.071,45.8
김성표,22, CF,-0.41,-0.30,-0.11,17,18,18,17,5,2,0,0,0,2,0,2,0,1,0,0,5,0,0,0,0.118,0.167,0.118,0.285,-0.173,-45.2
김동엽,21, LF,-0.42,-0.21,-0.21,69,203,203,185,20,44,9,0,4,65,24,2,1,10,4,0,42,2,0,4,0.238,0.286,0.351,0.637,-0.056,57.8
공민규,23, 3B,-0.42,-0.19,-0.23,22,33,33,31,0,6,1,1,0,9,2,0,0,2,0,0,13,1,0,0,0.194,0.242,0.290,0.532,-0.087,30.5
김동엽,22, DH,-0.42,-0.30,-0.12,30,100,100,95,9,21,5,0,2,32,4,0,3,4,0,0,22,1,0,1,0.221,0.250,0.337,0.587,-0.069,43.5
김호재,22, 2B,-0.42,-0.29,-0.14,21,29,29,28,1,4,1,0,0,5,1,0,0,1,0,0,9,1,0,0,0.143,0.172,0.179,0.351,-0.124,-3.0
김태훈,23, LF,-0.43,-0.43,0.00,11,22,21,21,0,2,1,0,0,3,1,0,1,0,0,0,9,1,1,0,0.095,0.095,0.143,0.238,-0.207,-63.5
강한울,21, SS,-0.44,-0.11,-0.33,124,258,255,223,25,58,5,0,0,63,27,2,2,29,0,0,58,5,3,3,0.260,0.341,0.283,0.624,-0.048,64.8
이학주,21, SS,-0.44,-0.35,-0.09,66,174,170,155,17,32,8,0,4,52,20,2,2,14,1,0,61,3,4,0,0.206,0.276,0.335,0.611,-0.064,52.3
양우현,20, 2B,-0.47,-0.32,-0.15,7,24,24,23,0,3,0,0,0,3,0,0,0,1,0,0,5,1,0,0,0.130,0.167,0.130,0.297,-0.196,-46.4
