이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
김현준,24, RF,0.647,20,11,110.0,43,42,0,1,97.7,3.44,7.52,0.01,-0.15,,,,,,7.37,33.18,-0.55,6.82,0.699
김지찬,20, SS,0.537,37,28,233.0,119,47,68,4,96.6,4.44,2.48,,0.34,1.35,,,,,4.17,4.45,1.92,6.09,0.368
김동진,23, 2B,0.510,37,23,236.0,146,55,87,4,97.3,5.42,3.72,,-0.14,0.64,,,,,4.22,13.80,1.05,5.27,0.408
박승규,21, LF,0.489,18,9,93.1,32,32,0,0,100.0,3.09,6.13,-0.67,0.08,,,,,,5.55,13.54,-0.44,5.11,0.531
박승규,20, RF,0.459,47,30,271.0,61,58,3,0,100.0,2.03,5.87,0.12,0.37,,,,,,6.36,10.06,-1.16,5.20,0.561
맥키넌,24, 1B,0.426,42,41,357.0,314,277,34,3,99.0,7.84,8.56,,-0.20,,-0.23,,,,8.13,20.20,-3.64,4.49,0.772
김지찬,20, 2B,0.409,74,30,328.2,195,78,112,5,97.4,5.20,4.20,,-0.21,-0.66,,,,,3.33,3.55,1.31,4.64,0.294
이성규,23, CF,0.400,33,25,218.2,70,68,1,1,98.6,2.84,4.37,-0.04,-0.20,,,,,,4.14,5.46,0.00,4.14,0.400
박승규,22, CF,0.371,24,12,127.1,49,49,0,0,100.0,3.46,3.88,-0.26,0.18,,,,,,3.79,8.81,0.00,3.79,0.371
오재일,23, 1B,0.361,88,80,700.0,717,656,53,8,98.9,9.12,9.54,,0.11,,0.60,,,,10.25,13.92,-6.52,3.73,0.992
김상수,20, 2B,0.357,106,101,817.1,471,215,249,7,98.5,5.11,-1.47,,0.24,0.88,,,,,-0.35,-0.42,4.40,4.05,-0.031
김태군,23, C,0.354,24,20,181.0,139,128,11,0,100.0,6.91,-0.16,,0.48,,0.01,0.44,1.95,-1.08,1.64,2.07,2.02,3.65,0.158
이원석,22, 3B,0.347,39,36,277.0,73,22,48,3,95.9,2.27,2.99,,0.24,0.32,,,,,3.55,5.81,0.00,3.55,0.347
강한울,23, 3B,0.342,58,48,415.2,117,34,77,6,94.9,2.40,2.83,,0.87,0.02,-0.19,,,,3.53,7.06,0.00,3.53,0.342
강한울,24, 3B,0.341,9,3,41.0,15,1,14,0,100.0,3.29,3.18,,0.15,0.26,,,,,3.59,28.72,0.00,3.59,0.341
김지찬,24, CF,0.318,51,44,370.0,110,109,0,1,99.1,2.65,3.08,0.14,0.13,,,,,,3.35,7.78,0.00,3.35,0.318
이재현,22, SS,0.309,56,42,380.1,179,61,111,7,96.1,4.07,-1.21,,-0.34,1.63,,,,,0.09,0.17,3.08,3.17,0.008
김성윤,23, RF,0.305,39,33,274.2,69,65,2,2,97.1,2.20,4.40,0.60,-0.45,,,,,,4.55,6.49,-1.40,3.15,0.441
안주형,22, 2B,0.300,15,3,53.0,38,13,25,0,100.0,6.45,2.81,,0.06,0.00,,,,,2.87,22.96,0.20,3.07,0.280
강민호,24, C,0.293,54,37,331.1,294,275,17,2,99.3,7.93,-0.34,,0.27,,-0.21,-0.95,0.62,,-0.61,-1.43,3.70,3.09,-0.057
구자욱,19, RF,0.293,104,103,870.1,228,218,8,2,99.1,2.34,6.84,0.19,0.49,,,,,,7.52,8.88,-4.53,2.99,0.736
김성훈,19, 2B,0.285,27,8,104.1,64,27,36,1,98.4,5.43,1.99,,0.14,0.34,,,,,2.48,5.48,0.44,2.92,0.242
김응민,20, C,0.281,43,21,212.1,177,167,8,2,98.9,7.42,-0.11,,-0.33,,0.25,-1.21,0.95,1.67,1.22,3.90,1.97,3.19,0.108
김재혁,24, LF,0.263,5,2,23.0,10,10,0,0,100.0,3.91,2.94,-0.09,0.03,,,,,,2.87,19.71,-0.10,2.77,0.273
김지찬,21, 2B,0.260,36,10,130.0,74,27,44,3,95.9,4.92,1.58,,-0.83,1.46,,,,,2.20,2.64,0.51,2.71,0.211
김지찬,20, 3B,0.257,13,6,64.0,17,5,12,0,100.0,2.39,2.81,,0.04,0.06,,,,,2.91,3.10,0.00,2.91,0.257
구자욱,21, RF,0.235,130,130,1085.0,259,247,9,3,98.8,2.12,6.98,1.18,0.00,,,,,,8.17,8.46,-5.71,2.46,0.781
박승규,21, CF,0.226,22,4,62.1,24,24,0,0,100.0,3.47,2.72,-0.42,0.06,,,,,,2.37,5.78,0.00,2.37,0.226
이병헌,24, C,0.225,39,24,205.1,176,162,13,1,99.4,7.67,-0.26,,0.29,,-0.81,1.30,-0.19,,0.33,1.15,2.04,2.37,0.031
김호재,20, SS,0.220,13,9,79.0,36,18,17,1,97.2,3.99,1.06,,0.11,0.67,,,,,1.85,4.10,0.64,2.49,0.163
김호진,24, 3B,0.219,9,5,43.2,12,3,9,0,100.0,2.47,1.82,,0.16,0.34,-0.02,,,,2.30,22.12,0.00,2.30,0.219
박계범,20, SS,0.218,41,23,218.0,105,38,63,4,96.2,4.17,0.72,,-0.20,0.09,,,,,0.61,1.09,1.86,2.47,0.054
강한울,22, 3B,0.215,61,36,336.1,103,26,71,6,94.2,2.60,1.72,,-0.19,0.32,0.35,,,,2.21,3.38,0.00,2.21,0.215
김재상,24, 2B,0.207,32,24,205.1,101,36,63,2,98.0,4.34,1.02,,0.21,0.09,,,,,1.33,5.47,0.85,2.18,0.126
강민호,23, C,0.205,101,94,786.2,631,579,49,3,99.5,7.18,-0.48,,0.61,,-0.45,-1.84,-0.71,-4.30,-7.17,-8.27,9.29,2.11,-0.695
김영웅,23, 3B,0.197,38,20,215.1,56,11,40,5,91.1,2.13,2.52,,-0.28,0.14,-0.34,,,,2.03,5.33,0.00,2.03,0.197
김재성,23, C,0.197,40,18,191.1,144,134,10,0,100.0,6.77,0.13,,0.51,,,1.13,0.16,-1.91,0.02,0.04,2.02,2.03,0.002
김태훈,24, RF,0.195,4,2,20.0,6,6,0,0,100.0,2.70,1.84,0.25,0.06,,,,,,2.15,34.36,-0.09,2.06,0.204
김영웅,23, SS,0.194,14,1,36.0,22,8,13,1,95.5,5.25,1.38,,0.12,0.22,,,,,1.73,4.52,0.28,2.01,0.167
송준석,20, RF,0.191,16,8,73.0,13,13,0,0,100.0,1.60,2.02,0.37,0.10,,,,,,2.49,11.19,-0.32,2.17,0.219
김동진,24, 2B,0.188,8,3,30.0,20,6,14,0,100.0,6.00,1.68,,0.10,0.09,,,,,1.88,20.78,0.11,1.99,0.178
김태군,22, C,0.178,69,40,390.0,350,323,26,1,99.7,8.05,0.22,,0.70,,0.08,1.02,-0.46,-3.84,-2.28,-3.22,4.10,1.82,-0.223
김호재,19, SS,0.168,10,2,31.0,18,8,10,0,100.0,5.23,0.69,,0.04,0.79,,,,,1.52,7.82,0.20,1.72,0.149
공민규,22, 1B,0.164,5,3,27.0,32,30,2,0,100.0,10.67,1.88,,0.02,,,,,,1.90,18.24,-0.22,1.68,0.185
양우현,24, 2B,0.163,3,3,27.0,16,6,10,0,100.0,5.33,1.32,,0.09,0.19,,,,,1.60,76.98,0.11,1.71,0.152
김헌곤,21, RF,0.153,19,13,125.1,31,31,0,0,100.0,2.23,2.37,-0.34,0.17,,,,,,2.20,2.69,-0.60,1.60,0.211
김성윤,24, RF,0.152,9,7,59.1,15,14,1,0,100.0,2.28,2.54,-0.80,0.18,,,,,,1.92,9.89,-0.32,1.60,0.182
김재현,20, 3B,0.152,13,0,16.0,7,2,5,0,100.0,3.94,1.84,,0.01,-0.13,,,,,1.72,7.07,0.00,1.72,0.152
이재현,24, SS,0.146,33,31,256.0,121,53,62,6,95.0,4.04,1.21,,-0.99,-1.33,,,,,-1.10,-4.52,2.64,1.54,-0.104
오선진,22, SS,0.135,30,21,176.1,95,39,51,5,94.7,4.59,-0.80,,-0.19,0.69,,,,,-0.30,-0.43,1.68,1.38,-0.029
김현준,22, RF,0.135,13,6,67.2,14,14,0,0,100.0,1.86,1.95,-0.40,0.12,,,,,,1.68,2.05,-0.30,1.38,0.164
김도환,21, C,0.131,25,13,113.2,92,88,3,1,98.9,7.21,0.15,,-0.13,,,-0.21,0.29,0.20,0.29,1.67,1.08,1.37,0.028
최영진,20, 1B,0.127,17,6,81.1,84,79,5,0,100.0,9.30,2.08,,0.07,,,,,,2.16,5.35,-0.72,1.44,0.190
김영웅,22, 3B,0.126,8,1,21.0,6,1,5,0,100.0,2.57,1.52,,0.02,-0.25,,,,,1.29,14.31,0.00,1.29,0.126
김헌곤,19, LF,0.126,109,105,909.0,221,213,8,0,100.0,2.19,5.19,-0.45,0.88,,,,,,5.62,7.09,-4.33,1.29,0.550
안주형,24, 3B,0.126,2,0,3.0,3,1,2,0,100.0,9.00,1.31,,0.01,,,,,,1.33,11.93,0.00,1.33,0.126
박해민,20, 1B,0.126,6,4,36.0,33,29,4,0,100.0,8.25,1.77,,0.03,,,,,,1.80,1.97,-0.38,1.42,0.159
김헌곤,20, CF,0.125,7,2,23.0,8,7,1,0,100.0,3.13,0.32,1.08,0.03,,,,,,1.42,2.11,0.00,1.42,0.125
박승규,19, CF,0.125,6,6,33.0,13,13,0,0,100.0,3.55,1.56,-0.33,0.04,,,,,,1.27,13.09,0.00,1.27,0.125
최선호,19, LF,0.120,5,0,20.0,8,8,0,0,100.0,3.60,1.22,0.05,0.02,,,,,,1.29,10.92,-0.06,1.23,0.126
김상수,19, 2B,0.120,121,117,993.0,573,235,328,10,98.3,5.10,-2.70,,-0.14,-1.23,,,,,-4.07,-4.54,5.29,1.22,-0.398
김호재,19, 2B,0.119,9,2,29.0,15,7,8,0,100.0,4.66,0.76,,0.04,0.30,,,,,1.09,5.62,0.12,1.21,0.107
강한울,22, 2B,0.116,27,12,120.1,59,15,44,0,100.0,4.41,-0.09,,0.14,0.55,,,,,0.61,0.93,0.58,1.19,0.059
윤정빈,23, LF,0.115,8,1,23.0,5,5,0,0,100.0,1.96,1.26,-0.09,0.04,,,,,,1.22,6.28,-0.03,1.19,0.118
이성곤,19, RF,0.113,5,4,31.0,12,11,1,0,100.0,3.48,0.66,0.58,0.05,,,,,,1.29,14.25,-0.13,1.16,0.126
이해승,22, SS,0.110,38,26,245.1,119,38,73,8,93.3,4.07,-0.33,,-0.08,-0.45,,,,,-0.85,-2.68,1.98,1.13,-0.083
이성규,23, 1B,0.110,20,8,77.2,71,68,3,0,100.0,8.23,1.50,,0.18,,0.05,,,,1.73,2.29,-0.60,1.13,0.168
조민성,23, 1B,0.109,8,6,44.0,50,47,3,0,100.0,10.23,1.39,,0.10,,,,,,1.49,14.26,-0.36,1.13,0.144
김호재,23, SS,0.108,3,0,6.0,4,1,3,0,100.0,6.00,1.08,,0.02,,,,,,1.10,2.10,0.02,1.12,0.106
김성윤,23, LF,0.107,33,10,132.1,38,37,1,0,100.0,2.58,1.26,0.17,0.24,,,,,,1.68,2.39,-0.57,1.11,0.162
윤정빈,22, RF,0.106,5,0,8.0,3,3,0,0,100.0,3.38,1.01,0.08,0.01,,,,,,1.11,12.26,-0.02,1.09,0.108
김지찬,20, CF,0.105,3,3,26.0,6,6,0,0,100.0,2.08,0.98,0.18,0.03,,,,,,1.19,1.27,0.00,1.19,0.105
구자욱,23, LF,0.104,22,22,182.0,55,53,2,0,100.0,2.72,1.65,0.07,0.34,,,,,,2.06,2.49,-0.98,1.08,0.199
박승규,22, LF,0.102,8,0,13.2,3,3,0,0,100.0,1.98,1.04,0.00,0.02,,,,,,1.06,2.46,-0.02,1.04,0.104
박계범,19, 3B,0.098,16,11,99.2,30,11,17,2,93.3,2.53,1.23,,0.09,-0.31,,,,,1.01,2.50,0.00,1.01,0.098
김호재,23, 2B,0.095,20,9,84.0,47,25,22,0,100.0,5.04,-0.48,,0.30,0.81,,,,,0.63,1.21,0.35,0.98,0.061
최선호,19, RF,0.094,6,0,7.0,4,4,0,0,100.0,5.14,1.27,-0.31,0.01,,,,,,0.97,8.21,-0.01,0.96,0.095
박찬도,19, LF,0.091,4,0,11.2,1,1,0,0,100.0,0.77,0.95,0.01,0.01,,,,,,0.96,4.62,-0.03,0.93,0.094
김동진,23, 3B,0.090,7,4,31.0,10,3,7,0,100.0,2.90,1.30,,0.10,-0.47,,,,,0.93,3.05,0.00,0.93,0.090
박찬도,20, RF,0.090,16,8,75.0,21,21,0,0,100.0,2.52,1.35,-0.14,0.10,,,,,,1.31,3.69,-0.29,1.02,0.115
류지혁,23, 2B,0.089,11,6,56.0,31,13,18,0,100.0,4.98,0.65,,0.20,-0.22,,,,,0.63,0.68,0.29,0.92,0.061
김동진,23, SS,0.088,7,4,35.1,17,7,8,2,88.2,3.82,-0.40,,0.12,0.89,,,,,0.61,1.99,0.30,0.91,0.059
류승민,24, RF,0.085,4,0,7.0,3,3,0,0,100.0,3.86,0.88,0.01,0.02,,,,,,0.92,26.38,-0.02,0.90,0.087
이성규,24, LF,0.085,5,2,21.0,9,9,0,0,100.0,3.86,1.41,-0.44,0.02,,,,,,1.00,2.39,-0.10,0.90,0.094
김호재,22, 3B,0.084,8,1,20.0,7,1,6,0,100.0,3.15,0.74,,0.02,0.11,,,,,0.86,5.92,0.00,0.86,0.084
백승민,20, 1B,0.083,5,3,23.0,29,26,3,0,100.0,11.35,1.12,,0.02,,,,,,1.14,23.43,-0.20,0.94,0.100
강한울,20, 3B,0.081,11,6,58.1,21,2,18,1,95.2,3.09,0.54,,0.04,0.21,0.12,,,,0.91,3.87,0.00,0.91,0.081
최영진,22, 1B,0.079,14,5,56.0,48,44,4,0,100.0,7.71,0.98,,0.04,,0.27,,,,1.29,4.32,-0.48,0.81,0.126
김재혁,22, CF,0.078,3,0,6.0,5,4,1,0,100.0,7.50,0.17,0.62,0.01,,,,,,0.79,7.62,0.00,0.79,0.078
김성윤,22, RF,0.077,9,2,25.0,9,8,0,1,88.9,2.88,1.87,-0.56,-0.44,,,,,,0.87,2.62,-0.08,0.79,0.085
송준석,19, LF,0.075,12,8,62.0,13,13,0,0,100.0,1.89,0.68,0.32,0.06,,,,,,1.06,5.87,-0.29,0.77,0.104
박승규,22, RF,0.074,17,5,59.0,11,11,0,0,100.0,1.68,1.04,-0.17,0.10,,,,,,0.97,2.25,-0.21,0.76,0.095
이성규,22, LF,0.073,1,0,2.0,2,2,0,0,100.0,9.00,0.75,0.01,0.00,,,,,,0.76,8.40,-0.01,0.75,0.074
김성표,20, CF,0.072,10,0,16.0,6,6,0,0,100.0,3.38,1.03,-0.23,0.02,,,,,,0.81,7.79,0.00,0.81,0.072
강한울,23, SS,0.071,3,1,11.0,6,2,4,0,100.0,4.91,0.59,,0.04,,,,,,0.63,1.26,0.10,0.73,0.061
김성윤,21, RF,0.069,8,1,23.0,8,7,0,1,87.5,2.74,1.20,0.07,-0.47,,,,,,0.80,3.85,-0.08,0.72,0.077
김현준,21, RF,0.064,6,0,9.2,5,5,0,0,100.0,4.66,0.61,0.07,0.01,,,,,,0.69,7.65,-0.02,0.67,0.066
강준서,23, CF,0.062,6,2,21.2,6,6,0,0,100.0,2.49,0.68,-0.07,0.03,,,,,,0.64,9.20,0.00,0.64,0.062
김태훈,23, 1B,0.062,5,1,12.0,17,15,2,0,100.0,12.75,1.45,,0.03,,-0.80,,,,0.68,8.84,-0.04,0.64,0.065
박승규,21, RF,0.061,5,0,10.0,1,1,0,0,100.0,0.90,0.48,0.17,0.01,,,,,,0.66,1.61,-0.02,0.64,0.063
박승규,19, LF,0.061,4,1,10.0,2,2,0,0,100.0,1.80,0.53,0.11,0.01,,,,,,0.65,6.68,-0.03,0.62,0.064
윤정빈,23, CF,0.060,4,3,17.0,5,5,0,0,100.0,2.65,0.47,0.13,0.02,,,,,,0.62,3.21,0.00,0.62,0.060
이성곤,20, 1B,0.060,24,15,120.1,117,107,8,2,98.3,8.60,2.37,,-0.41,,-0.14,,,,1.82,4.22,-1.14,0.68,0.160
김민수,21, C,0.056,46,19,201.1,192,176,13,3,98.4,8.45,-0.15,,-0.85,,-0.04,1.42,-2.82,1.01,-1.43,-4.37,2.02,0.59,-0.136
구자욱,24, LF,0.054,49,48,386.1,101,99,2,0,100.0,2.35,3.27,-1.05,0.45,,,,,,2.66,6.39,-2.09,0.57,0.252
윤정빈,22, LF,0.052,3,0,5.0,2,2,0,0,100.0,3.60,0.28,0.27,0.01,,,,,,0.55,6.12,-0.02,0.53,0.054
김성윤,20, RF,0.050,2,0,5.0,1,1,0,0,100.0,1.80,0.29,0.31,0.01,,,,,,0.60,9.64,-0.03,0.57,0.053
김재상,23, 3B,0.047,4,1,13.0,4,2,2,0,100.0,2.77,0.44,,0.04,,,,,,0.48,4.09,0.00,0.48,0.047
김상수,22, SS,0.046,47,37,326.1,182,79,98,5,97.3,4.88,-0.41,,-0.43,-1.79,,,,,-2.63,-5.26,3.10,0.47,-0.257
이태훈,22, 1B,0.044,3,1,10.0,9,8,1,0,100.0,8.10,0.52,,0.01,,,,,,0.53,7.61,-0.08,0.45,0.052
김성훈,19, SS,0.039,11,3,50.1,28,14,13,1,96.4,4.83,0.51,,0.07,-0.59,,,,,-0.01,-0.01,0.40,0.39,0.000
김재혁,24, 1B,0.038,4,4,31.0,25,21,4,0,100.0,7.26,0.69,,0.07,,0.02,,,,0.79,5.39,-0.38,0.41,0.075
송준석,23, LF,0.038,2,1,3.0,1,1,0,0,100.0,3.00,0.29,0.11,0.01,,,,,,0.41,8.40,-0.02,0.39,0.040
박해민,19, 1B,0.037,4,1,15.1,12,8,4,0,100.0,7.04,0.49,,0.01,,0.03,,,,0.54,0.54,-0.16,0.38,0.053
이성곤,21, 1B,0.035,2,1,5.0,8,7,1,0,100.0,14.40,0.40,,0.00,,,,,,0.40,0.93,-0.04,0.36,0.038
구자욱,20, RF,0.034,48,48,390.0,94,91,2,1,98.9,2.15,2.52,-0.07,0.02,,,,,,2.47,3.01,-2.08,0.39,0.218
김현준,23, RF,0.032,1,1,8.0,2,2,0,0,100.0,2.25,0.58,-0.22,0.02,,,,,,0.37,0.48,-0.04,0.33,0.035
공민규,23, 1B,0.031,10,1,28.1,33,33,0,0,100.0,10.48,0.46,,0.06,,,,,,0.52,3.42,-0.20,0.32,0.051
김재상,24, 3B,0.031,2,0,3.0,1,0,1,0,100.0,3.00,0.31,,0.01,,,,,,0.32,1.33,0.00,0.32,0.031
이재현,22, 3B,0.029,28,19,156.0,46,7,36,3,93.5,2.48,-0.78,,0.13,0.55,0.39,,,,0.30,0.57,0.00,0.30,0.029
송준석,19, CF,0.029,5,1,12.0,4,4,0,0,100.0,3.00,0.27,0.01,0.02,,,,,,0.29,1.63,0.00,0.29,0.029
피렐라,22, RF,0.029,3,0,5.0,0,0,0,0,,0.00,0.03,0.27,0.01,,,,,,0.30,0.31,-0.01,0.29,0.030
살라디노,20, SS,0.027,6,6,46.0,30,9,19,2,93.3,5.48,0.23,,-0.45,0.11,,,,,-0.11,-0.36,0.42,0.31,-0.010
류지혁,24, 2B,0.027,27,22,169.1,66,30,33,3,95.5,3.35,-0.16,,-0.41,0.00,,,,,-0.56,-1.84,0.85,0.29,-0.053
윌리엄슨,19, CF,0.024,2,2,16.0,6,6,0,0,100.0,3.38,0.12,0.10,0.02,,,,,,0.24,0.88,0.00,0.24,0.024
이성규,20, 1B,0.024,76,42,435.1,408,368,35,5,98.8,8.33,3.53,,0.39,,0.07,,,,3.99,5.86,-3.72,0.27,0.352
김호재,21, 2B,0.023,6,0,12.1,4,0,4,0,100.0,2.92,0.19,,0.02,,,,,,0.21,0.35,0.03,0.24,0.020
이성규,19, 2B,0.022,1,1,8.0,10,1,8,1,90.0,10.13,0.18,,0.01,,,,,,0.19,1.69,0.04,0.23,0.018
김성훈,19, 3B,0.022,14,2,36.0,11,3,7,1,90.9,2.50,0.19,,0.03,,,,,,0.23,0.50,0.00,0.23,0.022
김민수,20, C,0.022,17,7,68.0,59,54,5,0,100.0,7.81,-0.04,,0.22,,0.09,-0.35,0.20,-0.51,-0.38,-3.19,0.62,0.25,-0.033
박찬도,20, LF,0.022,31,18,170.0,40,39,1,0,100.0,2.12,0.85,-0.11,0.22,,,,,,0.96,2.72,-0.72,0.24,0.085
김재현,19, 2B,0.021,2,1,8.0,2,0,2,0,100.0,2.25,0.19,,0.01,,,,,,0.20,4.74,0.02,0.22,0.019
강한울,23, 2B,0.021,11,7,63.2,33,12,20,1,97.0,4.52,0.60,,-0.27,-0.41,,,,,-0.08,-0.15,0.29,0.21,-0.007
이성규,20, SS,0.020,2,0,5.0,1,0,1,0,100.0,1.80,0.18,,0.01,,,,,,0.19,0.28,0.04,0.23,0.017
이해승,23, 3B,0.020,5,0,10.1,6,3,3,0,100.0,5.23,0.07,,0.03,,0.10,,,,0.20,3.26,0.00,0.20,0.020
윤정빈,22, 1B,0.020,3,0,6.0,4,4,0,0,100.0,6.00,0.22,,0.00,,,,,,0.22,2.46,-0.02,0.20,0.022
조민성,22, 1B,0.019,10,3,31.0,34,31,2,1,97.1,9.58,0.35,,0.02,,,,,,0.37,4.45,-0.18,0.19,0.036
김현준,21, LF,0.019,4,0,6.0,2,2,0,0,100.0,3.00,0.55,-0.35,0.01,,,,,,0.20,2.26,-0.01,0.19,0.020
김상수,21, 2B,0.017,130,125,1039.0,612,241,359,12,98.0,5.20,-2.13,,-1.18,-1.42,,,,,-4.73,-5.16,4.91,0.18,-0.453
류승민,23, LF,0.016,3,0,3.0,0,0,0,0,,0.00,0.00,0.17,0.01,,,,,,0.18,1.08,-0.01,0.17,0.017
김헌곤,24, RF,0.015,23,18,143.0,38,38,0,0,100.0,2.39,0.44,-0.06,0.44,,,,,,0.83,2.38,-0.67,0.16,0.078
김성윤,23, CF,0.012,28,12,141.0,45,45,0,0,100.0,2.87,0.29,-0.35,0.19,,,,,,0.13,0.18,0.00,0.13,0.012
이성규,20, 2B,0.012,1,0,3.0,1,1,0,0,100.0,3.00,0.12,,0.00,,,,,,0.12,0.18,0.02,0.14,0.011
이해승,22, 3B,0.012,6,1,14.0,7,1,5,1,85.7,3.86,0.49,,-0.47,0.11,,,,,0.12,0.39,0.00,0.12,0.012
공민규,24, 1B,0.011,2,0,5.0,7,5,2,0,100.0,12.60,0.13,,0.01,,,,,,0.14,1.81,-0.02,0.12,0.013
이해승,23, SS,0.011,3,1,8.0,1,0,1,0,100.0,1.13,0.27,,0.03,-0.22,,,,,0.07,1.11,0.04,0.11,0.007
류지혁,24, 3B,0.010,19,15,139.1,39,17,20,2,94.9,2.39,0.45,,0.02,-0.31,-0.06,,,,0.10,0.34,0.00,0.10,0.010
이원석,23, 1B,0.010,5,4,28.0,27,23,4,0,100.0,8.68,0.25,,0.06,,0.05,,,,0.36,0.59,-0.26,0.10,0.035
김성윤,24, CF,0.009,21,6,83.1,26,26,0,0,100.0,2.81,0.44,-0.49,0.14,,,,,,0.10,0.49,0.00,0.10,0.009
김호진,24, SS,0.007,4,1,14.0,1,1,0,0,100.0,0.64,-0.10,,0.05,,,,,,-0.05,-0.48,0.12,0.07,-0.005
권정웅,21, C,0.004,2,1,3.0,2,2,0,0,100.0,6.00,,,0.01,,,,0.01,0.00,0.02,1.42,0.02,0.04,0.002
이학주,19, 1B,0.003,1,0,3.0,4,4,0,0,100.0,12.00,0.07,,0.00,,,,,,0.07,0.09,-0.04,0.03,0.007
안주형,22, SS,0.002,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.01,0.02,0.02,0.000
김호진,24, 2B,0.002,1,0,2.0,1,1,0,0,100.0,4.50,-0.01,,0.01,,,,,,0.00,-0.02,0.02,0.02,0.000
김재혁,24, RF,0.001,8,2,18.0,3,3,0,0,100.0,1.50,-0.11,0.13,0.06,,,,,,0.07,0.51,-0.06,0.01,0.007
오선진,21, 2B,0.001,2,0,3.0,2,1,1,0,100.0,6.00,,,0.00,,,,,,0.00,0.02,0.01,0.01,0.000
김지찬,21, 3B,0.001,5,4,33.0,12,0,11,1,91.7,3.00,0.40,,0.02,-0.52,0.10,,,,0.01,0.01,0.00,0.01,0.001
김응민,19, C,0.000,8,2,29.1,25,24,1,0,100.0,7.67,-0.07,,0.09,,,,-0.61,0.30,-0.28,-5.11,0.29,0.00,-0.028
이상민,23, P,0.000,23,0,18.0,3,1,2,0,100.0,1.50,,,,,,,,,0.00,0.00,0.00,0.00,0.000
김성표,22, LF,-0.001,2,0,2.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.02,-0.01,-0.01,0.000
김헌곤,23, RF,-0.001,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.04,-0.01,-0.01,0.000
이해승,22, 1B,-0.001,1,0,2.0,4,4,0,0,100.0,18.00,0.01,,0.00,,,,,,0.01,0.03,-0.02,-0.01,0.001
김응민,21, C,-0.001,1,1,7.0,4,4,0,0,100.0,5.14,0.00,,0.02,,,0.00,0.12,-0.20,-0.06,-8.69,0.05,-0.01,-0.006
박승규,20, LF,-0.001,3,0,5.0,0,0,0,0,,0.00,0.00,,0.01,,,,,,0.01,0.01,-0.02,-0.01,0.001
박계범,20, 1B,-0.002,2,0,3.0,1,1,0,0,100.0,3.00,0.00,,0.00,,,,,,0.00,0.00,-0.02,-0.02,0.000
박승규,19, RF,-0.002,5,0,19.0,2,2,0,0,100.0,0.95,0.13,-0.12,0.03,,,,,,0.05,0.50,-0.07,-0.02,0.005
김민수,23, C,-0.003,2,0,3.0,3,3,0,0,100.0,9.00,0.00,,0.01,,,-0.19,0.06,0.07,-0.05,-3.62,0.02,-0.03,-0.005
