이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
허일,19, 1B,-0.037,5,1,15.1,16,14,2,0,100.0,9.39,-0.29,,0.01,,,,,,-0.28,-0.56,-0.10,-0.38,-0.027
이학주,23, SS,-0.037,53,16,178.1,91,30,56,5,94.5,4.34,-0.47,,-0.40,-0.76,,,,,-1.63,-2.25,1.24,-0.39,-0.158
신윤후,23, LF,-0.039,17,5,60.0,15,13,0,2,86.7,1.95,0.67,0.01,-0.88,,,,,,-0.20,-1.03,-0.20,-0.40,-0.019
추재현,21, LF,-0.039,29,20,177.0,39,35,3,1,97.4,1.93,1.42,-0.65,-0.34,,,,,,0.43,0.65,-0.84,-0.41,0.041
윤동희,24, CF,-0.040,45,42,366.0,105,103,1,1,99.0,2.56,-1.15,0.61,0.12,,,,,,-0.42,-1.05,0.00,-0.42,-0.040
김민수,23, 2B,-0.041,1,0,2.0,1,0,1,0,100.0,4.50,-0.44,,0.01,,,,,,-0.43,-2.47,0.01,-0.42,-0.041
추재현,22, 1B,-0.041,1,1,9.0,7,7,0,0,100.0,7.00,-0.34,,0.01,,,,,,-0.34,-1.47,-0.08,-0.42,-0.033
문규현,19, SS,-0.042,14,3,34.0,19,6,12,1,94.7,4.76,-0.82,,0.05,0.08,,,,,-0.69,-2.50,0.26,-0.43,-0.068
손성빈,21, C,-0.046,12,3,37.2,36,33,3,0,100.0,8.60,0.00,,0.12,,,-0.12,-0.76,-0.13,-0.89,-6.41,0.41,-0.48,-0.085
한동희,20, 1B,-0.047,31,11,130.0,143,136,6,1,99.3,9.83,0.36,,0.12,,0.06,,,,0.53,0.56,-1.06,-0.53,0.047
박승욱,22, SS,-0.048,64,49,419.2,203,81,113,9,95.6,4.16,-3.81,,-0.27,0.03,,,,,-4.05,-5.83,3.56,-0.49,-0.395
정훈,19, 2B,-0.048,1,0,2.0,2,1,0,1,50.0,4.50,-0.02,,-0.49,,,,,,-0.51,-0.84,0.02,-0.49,-0.050
이학주,23, 3B,-0.049,53,13,162.2,54,16,35,3,94.4,2.82,0.81,,-0.95,-0.45,0.09,,,,-0.50,-0.70,0.00,-0.50,-0.049
정보근,21, C,-0.049,11,7,54.0,48,41,6,1,97.9,7.83,-0.05,,-0.32,,-0.04,0.00,-1.07,0.49,-0.99,-13.02,0.48,-0.51,-0.095
고승민,24, 1B,-0.051,4,0,9.0,10,9,1,0,100.0,10.00,-0.48,,0.02,,,,,,-0.46,-1.61,-0.08,-0.54,-0.044
전병우,19, 2B,-0.053,4,2,16.1,6,1,4,1,83.3,2.76,-0.64,,0.02,,,,,,-0.62,-3.06,0.08,-0.54,-0.060
김동한,19, 2B,-0.053,22,14,124.0,67,26,39,2,97.0,4.72,-0.94,,-0.33,0.17,,,,,-1.09,-3.74,0.55,-0.54,-0.107
김민수,21, 1B,-0.056,22,9,96.1,104,94,10,0,100.0,9.72,0.08,,0.08,,0.07,,,,0.23,0.40,-0.82,-0.59,0.022
장두성,22, CF,-0.057,36,3,93.1,19,19,0,0,100.0,1.83,-0.22,-0.49,0.13,,,,,,-0.58,-1.58,0.00,-0.58,-0.057
장두성,24, LF,-0.058,5,1,15.0,3,3,0,0,100.0,1.80,-0.58,,0.02,,,,,,-0.56,-3.36,-0.05,-0.61,-0.053
강로한,21, CF,-0.058,14,6,68.2,28,27,0,1,96.4,3.54,-0.54,-0.14,0.07,,,,,,-0.61,-4.18,0.00,-0.61,-0.058
렉스,22, 1B,-0.058,1,1,5.0,5,5,0,0,100.0,9.00,-0.54,,0.00,,,,,,-0.54,-1.38,-0.06,-0.60,-0.053
김재유,21, RF,-0.060,5,1,16.0,3,3,0,0,100.0,1.69,-0.89,0.30,0.02,,,,,,-0.57,-0.94,-0.06,-0.63,-0.055
노진혁,24, SS,-0.062,15,11,80.2,38,17,19,2,94.7,4.02,-1.44,,0.32,-0.32,,,,,-1.45,-7.73,0.80,-0.65,-0.137
배성근,19, 2B,-0.062,14,5,61.0,37,16,20,1,97.3,5.31,-1.52,,0.08,0.56,,,,,-0.88,-3.51,0.24,-0.64,-0.086
배영빈,23, 2B,-0.064,5,0,6.0,3,1,1,1,66.7,3.00,-0.69,,0.02,,,,,,-0.67,-5.39,0.01,-0.66,-0.065
나승엽,21, 3B,-0.068,21,13,110.0,24,7,16,1,95.8,1.88,-1.04,,0.08,0.34,-0.09,,,,-0.71,-1.70,0.00,-0.71,-0.068
전준우,20, LF,-0.070,139,136,1154.2,288,274,9,5,98.3,2.21,7.29,-0.94,-1.09,,,,,,5.26,5.30,-6.06,-0.80,0.464
신용수,22, RF,-0.071,24,10,95.0,14,14,0,0,100.0,1.33,-0.23,-0.30,0.17,,,,,,-0.36,-1.04,-0.37,-0.73,-0.035
김민수,23, 1B,-0.072,9,6,48.0,40,39,1,0,100.0,7.50,-0.47,,0.11,,,,,,-0.36,-2.10,-0.38,-0.74,-0.035
허일,19, CF,-0.077,15,13,96.0,19,18,0,1,94.7,1.69,-0.64,0.22,-0.37,,,,,,-0.79,-1.60,0.00,-0.79,-0.077
김민석,24, CF,-0.078,3,3,23.1,10,10,0,0,100.0,3.86,-0.56,-0.31,0.04,,,,,,-0.82,-4.75,0.00,-0.82,-0.078
정훈,20, 1B,-0.081,52,42,373.2,374,342,31,1,99.7,8.98,2.55,,0.33,,0.06,,,,2.95,3.82,-3.86,-0.91,0.260
허일,19, LF,-0.082,8,3,27.0,6,6,0,0,100.0,2.00,-0.81,0.08,0.03,,,,,,-0.71,-1.43,-0.13,-0.84,-0.069
고승민,24, 2B,-0.082,27,23,197.1,98,34,63,1,99.0,4.42,-1.40,,0.68,-1.16,,,,,-1.88,-6.61,1.02,-0.86,-0.179
박승욱,23, 1B,-0.082,2,0,2.0,1,1,0,0,100.0,4.50,-0.83,,0.00,,,,,,-0.83,-0.97,-0.02,-0.85,-0.080
윌슨,19, 2B,-0.086,4,2,15.2,11,5,6,0,100.0,6.32,-0.85,,0.02,-0.12,,,,,-0.94,-2.00,0.06,-0.88,-0.092
김문호,19, LF,-0.088,8,3,30.0,9,9,0,0,100.0,2.70,-1.01,0.19,0.03,,,,,,-0.79,-2.23,-0.11,-0.90,-0.077
윤동희,24, RF,-0.089,12,12,91.1,21,21,0,0,100.0,2.07,-0.80,0.09,0.28,,,,,,-0.43,-1.07,-0.51,-0.94,-0.040
신용수,21, 3B,-0.090,2,1,8.0,5,2,2,1,80.0,4.50,-0.55,,0.01,-0.39,,,,,-0.94,-1.91,0.00,-0.94,-0.090
김민수,23, 3B,-0.090,11,8,69.0,19,5,12,2,89.5,2.22,-0.61,,-0.27,-0.15,0.10,,,,-0.93,-5.36,0.00,-0.93,-0.090
조세진,22, RF,-0.093,23,16,143.1,29,27,1,1,96.6,1.76,-0.83,0.69,-0.23,,,,,,-0.36,-1.34,-0.59,-0.95,-0.035
배성근,22, 2B,-0.093,19,7,84.1,46,15,30,1,97.8,4.80,-0.56,,-0.39,-0.32,,,,,-1.26,-8.23,0.30,-0.96,-0.123
민병헌,19, RF,-0.096,5,2,24.0,7,7,0,0,100.0,2.63,-0.42,-0.49,0.04,,,,,,-0.87,-1.24,-0.11,-0.98,-0.085
김동혁,24, CF,-0.098,7,0,12.0,4,3,0,1,75.0,2.25,-0.08,-0.48,-0.48,,,,,,-1.03,-13.50,0.00,-1.03,-0.098
배성근,21, 2B,-0.098,26,7,92.0,59,25,31,3,94.9,5.48,-0.16,,-0.38,-0.80,,,,,-1.34,-2.48,0.32,-1.02,-0.129
강로한,20, CF,-0.101,9,2,34.0,7,6,0,1,85.7,1.59,-0.38,-0.28,-0.48,,,,,,-1.14,-10.28,0.00,-1.14,-0.101
윤동희,23, LF,-0.101,8,2,23.1,4,4,0,0,100.0,1.54,-1.12,0.11,0.04,,,,,,-0.97,-1.30,-0.08,-1.05,-0.094
장두성,21, RF,-0.102,3,1,12.0,1,1,0,0,100.0,0.75,-1.18,0.13,0.02,,,,,,-1.03,-3.45,-0.03,-1.06,-0.099
최항,24, 1B,-0.103,7,1,15.1,9,9,0,0,100.0,5.28,-1.00,,0.03,,,,,,-0.96,-3.96,-0.12,-1.08,-0.091
김재유,21, LF,-0.103,9,1,22.0,9,8,0,1,88.9,3.27,-1.09,0.06,0.02,,,,,,-1.01,-1.67,-0.07,-1.08,-0.097
구드럼,23, LF,-0.104,1,1,6.0,0,0,0,0,,0.00,-1.05,,0.01,,,,,,-1.04,-2.99,-0.04,-1.08,-0.101
구드럼,23, RF,-0.110,1,1,5.0,3,3,0,0,100.0,5.40,-0.79,-0.32,0.01,,,,,,-1.11,-3.19,-0.03,-1.14,-0.107
고승민,23, LF,-0.111,2,2,14.0,3,3,0,0,100.0,1.93,-0.74,-0.35,0.03,,,,,,-1.06,-1.62,-0.09,-1.15,-0.103
김동한,20, RF,-0.112,2,0,2.0,2,0,0,2,0.0,0.00,-0.08,-0.15,-1.03,,,,,,-1.25,-2.20,-0.01,-1.26,-0.111
이정훈,23, 1B,-0.123,3,2,17.0,18,15,3,0,100.0,9.53,-1.18,,0.04,,0.05,,,,-1.09,-2.65,-0.18,-1.27,-0.105
구드럼,23, 3B,-0.123,38,29,274.0,80,21,51,8,90.0,2.36,-1.27,,-0.59,0.47,0.12,,,,-1.27,-3.66,0.00,-1.27,-0.123
이대호,22, 1B,-0.128,8,7,62.2,69,58,11,0,100.0,9.91,-0.80,,0.05,,0.15,,,,-0.61,-0.62,-0.70,-1.31,-0.060
나승엽,24, 1B,-0.128,35,33,281.0,305,280,22,3,99.0,9.67,0.96,,0.62,,-0.24,,,,1.35,5.24,-2.70,-1.35,0.128
이병규,21, 1B,-0.129,3,2,17.0,17,17,0,0,100.0,9.00,-1.16,,0.01,,,,,,-1.15,-5.69,-0.20,-1.35,-0.110
강로한,19, 3B,-0.134,27,23,183.1,60,18,39,3,95.0,2.80,-0.57,,0.16,-0.86,-0.11,,,,-1.37,-1.90,0.00,-1.37,-0.134
배성근,19, SS,-0.135,5,2,18.2,10,2,8,0,100.0,4.82,-1.06,,0.03,-0.49,,,,,-1.52,-6.07,0.14,-1.38,-0.149
정대선,23, 2B,-0.139,18,11,101.0,40,14,26,0,100.0,3.56,-1.55,,0.36,-0.68,,,,,-1.86,-14.13,0.43,-1.43,-0.181
배성근,21, 3B,-0.140,7,0,8.1,1,0,1,0,100.0,1.08,-1.47,,0.01,,,,,,-1.46,-2.69,0.00,-1.46,-0.140
한태양,22, SS,-0.146,29,19,162.0,84,29,50,5,94.0,4.39,-4.87,,0.27,1.87,,,,,-2.73,-10.36,1.24,-1.49,-0.267
최민재,21, LF,-0.150,8,3,37.0,4,4,0,0,100.0,0.97,-1.59,0.12,0.03,,,,,,-1.44,-9.86,-0.13,-1.57,-0.138
허일,19, RF,-0.151,9,2,25.0,3,3,0,0,100.0,1.08,-1.06,-0.44,0.04,,,,,,-1.46,-2.95,-0.09,-1.55,-0.143
오윤석,20, 3B,-0.159,8,8,57.0,9,2,6,1,88.9,1.26,-1.98,,0.03,0.14,,,,,-1.80,-4.12,0.00,-1.80,-0.159
전준우,23, 1B,-0.163,3,3,26.2,30,27,2,1,96.7,9.79,-1.11,,0.06,,-0.38,,,,-1.43,-1.49,-0.26,-1.69,-0.138
오윤석,20, 2B,-0.167,31,27,224.1,113,52,57,4,96.5,4.37,-2.85,,0.21,-0.43,,,,,-3.07,-7.01,1.17,-1.90,-0.270
한동희,19, 1B,-0.169,10,6,54.2,52,46,5,1,98.1,8.40,-1.28,,0.05,,,,,,-1.22,-2.98,-0.50,-1.72,-0.120
이학주,23, 2B,-0.170,4,1,9.0,8,5,2,1,87.5,7.00,-1.81,,0.03,,,,,,-1.77,-2.46,0.02,-1.75,-0.172
구드럼,23, 2B,-0.173,1,1,8.0,4,2,1,1,75.0,3.38,-1.36,,-0.47,,,,,,-1.83,-5.27,0.04,-1.79,-0.177
박승욱,24, SS,-0.176,30,20,173.1,93,22,64,7,92.5,4.47,-3.57,,-1.31,1.48,,,,,-3.40,-8.44,1.54,-1.86,-0.322
노진혁,24, 1B,-0.177,3,2,17.0,17,15,1,1,94.1,8.47,-1.27,,-0.46,,,,,,-1.73,-9.23,-0.14,-1.87,-0.164
채태인,19, 1B,-0.178,53,45,342.1,364,338,25,1,99.7,9.54,1.13,,0.33,,,,,,1.46,3.57,-3.28,-1.82,0.143
황성빈,24, CF,-0.178,16,14,106.0,16,16,0,0,100.0,1.36,-1.59,-0.47,0.18,,,,,,-1.88,-6.01,0.00,-1.88,-0.178
이대호,19, 1B,-0.184,21,20,147.2,158,140,17,1,99.4,9.57,-0.49,,0.14,,0.03,,,,-0.32,-0.34,-1.56,-1.88,-0.031
이호연,22, SS,-0.189,9,5,42.0,25,8,17,0,100.0,5.36,-2.70,,0.07,0.33,,,,,-2.30,-3.76,0.36,-1.94,-0.224
윤동희,22, 1B,-0.194,4,4,28.0,36,32,3,1,97.2,11.25,-1.89,,0.02,,0.15,,,,-1.72,-61.99,-0.26,-1.98,-0.168
이정훈,23, LF,-0.203,11,9,63.0,19,18,0,1,94.7,2.57,-0.67,-0.73,-0.38,,,,,,-1.78,-4.34,-0.32,-2.10,-0.172
렉스,23, LF,-0.204,18,17,134.0,31,30,1,0,100.0,2.08,-1.73,0.11,0.25,,,,,,-1.38,-3.60,-0.73,-2.11,-0.133
이병규,20, 1B,-0.217,33,32,236.2,235,223,10,2,99.1,8.86,0.23,,0.21,,-0.44,,,,0.00,-0.01,-2.46,-2.46,0.000
정훈,19, RF,-0.217,8,0,15.0,1,1,0,0,100.0,0.60,-2.01,-0.19,0.03,,,,,,-2.18,-3.57,-0.04,-2.22,-0.213
안중열,22, C,-0.223,31,20,186.2,172,151,17,4,97.7,8.10,0.26,,-1.37,,0.43,0.06,-1.17,-2.35,-4.13,-18.03,1.85,-2.28,-0.403
정훈,21, CF,-0.228,18,16,124.1,18,17,1,0,100.0,1.30,-2.94,0.43,0.13,,,,,,-2.38,-2.54,0.00,-2.38,-0.228
고승민,19, 2B,-0.229,29,19,185.0,116,49,65,2,98.3,5.55,-2.88,,0.25,-0.59,,,,,-3.21,-15.43,0.87,-2.34,-0.315
김민수,22, 2B,-0.234,18,14,109.0,60,24,34,2,96.7,4.79,-3.31,,0.13,0.31,,,,,-2.88,-7.27,0.48,-2.40,-0.281
피터스,22, CF,-0.235,75,72,630.2,144,140,2,2,98.6,2.03,-2.50,-0.30,0.39,,,,,,-2.40,-4.07,0.00,-2.40,-0.235
렉스,23, RF,-0.255,23,23,189.1,33,31,0,2,93.9,1.47,-1.08,0.05,-0.62,,,,,,-1.65,-4.31,-0.99,-2.64,-0.159
김민수,19, 3B,-0.258,11,10,89.0,23,9,13,1,95.7,2.22,-2.46,,0.08,-0.37,0.12,,,,-2.63,-34.49,0.00,-2.63,-0.258
손호영,24, SS,-0.259,6,4,39.0,18,8,9,1,94.4,3.92,-3.03,,0.15,-0.23,,,,,-3.11,-13.16,0.38,-2.73,-0.295
배성근,21, SS,-0.266,34,14,162.1,74,36,34,4,94.6,3.88,-1.68,,0.26,-2.76,,,,,-4.18,-7.72,1.40,-2.78,-0.400
렉스,22, RF,-0.266,29,17,171.0,22,22,0,0,100.0,1.16,-1.39,-0.76,0.30,,,,,,-1.85,-4.75,-0.88,-2.73,-0.180
신용수,21, RF,-0.268,13,2,32.0,3,3,0,0,100.0,0.84,-2.22,-0.50,0.04,,,,,,-2.68,-5.44,-0.12,-2.80,-0.257
전준우,24, LF,-0.271,18,18,149.1,43,41,1,1,97.7,2.53,-2.35,0.57,-0.32,,,,,,-2.10,-7.58,-0.75,-2.85,-0.200
추재현,22, RF,-0.274,16,13,115.0,18,17,0,1,94.4,1.33,-2.43,0.39,-0.28,,,,,,-2.32,-10.13,-0.48,-2.80,-0.227
윤동희,23, CF,-0.275,14,8,69.1,23,22,0,1,95.7,2.86,-2.25,-0.19,-0.40,,,,,,-2.84,-3.83,0.00,-2.84,-0.275
신용수,19, SS,-0.277,11,2,36.0,17,4,9,4,76.5,3.25,-2.79,,0.05,-0.29,,,,,-3.03,-25.70,0.20,-2.83,-0.297
오윤석,21, 1B,-0.287,16,10,92.0,92,84,7,1,98.9,8.90,-2.21,,0.08,,,,,,-2.14,-3.17,-0.86,-3.00,-0.204
김재유,21, CF,-0.294,55,38,339.1,94,88,3,3,96.8,2.41,-2.38,-0.05,-0.65,,,,,,-3.08,-5.09,0.00,-3.08,-0.294
한동희,24, 3B,-0.295,6,6,32.1,10,1,7,2,80.0,2.23,-2.09,,-0.87,-0.41,0.26,,,,-3.11,-31.99,0.00,-3.11,-0.295
안치홍,22, 1B,-0.295,40,24,235.0,245,225,19,1,99.6,9.34,-1.28,,0.18,,0.38,,,,-0.73,-0.79,-2.30,-3.03,-0.071
김민수,21, 2B,-0.300,35,23,205.1,114,51,60,3,97.4,4.87,-5.74,,0.26,1.41,,,,,-4.07,-7.14,0.93,-3.14,-0.389
전준우,22, 1B,-0.303,12,9,71.1,58,54,4,0,100.0,7.32,-2.21,,0.05,,-0.25,,,,-2.41,-2.89,-0.70,-3.11,-0.235
이호연,22, 2B,-0.340,20,10,114.0,62,24,36,2,96.8,4.74,-3.44,,0.13,-0.68,,,,,-3.99,-6.53,0.51,-3.48,-0.389
레이예스,24, RF,-0.341,40,40,331.2,69,66,0,3,95.7,1.79,-1.45,0.07,-0.46,,,,,,-1.84,-4.42,-1.75,-3.59,-0.175
박승욱,23, 3B,-0.351,39,22,190.2,39,8,29,2,94.9,1.75,-3.21,,-0.36,-0.15,0.09,,,,-3.63,-4.25,0.00,-3.63,-0.351
이학주,22, SS,-0.362,86,68,616.0,331,119,200,12,96.4,4.66,-6.24,,-0.43,-2.16,,,,,-8.83,-13.97,5.12,-3.71,-0.862
구드럼,23, SS,-0.371,14,13,90.0,43,13,26,4,90.7,3.90,-4.66,,-0.20,0.10,,,,,-4.76,-13.70,0.92,-3.84,-0.460
이학주,24, SS,-0.377,36,25,228.1,103,37,64,2,98.1,3.98,-5.10,,0.40,-1.27,,,,,-5.97,-23.23,2.00,-3.97,-0.566
전준우,23, LF,-0.383,44,40,309.1,77,74,2,1,98.7,2.21,-2.15,-0.26,0.08,,,,,,-2.33,-2.43,-1.62,-3.95,-0.226
배성근,19, 3B,-0.388,12,3,33.1,5,2,1,2,60.0,0.81,-3.99,,0.03,,,,,,-3.96,-15.86,0.00,-3.96,-0.388
정훈,22, 1B,-0.393,77,74,614.2,606,561,43,2,99.7,8.84,2.09,,-0.02,,0.21,,,,2.28,3.61,-6.30,-4.02,0.223
박승욱,24, 3B,-0.393,25,11,118.2,29,9,19,1,96.6,2.12,-5.54,,0.44,0.59,0.37,,,,-4.14,-10.29,0.00,-4.14,-0.393
김문호,19, CF,-0.396,18,12,99.1,20,19,0,1,95.0,1.72,-3.50,-0.18,-0.37,,,,,,-4.05,-11.43,0.00,-4.05,-0.396
장두성,21, CF,-0.430,35,7,100.0,16,15,0,1,93.8,1.35,-4.25,0.15,-0.40,,,,,,-4.49,-15.04,0.00,-4.49,-0.430
허일,20, RF,-0.430,16,6,66.1,8,8,0,0,100.0,1.09,-3.77,-0.92,0.09,,,,,,-4.60,-11.03,-0.28,-4.88,-0.405
한동희,19, 3B,-0.435,45,40,346.1,112,29,75,8,92.9,2.70,-4.55,,0.31,-0.32,0.11,,,,-4.45,-10.86,0.00,-4.45,-0.435
손아섭,20, RF,-0.444,126,123,1056.2,239,234,4,1,99.6,2.03,-0.39,0.02,0.93,,,,,,0.56,0.57,-5.60,-5.04,0.050
이대호,21, 1B,-0.450,18,15,118.1,118,107,9,2,98.3,8.82,-3.13,,-0.40,,0.07,,,,-3.47,-4.38,-1.24,-4.71,-0.331
이주찬,24, 3B,-0.504,10,5,46.1,16,3,9,4,75.0,2.33,-3.90,,-0.82,-0.60,,,,,-5.32,-54.71,0.00,-5.32,-0.504
안치홍,23, 1B,-0.519,34,22,211.0,214,201,11,2,99.1,9.04,-3.34,,-0.01,,0.05,,,,-3.30,-3.93,-2.06,-5.36,-0.320
민병헌,21, CF,-0.520,12,11,88.1,17,17,0,0,100.0,1.73,-4.63,-0.90,0.09,,,,,,-5.44,-55.91,0.00,-5.44,-0.520
정훈,24, 1B,-0.529,26,24,206.0,205,185,18,2,99.0,8.87,-3.58,,-0.04,,0.10,,,,-3.52,-13.34,-2.06,-5.58,-0.334
윌슨,19, 3B,-0.533,51,48,415.0,109,35,70,4,96.3,2.28,-6.84,,0.37,1.14,-0.12,,,,-5.45,-11.53,0.00,-5.45,-0.533
정훈,21, 1B,-0.536,100,94,796.2,791,746,44,1,99.9,8.92,2.51,,0.16,,-0.09,,,,2.58,2.75,-8.18,-5.60,0.247
황성빈,22, LF,-0.600,36,21,207.1,44,42,0,2,95.5,1.82,-3.37,-1.17,-0.66,,,,,,-5.20,-7.34,-0.95,-6.15,-0.508
고승민,23, 1B,-0.606,62,54,449.2,429,390,37,2,99.5,8.55,-2.39,,0.53,,0.10,,,,-1.76,-2.69,-4.50,-6.26,-0.170
김준태,19, C,-0.665,42,26,236.0,231,216,13,2,99.1,8.73,0.25,,-0.28,,0.01,-1.30,-3.38,-4.57,-9.26,-31.02,2.47,-6.79,-0.907
민병헌,20, CF,-0.682,97,69,641.2,166,164,2,0,100.0,2.33,-8.67,0.25,0.70,,,,,,-7.73,-10.21,0.00,-7.73,-0.682
신용수,21, CF,-0.682,39,24,212.0,48,46,1,1,97.9,2.00,-6.47,-0.38,-0.28,,,,,,-7.13,-14.47,0.00,-7.13,-0.682
정훈,20, CF,-0.682,52,49,394.1,99,95,3,1,99.0,2.24,-7.06,-0.59,-0.09,,,,,,-7.74,-10.04,0.00,-7.74,-0.682
한동희,23, 1B,-0.692,22,10,107.2,107,99,5,3,97.2,8.69,-6.01,,-0.25,,0.05,,,,-6.20,-8.27,-0.94,-7.14,-0.601
강로한,19, SS,-0.694,52,28,261.2,135,45,78,12,91.1,4.23,-11.35,,0.36,1.76,,,,,-9.23,-12.78,2.14,-7.09,-0.903
안치홍,21, 2B,-0.716,110,108,908.2,476,176,290,10,97.9,4.62,-11.64,,0.15,-0.69,,,,,-12.18,-14.74,4.69,-7.49,-1.165
한동희,23, 3B,-0.814,77,72,574.0,148,43,96,9,93.9,2.18,-10.17,,1.39,0.29,0.09,,,,-8.40,-11.20,0.00,-8.40,-0.814
민병헌,19, CF,-0.881,97,90,775.0,201,194,5,2,99.0,2.31,-9.39,-0.10,0.49,,,,,,-9.00,-12.83,0.00,-9.00,-0.881
안치홍,22, 2B,-0.952,105,102,825.0,443,170,262,11,97.5,4.71,-15.90,,0.96,0.86,,,,,-14.08,-15.36,4.33,-9.75,-1.374
안치홍,20, 2B,-0.956,114,106,913.0,501,179,308,14,97.2,4.80,-15.93,,0.33,0.36,,,,,-15.24,-17.70,4.40,-10.84,-1.344
한동희,22, 3B,-0.983,117,112,975.0,250,54,177,19,92.4,2.13,-9.97,,0.36,-0.42,-0.04,,,,-10.07,-11.24,0.00,-10.07,-0.983
황성빈,22, CF,-0.991,54,49,388.2,100,94,1,5,95.0,2.20,-9.35,0.59,-1.39,,,,,,-10.15,-14.32,0.00,-10.15,-0.991
손아섭,21, RF,-0.997,134,131,1118.0,232,222,5,5,97.8,1.83,-3.44,-0.11,-0.95,,,,,,-4.50,-4.66,-5.93,-10.43,-0.430
오윤석,19, 1B,-1.064,55,26,291.0,257,231,23,3,98.8,7.86,-8.20,,-0.21,,0.14,,,,-8.27,-15.67,-2.60,-10.87,-0.809
전준우,19, LF,-1.327,134,133,1148.0,244,233,7,4,98.4,1.88,-5.39,-1.96,-0.37,,,,,,-7.73,-7.89,-5.83,-13.56,-0.756
정훈,23, 1B,-1.411,65,47,410.1,372,344,23,5,98.7,8.05,-10.70,,0.44,,-0.29,,,,-10.56,-19.00,-4.02,-14.58,-1.022
전준우,21, LF,-1.450,116,116,969.0,239,233,6,0,100.0,2.22,-9.80,-1.06,0.88,,,,,,-9.98,-9.98,-5.18,-15.16,-0.954
김민석,23, CF,-1.567,125,107,933.2,247,243,3,1,99.6,2.37,-16.78,-0.17,0.77,,,,,,-16.19,-18.07,0.00,-16.19,-1.567
전준우,22, LF,-1.671,104,99,854.0,166,162,2,2,98.8,1.73,-12.08,-0.95,0.32,,,,,,-12.71,-15.26,-4.40,-17.11,-1.241
구승민,22, P,,72,0,62.0,8,2,6,0,100.0,1.16,,,,,,,,,0.00,,,,0.000
나균안,22, P,,39,13,117.2,23,8,13,2,91.3,1.61,,,,,,,,,0.00,,,,0.000
오현택,19, P,,15,0,12.2,3,1,2,0,100.0,2.13,,,,,,,,,0.00,0.00,,,0.000
신용수,20, 3B,,1,0,0.1,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,,,0.000
최영환,19, P,,14,0,19.2,5,4,1,0,100.0,2.29,,,,,,,,,0.00,0.00,,,0.000
신용수,19, C,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,-0.47,-0.08,-0.54,-4.58,,,-0.053
김원중,21, P,,61,0,62.2,8,2,5,1,87.5,1.01,,,,,,,,,0.00,0.00,,,0.000
김동혁,23, CF,,2,0,2.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.03,,,0.000
신윤후,24, CF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.02,,,0.000
나균안,21, P,,23,7,46.1,8,0,8,0,100.0,1.55,,,,,,,,,0.00,0.00,,,0.000
정훈,19, LF,,1,0,2.0,0,0,0,0,,0.00,-0.63,-0.33,0.00,,,,,,-0.96,-1.57,,,-0.094
구승민,20, P,,57,0,60.1,4,2,2,0,100.0,0.60,,,,,,,,,0.00,0.00,,,0.000
이대호,22, P,,1,0,0.1,1,0,1,0,100.0,27.00,,,,,,,,,0.00,0.00,,,0.000
고효준,20, P,,22,0,15.2,4,2,2,0,100.0,2.30,,,,,,,,,0.00,,,,0.000
강윤구,21, P,,20,0,14.0,3,0,2,1,66.7,1.29,,,,,,,,,0.00,0.00,,,0.000
강윤구,22, P,,29,0,21.1,2,0,2,0,100.0,0.84,,,,,,,,,0.00,0.00,,,0.000
이인복,21, P,,25,8,61.1,12,5,7,0,100.0,1.76,,,,,,,,,0.00,0.00,,,0.000
이선우,24, CF,,1,0,2.0,1,1,0,0,100.0,4.50,-0.31,0.02,0.00,,,,,,-0.29,-41.63,,,-0.027
문경찬,22, P,,38,0,40.1,5,1,4,0,100.0,1.12,,,,,,,,,0.00,0.00,,,0.000
김대우,20, P,,46,1,49.1,11,4,6,1,90.9,1.82,,,,,,,,,0.00,0.00,,,0.000
김건국,20, P,,32,0,31.2,7,5,1,1,85.7,1.71,,,,,,,,,0.00,,,,0.000
박시영,19, P,,42,6,61.2,8,4,4,0,100.0,1.17,,,,,,,,,0.00,0.00,,,0.000
정성종,19, P,,32,0,49.2,12,6,5,1,91.7,1.99,,,,,,,,,0.00,0.00,,,0.000
구승민,19, P,,41,0,36.0,4,2,1,1,75.0,0.75,,,,,,,,,0.00,0.00,,,0.000
오현택,21, P,,20,0,16.1,4,2,2,0,100.0,2.20,,,,,,,,,0.00,0.00,,,0.000
황진수,19, 2B,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.03,,,0.000
레일리,19, P,,30,30,181.0,47,16,28,3,93.6,2.19,,,,,,,,,0.00,,,,0.000
김상수,23, P,,65,0,52.0,8,2,5,1,87.5,1.21,,,,,,,,,0.00,0.00,,,0.000
김원중,22, P,,43,0,43.0,5,3,2,0,100.0,1.05,,,,,,,,,0.00,0.00,,,0.000
