이름,연도,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
스트레일리,23, P,1.78,16,16,0,0,0,0,3,5,0,0,80.1,39,43,41.80,364,82,8,1,6,37,10,0,70,4,0,4,4.37,4.82,4.68,4.45,4.37,1.48
샘슨,20, P,1.69,25,25,0,0,0,0,9,12,0,0,130.0,78,87,81.50,590,167,25,1,14,36,6,0,87,7,2,8,5.40,6.02,5.64,5.42,4.61,1.56
김상수,23, P,1.58,67,0,67,7,0,0,4,2,1,18,52.0,18,22,18.55,218,45,7,1,1,21,3,0,36,5,0,1,3.12,3.81,3.21,3.17,3.78,1.27
최준용,23, P,1.55,47,0,47,4,0,0,2,3,0,14,47.2,13,15,15.35,210,50,6,0,2,18,1,1,40,2,0,1,2.45,2.83,2.90,2.83,3.42,1.43
박시영,19, P,1.44,43,6,37,5,0,0,1,1,0,4,61.2,29,30,27.95,262,51,10,1,5,27,4,0,60,1,0,7,4.23,4.38,4.08,3.97,3.90,1.26
다익손,19, P,1.38,17,16,1,1,0,0,3,8,0,0,83.2,46,52,49.25,369,99,10,1,8,22,4,1,59,5,1,3,4.95,5.59,5.30,5.15,4.15,1.45
구승민,21, P,1.38,68,0,68,7,0,0,6,5,0,20,62.1,30,30,30.00,262,47,7,2,5,31,4,0,65,1,1,4,4.33,4.33,4.33,4.09,3.86,1.25
김원중,23, P,1.36,63,0,63,47,0,0,5,6,30,0,63.2,21,24,29.50,265,51,5,3,2,25,5,3,82,1,0,3,2.97,3.39,4.17,4.01,2.37,1.19
박세웅,24, P,1.35,12,12,0,0,0,0,5,4,0,0,67.0,36,43,41.60,298,78,16,0,4,20,5,0,44,7,0,2,4.84,5.78,5.59,5.35,4.39,1.46
서준원,19, P,1.34,33,16,17,2,0,0,4,11,0,0,97.0,59,61,59.50,443,117,25,1,10,38,11,0,60,4,1,1,5.47,5.66,5.52,5.17,5.06,1.60
서준원,20, P,1.31,31,20,11,1,0,0,7,6,0,0,107.2,62,71,68.30,480,130,18,0,16,31,5,1,60,9,0,3,5.18,5.93,5.71,5.47,5.38,1.50
최준용,22, P,1.28,68,0,68,30,0,0,3,4,14,6,71.0,32,35,36.85,303,63,13,0,10,20,6,3,80,5,0,4,4.06,4.44,4.67,4.44,3.69,1.17
스파크맨,22, P,1.25,19,19,0,0,0,0,2,4,0,0,84.2,50,55,51.50,386,97,14,1,6,43,4,1,89,8,0,5,5.31,5.85,5.47,5.28,3.68,1.65
이인복,21, P,1.24,25,8,17,9,0,0,3,0,0,1,61.1,28,31,34.05,271,75,17,3,5,14,5,1,45,3,0,0,4.11,4.55,5.00,4.87,3.81,1.45
심재민,23, P,1.24,29,6,23,6,1,0,3,1,0,6,45.2,15,18,19.80,202,49,5,0,2,16,1,1,28,4,0,1,2.96,3.55,3.90,3.77,3.92,1.42
김원중,24, P,1.23,22,0,22,18,0,0,0,2,11,0,24.2,7,7,7.70,104,18,2,0,2,14,1,3,25,0,0,0,2.55,2.55,2.81,2.70,4.23,1.30
구승민,20, P,1.22,57,0,57,3,0,0,5,2,0,20,60.1,24,25,28.95,238,40,9,0,8,26,0,2,58,2,0,1,3.58,3.73,4.32,4.08,4.45,1.09
박세웅,19, P,1.20,12,12,0,0,0,0,3,6,0,0,60.0,28,33,33.00,263,66,12,3,3,23,0,0,44,3,0,4,4.20,4.95,4.95,4.77,3.76,1.48
톰슨,19, P,1.17,11,11,0,1,1,1,2,3,0,0,62.2,33,35,35.00,267,54,8,1,4,23,5,0,60,3,0,8,4.74,5.03,5.03,5.04,3.56,1.23
서준원,22, P,1.14,33,4,29,6,0,0,3,3,0,2,60.0,32,32,30.05,265,65,10,1,3,23,5,0,45,4,0,2,4.80,4.80,4.51,4.26,3.95,1.47
김원중,20, P,0.98,58,0,58,47,0,0,5,4,25,0,59.1,26,29,31.05,249,52,14,1,8,23,0,5,57,1,0,1,3.94,4.40,4.71,4.50,4.19,1.26
한현희,24, P,0.98,19,1,18,5,0,0,2,0,0,1,26.2,9,10,9.30,108,22,1,0,1,6,4,0,19,3,0,0,3.04,3.38,3.14,2.97,4.00,1.05
김도규,22, P,0.96,55,0,55,11,0,0,4,4,3,8,51.0,21,26,24.80,218,48,8,1,2,19,4,2,45,2,0,3,3.71,4.59,4.38,4.34,3.38,1.31
한현희,23, P,0.95,38,18,20,3,0,0,6,12,0,3,104.0,63,69,65.60,476,123,20,4,11,44,11,1,74,3,0,6,5.45,5.97,5.68,5.53,4.97,1.61
김대우,20, P,0.92,46,1,45,16,0,0,0,1,0,0,49.1,17,22,24.85,216,48,11,0,1,26,2,1,43,2,1,5,3.10,4.01,4.53,4.21,3.82,1.50
김건국,19, P,0.91,37,5,32,3,0,0,3,3,0,3,66.2,33,34,34.65,293,73,8,1,5,27,6,0,43,1,0,3,4.46,4.59,4.68,4.67,4.62,1.50
구승민,23, P,0.90,67,0,67,8,0,0,2,6,3,22,63.2,28,32,32.85,289,65,8,0,4,29,5,0,66,2,0,2,3.96,4.52,4.64,4.53,3.66,1.48
손승락,19, P,0.88,53,0,53,23,0,0,4,3,9,2,52.2,23,27,26.15,233,55,9,1,3,19,3,3,44,5,0,2,3.93,4.61,4.47,4.35,3.58,1.41
오현택,20, P,0.76,48,0,48,10,0,0,3,1,0,7,36.0,15,15,15.30,152,37,6,1,5,8,2,1,17,1,0,1,3.75,3.75,3.83,3.81,5.24,1.25
이승헌,21, P,0.73,16,12,4,2,0,0,0,3,0,0,57.2,37,39,36.25,278,65,10,0,2,43,7,0,31,3,1,11,5.77,6.09,5.66,5.30,5.52,1.87
김상수,24, P,0.72,32,0,32,4,0,0,2,0,1,8,33.2,12,12,17.20,139,27,3,1,2,10,2,0,23,1,1,3,3.21,3.21,4.60,4.43,4.27,1.10
김진욱,24, P,0.67,3,3,0,0,0,0,1,0,0,0,14.2,6,6,4.80,61,10,1,0,2,7,0,0,8,1,0,1,3.68,3.68,2.95,2.79,5.91,1.16
고효준,19, P,0.66,75,0,75,13,0,0,2,7,0,15,62.1,33,34,35.95,280,58,13,1,6,36,3,6,72,4,0,11,4.76,4.91,5.19,5.02,3.81,1.51
김건국,20, P,0.65,32,0,32,5,0,0,3,2,0,1,31.2,14,14,14.70,139,30,5,2,2,9,3,0,31,4,0,4,3.98,3.98,4.18,3.93,3.47,1.23
김원중,22, P,0.63,43,0,43,27,0,0,2,3,17,2,43.0,19,21,22.35,187,40,10,1,4,16,0,3,60,4,0,3,3.98,4.40,4.68,4.53,2.41,1.30
김원중,19, P,0.63,28,17,11,5,0,0,5,10,0,1,102.1,64,75,71.40,485,127,21,1,13,47,6,1,93,8,0,6,5.63,6.60,6.28,6.13,4.65,1.70
이승헌,20, P,0.60,8,8,0,0,0,0,3,2,0,0,36.2,19,25,21.70,157,34,2,1,1,11,2,1,34,3,1,2,4.66,6.14,5.33,5.01,3.02,1.23
박진형,19, P,0.50,41,0,41,19,0,0,2,1,5,5,40.1,18,19,22.30,169,40,3,0,6,11,0,3,40,1,0,5,4.02,4.24,4.98,4.81,3.87,1.26
전미르,24, P,0.41,33,0,33,5,0,0,1,5,1,5,31.1,20,26,19.80,145,30,10,0,2,20,1,2,31,4,0,3,5.74,7.47,5.69,5.26,4.43,1.60
이인복,20, P,0.38,47,1,46,9,0,0,1,4,0,2,45.1,20,22,26.30,199,57,9,0,2,12,1,1,21,3,0,2,3.97,4.37,5.22,5.03,4.18,1.52
최준용,20, P,0.32,31,0,31,9,0,0,0,2,0,8,29.2,16,16,16.05,130,31,7,1,3,11,2,4,26,0,0,3,4.85,4.85,4.87,4.79,3.95,1.42
김진욱,22, P,0.31,14,12,2,1,0,0,2,5,0,0,46.2,33,36,33.25,227,43,8,1,3,35,8,1,52,1,0,4,6.36,6.94,6.41,6.26,4.55,1.67
김진욱,21, P,0.26,39,5,34,2,0,0,4,6,0,8,45.2,32,32,33.35,227,42,9,0,3,49,3,3,45,0,0,15,6.31,6.31,6.57,6.10,5.62,1.99
석상호,23, P,0.26,5,0,5,2,0,0,0,0,0,0,5.1,0,0,0.00,22,4,1,0,0,2,0,0,6,1,0,1,0.00,0.00,0.00,0.00,2.20,1.13
최영환,21, P,0.24,20,7,13,3,0,0,1,2,0,0,40.2,28,30,28.65,181,45,10,0,4,24,2,0,28,0,0,4,6.20,6.64,6.34,6.17,5.20,1.70
임준섭,24, P,0.22,21,0,21,2,0,0,0,0,0,2,10.1,7,7,4.95,48,9,1,0,0,10,2,0,3,0,0,0,6.10,6.10,4.31,4.09,7.04,1.84
김도규,21, P,0.22,43,0,43,7,0,0,2,1,0,5,42.0,27,28,26.35,182,41,5,1,3,22,0,1,39,1,0,2,5.79,6.00,5.65,5.49,3.92,1.50
김도규,23, P,0.21,36,0,36,14,0,0,0,3,1,1,29.2,15,16,17.20,132,29,5,0,1,13,1,0,26,3,0,6,4.55,4.85,5.22,4.96,3.52,1.42
김현수,19, P,0.21,6,0,6,2,0,0,0,1,0,0,6.1,1,2,1.50,24,3,1,0,0,1,0,0,4,1,0,1,1.42,2.84,2.13,2.12,2.72,0.63
이민석,24, P,0.20,3,3,0,0,0,0,0,0,0,0,9.2,6,6,5.65,45,9,1,2,1,7,1,0,9,1,0,0,5.59,5.59,5.26,5.09,5.64,1.66
진명호,21, P,0.20,33,0,33,3,0,0,2,2,0,3,24.1,13,14,15.50,107,20,5,0,3,14,2,0,24,1,0,1,4.81,5.18,5.73,5.45,4.81,1.40
진해수,24, P,0.19,8,0,8,0,0,0,0,0,0,1,4.1,1,1,1.50,17,3,1,0,0,2,0,1,2,0,0,0,2.08,2.08,3.12,2.85,4.45,1.15
이진하,23, P,0.18,9,0,9,1,0,0,0,0,0,0,8.0,3,3,2.50,31,4,3,0,0,3,1,0,2,1,0,1,3.38,3.38,2.81,2.88,4.77,0.88
김유영,20, P,0.17,12,0,12,5,0,0,0,0,0,0,7.1,4,4,3.35,31,4,0,0,0,7,0,2,5,0,0,1,4.91,4.91,4.11,4.19,5.25,1.50
박진형,20, P,0.15,53,0,53,3,0,0,1,4,0,17,42.2,27,27,27.85,194,56,15,2,7,13,4,2,50,0,0,3,5.70,5.70,5.87,5.69,4.18,1.62
김대우,21, P,0.15,39,0,39,4,0,0,2,2,0,9,35.1,20,22,23.20,160,32,7,0,4,24,4,0,31,3,0,5,5.09,5.60,5.91,5.61,5.38,1.58
정성종,23, P,0.15,12,3,9,2,0,0,0,1,0,1,22.0,13,14,13.50,98,21,5,0,1,15,1,1,10,0,0,1,5.32,5.73,5.52,5.16,5.37,1.64
조무근,19, P,0.14,8,0,8,4,0,0,0,0,0,0,9.2,2,2,4.40,43,6,2,1,0,5,3,0,5,2,0,0,1.86,1.86,4.10,4.18,5.08,1.14
박진형,24, P,0.12,6,0,6,0,0,0,0,0,0,0,5.2,3,3,2.65,22,6,1,0,0,1,1,0,3,0,0,0,4.76,4.76,4.21,4.09,3.94,1.24
한승혁,20, P,0.12,9,0,9,1,0,0,1,0,0,0,7.0,4,4,3.50,31,8,1,0,0,4,0,0,3,0,0,0,5.14,5.14,4.50,4.31,4.70,1.71
최준용,24, P,0.09,27,0,27,4,0,0,1,2,0,3,21.2,13,13,15.55,105,28,2,1,2,14,1,1,12,1,0,1,5.40,5.40,6.46,5.98,5.89,1.94
이민석,23, P,0.09,1,0,1,0,0,0,0,0,0,0,1.1,0,0,0.00,5,0,0,0,0,1,0,0,1,0,0,0,0.00,0.00,0.00,0.00,4.30,0.75
배성근,21, SS,0.09,2,0,2,1,0,0,0,0,0,0,2.0,0,0,0.00,9,2,0,0,0,1,0,0,1,0,0,0,0.00,0.00,0.00,0.00,4.07,1.50
박선우,21, P,0.08,1,0,1,0,0,0,0,0,0,0,2.0,0,0,0.00,9,1,0,0,0,0,2,0,1,0,0,0,0.00,0.00,0.00,0.00,5.62,0.50
최이준,24, P,0.08,18,0,18,8,0,0,3,0,0,0,20.0,10,10,14.95,94,26,4,1,1,12,1,0,13,0,0,1,4.50,4.50,6.73,6.51,5.15,1.90
진명호,20, P,0.08,37,0,37,7,0,0,0,1,0,2,31.1,25,25,23.30,146,29,5,1,3,22,2,0,32,2,0,1,7.18,7.18,6.69,6.49,4.96,1.63
김창훈,23, P,0.07,3,0,3,1,0,0,0,0,0,0,4.1,1,1,1.70,17,5,0,1,0,1,0,0,1,0,0,0,2.08,2.08,3.53,3.32,3.99,1.38
송승준,19, P,0.07,11,1,10,2,0,0,0,1,0,0,14.1,7,7,8.90,64,16,3,0,2,6,0,0,13,0,0,0,4.40,4.40,5.59,5.23,4.50,1.53
정성종,19, P,0.07,32,0,32,14,0,0,1,1,0,0,49.2,30,33,34.90,231,64,10,1,6,24,4,3,24,2,0,4,5.44,5.98,6.32,6.12,5.66,1.77
김강현,23, P,0.06,2,0,2,1,0,0,0,0,0,0,3.0,1,1,1.00,13,1,0,0,0,2,1,0,0,0,0,0,3.00,3.00,3.00,2.79,6.95,1.00
정우준,24, P,0.06,5,0,5,4,0,0,0,0,0,0,5.0,2,2,2.70,21,5,1,0,1,2,0,0,3,0,0,0,3.60,3.60,4.86,4.67,6.29,1.40
고효준,20, P,0.06,24,0,24,6,0,0,1,0,0,0,15.2,10,10,12.30,77,14,3,0,3,11,3,0,11,2,0,1,5.74,5.74,7.07,6.83,7.29,1.60
나균안,21, P,0.05,23,7,16,3,0,0,1,2,1,1,46.1,33,36,35.45,223,62,13,0,4,24,0,0,27,5,1,1,6.41,6.99,6.89,6.53,4.94,1.86
박진,24, P,0.05,8,0,8,3,0,0,0,2,0,0,5.2,5,5,4.15,27,10,2,0,1,1,0,0,2,0,0,0,7.94,7.94,6.59,6.10,5.93,1.94
홍성민,19, P,0.05,12,0,12,5,0,0,0,0,0,1,12.2,6,6,7.90,57,17,4,0,0,0,1,0,7,2,0,2,4.26,4.26,5.61,5.63,2.67,1.34
현도훈,24, P,0.05,2,0,2,2,0,0,0,0,0,0,3.0,1,1,1.70,12,2,0,1,0,1,0,0,3,0,0,0,3.00,3.00,5.10,4.62,2.70,1.00
강윤구,22, P,0.04,29,0,29,6,0,0,0,0,0,0,21.1,13,17,15.30,97,25,6,1,0,6,1,0,27,2,0,0,5.48,7.17,6.45,6.24,1.64,1.45
차재용,19, P,0.04,9,0,9,4,0,0,0,0,0,0,9.2,4,6,6.20,47,9,2,0,0,8,0,1,7,2,0,1,3.72,5.59,5.77,5.42,4.56,1.76
김건국,21, P,0.03,13,0,13,0,0,0,0,0,0,0,22.0,16,16,15.30,104,27,8,0,3,14,0,0,17,1,0,2,6.55,6.55,6.26,6.12,5.43,1.86
이인복,24, P,0.02,7,5,2,1,0,0,0,2,0,0,30.0,28,28,29.05,143,45,12,0,8,11,2,0,19,1,0,4,8.40,8.40,8.72,8.30,7.10,1.87
최이준,23, P,0.02,28,0,28,9,0,0,1,0,0,1,29.0,22,22,20.15,143,37,11,3,1,21,0,1,20,0,0,4,6.83,6.83,6.25,6.10,4.78,2.00
김창훈,22, P,0.01,1,0,1,0,0,0,0,0,0,0,1.2,1,1,1.00,8,3,1,0,0,0,0,0,2,0,0,0,5.40,5.40,5.40,5.02,0.78,1.80
강동호,21, P,0.00,1,0,1,1,0,0,0,0,0,0,1.1,1,1,1.00,7,1,1,0,0,1,1,0,1,0,0,1,6.75,6.75,6.75,6.07,6.54,1.50
조무근,22, P,0.00,2,0,2,2,0,0,0,0,0,0,2.0,1,1,1.50,9,2,1,0,0,1,0,0,1,0,0,0,4.50,4.50,6.75,6.28,4.08,1.50
홍민기,24, P,0.00,3,1,2,0,0,0,0,0,0,0,3.2,5,7,5.15,24,8,3,0,0,1,2,0,2,2,0,3,12.27,17.18,12.64,11.80,5.34,2.45
진승현,23, P,-0.01,24,0,24,8,0,0,2,2,0,1,27.2,18,20,18.45,129,34,3,0,2,16,0,3,25,2,0,1,5.86,6.51,6.00,5.93,4.13,1.81
정성종,22, P,-0.01,5,0,5,4,0,0,0,0,0,0,4.1,2,4,4.00,21,4,1,0,0,4,0,0,5,1,0,0,4.15,8.31,8.31,7.73,3.76,1.85
장원삼,20, P,-0.01,13,4,9,4,0,0,0,3,0,0,34.0,29,32,29.40,160,49,8,0,6,10,3,1,15,1,0,0,7.68,8.47,7.78,7.31,6.09,1.74
김도규,24, P,-0.01,2,0,2,1,0,0,0,0,0,0,2.0,2,2,2.00,13,4,0,0,0,3,0,1,2,0,0,0,9.00,9.00,9.00,9.50,6.32,3.50
우강훈,23, P,-0.01,3,1,2,2,0,0,0,0,0,0,6.0,4,5,3.45,29,6,1,0,0,4,1,0,5,1,0,0,6.00,7.50,5.18,5.46,4.35,1.67
최영환,19, P,-0.01,15,0,15,5,0,0,0,0,0,0,19.2,14,15,15.85,88,21,8,0,1,9,1,0,20,1,1,3,6.41,6.86,7.25,6.91,3.45,1.53
정우준,21, P,-0.02,6,0,6,2,0,0,0,0,0,0,5.2,6,6,4.45,29,6,2,0,1,5,2,0,4,0,0,0,9.53,9.53,7.07,6.91,7.93,1.94
박재민,21, P,-0.03,5,0,5,2,0,0,0,0,0,0,2.2,5,5,3.65,13,3,1,0,1,2,0,0,2,0,0,0,16.88,16.88,12.32,11.13,8.68,1.88
박근홍,19, P,-0.03,24,0,24,3,0,0,1,0,0,1,17.2,12,13,14.50,83,16,0,0,5,17,1,1,11,2,0,1,6.11,6.62,7.39,6.92,8.60,1.87
장세진,23, P,-0.04,2,0,2,0,0,0,0,0,0,0,1.1,2,2,2.50,8,2,0,0,1,2,0,0,1,0,0,0,13.50,13.50,16.88,15.88,15.55,3.00
나원탁,21, P,-0.04,2,0,2,1,0,0,0,0,0,0,2.0,3,3,3.00,10,1,0,1,0,3,0,0,3,0,0,1,13.50,13.50,13.50,15.48,4.67,2.00
박진,23, P,-0.06,4,0,4,1,0,0,0,0,0,0,5.0,5,5,5.20,29,7,2,0,1,7,0,0,2,0,1,1,9.00,9.00,9.36,8.86,9.57,2.80
나원탁,22, P,-0.06,7,0,7,6,0,0,0,0,0,0,6.0,6,7,7.00,34,9,1,0,1,5,2,0,8,0,0,0,9.00,10.50,10.50,10.58,6.05,2.33
최영환,20, P,-0.06,6,1,5,2,0,0,0,1,0,0,10.0,7,11,9.95,53,19,3,0,4,3,1,0,7,2,0,1,6.30,9.90,8.95,8.17,8.25,2.20
김진욱,23, P,-0.07,49,0,49,2,0,0,2,1,0,8,36.1,26,27,25.70,177,37,6,1,4,29,2,0,35,1,0,3,6.44,6.69,6.37,6.25,5.40,1.82
김동우,21, P,-0.07,5,0,5,2,0,0,0,0,0,0,5.0,6,7,7.35,30,10,0,0,1,5,0,0,3,1,0,2,10.80,12.60,13.23,13.10,7.75,3.00
김대우,22, P,-0.07,10,0,10,3,0,0,0,0,0,1,10.0,5,5,8.30,43,6,2,1,0,8,0,0,8,0,0,4,4.50,4.50,7.47,7.20,4.26,1.40
최건,22, P,-0.08,5,0,5,1,0,0,0,0,0,0,2.1,6,8,6.45,20,7,3,0,0,6,0,0,3,0,0,0,23.14,30.86,24.88,23.65,8.54,5.57
이강준,22, P,-0.08,13,0,13,4,0,0,0,0,0,1,9.2,11,11,9.25,57,9,0,0,1,20,0,0,6,0,0,1,10.24,10.24,8.61,8.01,9.88,3.00
정태승,20, P,-0.08,1,0,1,0,0,0,0,0,0,0,1.2,4,4,4.50,11,4,1,0,1,2,0,0,1,0,0,0,21.60,21.60,24.30,21.53,13.36,3.60
정성종,21, P,-0.08,12,0,12,3,0,0,0,0,0,0,12.0,11,12,12.85,65,19,1,0,2,8,1,0,4,2,0,2,8.25,9.00,9.64,9.30,7.24,2.25
이강준,21, P,-0.09,11,0,11,0,0,0,0,0,0,0,5.2,6,7,6.10,34,7,1,0,1,9,2,0,4,0,0,2,9.53,11.12,9.69,8.79,10.12,2.82
송승준,20, P,-0.09,22,1,21,4,0,0,2,2,0,1,24.2,17,17,18.05,119,30,5,2,2,14,3,2,25,1,0,3,6.20,6.20,6.59,6.47,4.31,1.78
진명호,22, P,-0.09,16,0,16,4,0,0,0,0,0,0,16.1,11,12,12.90,80,23,4,0,1,9,2,0,11,1,0,1,6.06,6.61,7.11,7.10,4.92,1.96
신정락,23, P,-0.10,34,0,34,9,0,0,4,0,0,1,29.0,15,15,20.70,128,32,6,0,4,11,3,3,28,1,0,0,4.66,4.66,6.42,6.15,4.47,1.48
최영환,22, P,-0.11,1,1,0,0,0,0,0,1,0,0,2.2,6,6,5.50,18,8,2,0,0,1,1,0,1,0,0,0,20.25,20.25,18.56,17.27,5.17,3.38
최하늘,19, P,-0.11,2,1,1,0,0,0,0,1,0,0,2.0,6,6,5.65,13,4,0,0,2,2,1,0,1,0,0,0,27.00,27.00,25.42,26.39,19.11,3.00
진승현,22, P,-0.11,10,0,10,3,0,0,0,0,0,0,9.0,9,9,9.20,48,12,2,0,2,7,1,0,11,1,0,1,9.00,9.00,9.20,8.60,6.13,2.11
오현택,19, P,-0.12,15,0,15,4,0,0,1,0,0,0,12.2,7,9,10.20,56,15,1,0,6,2,1,1,8,1,0,0,4.97,6.39,7.25,6.66,8.36,1.34
이승헌,19, P,-0.12,1,1,0,0,0,0,0,1,0,0,2.0,7,7,6.50,16,7,5,1,0,3,1,0,0,0,0,0,31.50,31.50,29.25,28.87,10.01,5.00
강윤구,21, P,-0.12,21,0,21,1,0,0,0,1,0,3,14.0,11,11,12.85,67,16,3,0,2,12,1,1,12,0,0,0,7.07,7.07,8.26,7.48,5.98,2.00
오현택,21, P,-0.13,20,0,20,4,0,0,0,1,0,1,16.1,12,13,14.00,87,28,7,0,2,8,1,2,8,1,0,0,6.61,7.16,7.71,7.09,5.33,2.20
문경찬,22, P,-0.13,38,0,38,18,0,0,1,2,0,1,40.1,26,27,33.05,184,51,11,0,7,13,1,1,31,1,1,2,5.80,6.02,7.37,6.90,4.63,1.59
한승혁,21, P,-0.14,7,0,7,1,0,0,0,0,0,0,4.0,6,6,7.70,25,6,1,0,1,5,1,0,5,1,0,2,13.50,13.50,17.33,15.76,8.27,2.75
나균안,24, P,-0.15,11,11,0,0,0,0,1,7,0,0,49.0,45,48,45.75,253,77,11,0,9,31,3,0,48,1,0,6,8.27,8.82,8.40,8.29,6.06,2.20
이태연,23, P,-0.15,15,0,15,2,0,0,0,0,0,1,5.2,10,10,10.35,37,12,3,0,1,9,0,0,4,0,0,0,15.88,15.88,16.44,15.90,9.11,3.71
강동호,20, P,-0.17,7,0,7,4,0,0,1,0,0,0,11.0,9,9,9.85,51,13,1,0,3,6,0,0,8,0,0,0,7.36,7.36,8.06,7.59,7.11,1.73
김유영,21, P,-0.17,26,0,26,7,0,0,1,0,0,0,18.2,15,16,18.10,92,21,4,0,1,14,2,0,17,1,0,2,7.23,7.71,8.73,8.35,4.78,1.88
김창훈,21, P,-0.17,6,0,6,3,0,0,0,0,0,0,8.0,10,10,10.70,41,13,4,0,1,6,0,0,6,0,0,0,11.25,11.25,12.04,11.72,5.70,2.38
문경찬,23, P,-0.19,2,0,2,1,0,0,0,1,0,0,2.0,6,6,6.00,12,6,0,0,3,0,0,0,2,0,0,0,27.00,27.00,27.00,27.29,19.20,3.00
