이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
강민국,21, 2B,0.004,16,13,105.0,67,24,42,1,98.5,5.66,-1.10,,0.13,0.54,,,,,-0.43,-3.40,0.47,0.04,-0.041
정준영,24, CF,0.004,2,1,7.0,3,3,0,0,100.0,3.86,0.32,-0.30,0.01,,,,,,0.04,0.44,0.00,0.04,0.004
로하스,24, CF,0.002,6,2,27.0,12,11,1,0,100.0,4.00,-0.16,0.14,0.05,,,,,,0.02,0.05,0.00,0.02,0.002
문상준,22, 2B,0.001,1,0,3.0,1,1,0,0,100.0,3.00,0.00,,0.00,,,,,,0.00,0.23,0.01,0.01,0.000
김병희,20, 2B,0.001,4,1,13.2,9,2,6,1,88.9,5.27,-0.06,,0.01,,,,,,-0.05,-0.25,0.06,0.01,-0.004
조용호,20, CF,0.000,2,0,2.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,0.00,0.00,0.000
문상철,21, 3B,0.000,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,0.00,0.00,0.000
고영표,21, P,0.000,26,25,166.2,38,10,28,0,100.0,2.05,,,,,,,,,0.00,0.00,0.00,0.00,0.000
김재윤,19, P,0.000,43,0,47.2,6,1,5,0,100.0,1.13,,,,,,,,,0.00,0.00,0.00,0.00,0.000
안현민,24, LF,-0.001,2,0,4.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.21,-0.01,-0.01,0.000
김영환,19, SS,-0.001,1,1,8.0,3,2,1,0,100.0,3.38,0.06,,0.01,-0.14,,,,,-0.07,-0.78,0.06,-0.01,-0.007
김진곤,19, RF,-0.001,2,0,4.0,0,0,0,0,,0.00,,,0.01,,,,,,0.01,0.05,-0.02,-0.01,0.001
이호연,24, 1B,-0.001,1,0,2.0,4,4,0,0,100.0,18.00,0.00,,0.00,,,,,,0.00,0.04,-0.02,-0.02,0.000
강백호,19, LF,-0.002,1,0,4.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,-0.02,-0.02,0.000
오태곤,20, 1B,-0.002,1,0,1.0,1,1,0,0,100.0,9.00,,,0.00,,,,,,0.00,0.00,-0.02,-0.02,0.000
김병희,21, 1B,-0.002,2,0,3.0,2,2,0,0,100.0,6.00,0.00,,0.00,,,,,,0.00,0.01,-0.02,-0.02,0.000
양승혁,22, 3B,-0.002,1,0,2.0,0,0,0,0,,0.00,-0.02,,0.00,,,,,,-0.02,-0.26,0.00,-0.02,-0.002
황재균,22, 1B,-0.002,2,1,7.0,5,3,2,0,100.0,6.43,0.03,,0.01,,,,,,0.04,0.04,-0.06,-0.02,0.004
김병희,23, 2B,-0.005,1,0,2.0,0,0,0,0,,0.00,-0.07,,0.01,0.00,,,,,-0.07,-1.91,0.01,-0.06,-0.006
장준원,23, 2B,-0.006,6,0,12.0,5,2,3,0,100.0,3.75,-0.13,,0.04,,,,,,-0.09,-0.19,0.03,-0.06,-0.009
천성호,20, SS,-0.007,4,1,11.1,6,1,5,0,100.0,4.76,-0.12,,0.02,-0.10,,,,,-0.20,-0.44,0.12,-0.08,-0.018
권동진,22, 3B,-0.008,6,0,10.2,3,2,1,0,100.0,2.53,0.16,,0.01,-0.26,,,,,-0.08,-0.25,0.00,-0.08,-0.008
윤석민,19, 3B,-0.010,22,18,129.2,38,12,22,4,89.5,2.36,-0.10,,0.12,-0.23,0.12,,,,-0.10,-0.22,0.00,-0.10,-0.010
강백호,24, RF,-0.010,3,1,11.0,2,2,0,0,100.0,1.64,0.00,-0.05,0.03,,,,,,-0.02,-0.06,-0.08,-0.10,-0.002
김민혁,20, LF,-0.011,68,48,379.2,102,97,1,4,96.1,2.32,2.78,0.13,-1.06,,,,,,1.86,2.47,-1.98,-0.12,0.164
권동진,21, 2B,-0.014,39,5,96.1,53,21,29,3,94.3,4.67,-0.68,,0.12,0.12,,,,,-0.44,-0.74,0.29,-0.15,-0.042
송민섭,22, LF,-0.014,24,0,36.1,10,10,0,0,100.0,2.48,0.29,-0.42,0.05,,,,,,-0.08,-0.09,-0.07,-0.15,-0.008
이시원,23, LF,-0.014,7,0,17.1,4,4,0,0,100.0,2.08,-0.24,0.11,0.03,,,,,,-0.10,-0.49,-0.05,-0.15,-0.010
오태곤,20, CF,-0.016,1,0,1.0,0,0,0,0,,0.00,-0.18,,0.00,,,,,,-0.18,-0.28,0.00,-0.18,-0.016
조용호,20, RF,-0.018,31,23,192.2,44,44,0,0,100.0,2.06,0.91,-0.35,0.26,,,,,,0.83,0.91,-1.04,-0.21,0.073
오윤석,24, 3B,-0.020,6,1,15.0,2,0,2,0,100.0,1.20,-0.24,,0.06,,-0.02,,,,-0.21,-1.24,0.00,-0.21,-0.020
이시원,23, CF,-0.020,3,1,13.0,3,3,0,0,100.0,2.08,-0.03,-0.19,0.02,,,,,,-0.20,-1.02,0.00,-0.20,-0.020
윤석민,19, 1B,-0.021,31,20,179.0,190,179,10,1,99.5,9.50,1.38,,0.17,,-0.21,,,,1.34,3.07,-1.56,-0.22,0.131
문상인,23, C,-0.021,1,0,3.0,2,2,0,0,100.0,6.00,0.00,,0.01,,,,-0.30,0.05,-0.25,-35.40,0.02,-0.22,-0.024
문상인,20, C,-0.029,3,0,7.0,2,2,0,0,100.0,2.57,0.00,,0.02,,,,-0.13,-0.27,-0.38,-18.08,0.05,-0.33,-0.033
김민혁,21, LF,-0.032,38,31,225.2,48,48,0,0,100.0,1.91,1.31,-0.55,0.20,,,,,,0.96,1.85,-1.30,-0.34,0.092
문상철,23, RF,-0.032,2,1,7.2,4,4,0,0,100.0,4.70,-0.20,-0.12,0.02,,,,,,-0.31,-0.39,-0.03,-0.34,-0.030
김건형,24, RF,-0.033,9,8,57.0,18,18,0,0,100.0,2.84,-0.80,0.50,0.18,,,,,,-0.12,-1.98,-0.22,-0.34,-0.012
강백호,21, C,-0.033,1,0,1.0,2,2,0,0,100.0,18.00,0.00,,0.00,,,,-0.44,0.07,-0.37,-0.37,0.02,-0.35,-0.035
유준규,22, 2B,-0.034,2,0,2.1,0,0,0,0,,0.00,-0.06,,0.00,-0.31,,,,,-0.36,-7.46,0.01,-0.35,-0.035
유한준,20, RF,-0.034,19,15,120.2,24,23,1,0,100.0,1.79,0.25,-0.19,0.17,,,,,,0.22,0.27,-0.61,-0.39,0.019
로하스,19, 1B,-0.035,1,0,3.0,1,1,0,0,100.0,3.00,-0.32,,0.00,,,,,,-0.32,-0.32,-0.04,-0.36,-0.031
신본기,22, 2B,-0.036,30,9,109.0,52,20,32,0,100.0,4.29,-0.30,,0.13,-0.62,,,,,-0.80,-1.55,0.43,-0.37,-0.078
이홍구,20, C,-0.036,21,10,98.2,66,63,2,1,98.5,5.93,-0.03,,-0.19,,,-1.05,-1.28,1.22,-1.32,-3.88,0.91,-0.41,-0.116
박준혁,20, RF,-0.036,7,0,10.0,3,3,0,0,100.0,2.70,0.09,-0.50,0.01,,,,,,-0.40,-4.84,-0.01,-0.41,-0.036
류현인,23, 2B,-0.038,8,1,22.0,12,3,9,0,100.0,4.91,-0.56,,0.08,,,,,,-0.48,-4.06,0.09,-0.39,-0.046
황재균,19, 1B,-0.038,4,1,8.2,12,12,0,0,100.0,12.46,-0.30,,0.01,,,,,,-0.29,-0.34,-0.10,-0.39,-0.028
장준원,22, 1B,-0.038,3,0,4.1,6,6,0,0,100.0,12.46,-0.35,,0.00,,,,,,-0.35,-1.44,-0.04,-0.39,-0.034
김병희,22, 3B,-0.039,8,4,26.2,4,2,2,0,100.0,1.35,-0.42,,0.02,,,,,,-0.40,-1.40,0.00,-0.40,-0.039
박경수,24, 2B,-0.041,3,0,3.1,2,1,1,0,100.0,5.40,-0.46,,0.01,,,,,,-0.45,-12.84,0.01,-0.44,-0.042
안치영,24, RF,-0.042,13,1,30.0,3,3,0,0,100.0,0.90,-0.78,0.32,0.09,,,,,,-0.37,-1.70,-0.08,-0.45,-0.035
김영환,19, 2B,-0.044,7,2,20.0,7,2,5,0,100.0,3.15,-0.54,,0.03,,,,,,-0.51,-5.65,0.06,-0.45,-0.050
알포드,22, CF,-0.045,5,4,20.0,5,5,0,0,100.0,2.25,-0.68,0.19,0.03,,,,,,-0.46,-0.82,0.00,-0.46,-0.045
홍현빈,23, LF,-0.047,10,0,16.1,6,6,0,0,100.0,3.31,-0.74,0.26,0.03,,,,,,-0.45,-1.47,-0.04,-0.49,-0.043
이상호,23, SS,-0.048,2,0,3.0,3,1,2,0,100.0,9.00,-0.54,,0.01,,,,,,-0.53,-1.22,0.04,-0.49,-0.052
김병희,20, 1B,-0.049,10,1,15.0,13,12,1,0,100.0,7.80,-0.55,,0.01,,,,,,-0.53,-2.65,-0.02,-0.55,-0.047
조용호,19, RF,-0.049,27,22,181.1,43,42,1,0,100.0,2.13,0.26,-0.12,0.31,,,,,,0.44,0.73,-0.94,-0.50,0.043
정주후,20, 2B,-0.050,5,0,7.0,3,2,0,1,66.7,2.57,-0.07,,-0.51,,,,,,-0.58,-8.34,0.01,-0.57,-0.051
전진영,22, RF,-0.051,2,0,2.0,0,0,0,0,,0.00,-0.27,-0.24,0.00,,,,,,-0.51,-18.38,-0.01,-0.52,-0.050
문상준,23, SS,-0.053,1,0,2.0,0,0,0,0,,0.00,-0.57,,0.01,,,,,,-0.56,-40.52,0.02,-0.54,-0.054
박승욱,19, SS,-0.054,6,1,20.0,8,3,4,1,87.5,3.15,-0.59,,0.03,-0.18,,,,,-0.75,-1.07,0.20,-0.55,-0.073
김민혁,22, RF,-0.054,2,0,4.0,1,1,0,0,100.0,2.25,-0.54,,0.01,,,,,,-0.53,-0.58,-0.02,-0.55,-0.052
안치영,19, 2B,-0.056,1,0,4.0,3,1,2,0,100.0,6.75,-0.59,,0.01,0.00,,,,,-0.59,-16.93,0.02,-0.57,-0.058
김병준,24, RF,-0.057,4,0,8.0,3,3,0,0,100.0,3.38,-0.29,-0.30,0.02,,,,,,-0.57,-3.27,-0.03,-0.60,-0.054
양승혁,22, 2B,-0.057,4,2,13.0,7,1,5,1,85.7,4.15,-0.63,,0.02,,,,,,-0.62,-8.08,0.03,-0.59,-0.060
오윤석,23, 2B,-0.060,28,23,176.0,95,33,60,2,97.9,4.76,-0.96,,0.63,-1.10,,,,,-1.43,-2.52,0.81,-0.62,-0.139
천성호,21, 1B,-0.062,12,2,37.2,32,31,0,1,96.9,7.41,-0.42,,0.03,,,,,,-0.39,-1.36,-0.26,-0.65,-0.037
송민섭,21, CF,-0.062,17,0,34.2,7,7,0,0,100.0,1.82,-0.64,-0.05,0.04,,,,,,-0.65,-0.77,0.00,-0.65,-0.062
박민석,23, SS,-0.064,1,1,9.0,4,1,2,1,75.0,3.00,-0.86,,0.03,0.09,,,,,-0.74,-26.67,0.08,-0.66,-0.072
강백호,23, 1B,-0.065,6,6,51.0,49,43,6,0,100.0,8.65,-0.29,,0.12,,,,,,-0.17,-0.35,-0.50,-0.67,-0.017
정현,19, SS,-0.066,1,1,5.0,1,0,1,0,100.0,1.80,-0.74,,0.01,,,,,,-0.73,-3.92,0.06,-0.67,-0.072
김민혁,20, CF,-0.067,4,0,5.1,1,1,0,0,100.0,1.69,-0.58,-0.18,0.01,,,,,,-0.76,-1.01,0.00,-0.76,-0.067
손민석,23, 3B,-0.069,1,0,1.0,1,0,0,1,0.0,0.00,-0.71,,0.00,,,,,,-0.71,-11.36,0.00,-0.71,-0.069
홍현빈,20, RF,-0.072,4,0,5.0,0,0,0,0,,0.00,-0.81,,0.01,,,,,,-0.81,-2.90,-0.01,-0.82,-0.071
김민혁,24, RF,-0.072,5,2,16.1,0,0,0,0,,0.00,-0.58,-0.16,0.05,,,,,,-0.68,-1.97,-0.08,-0.76,-0.065
오윤석,22, SS,-0.083,1,0,4.0,3,1,1,1,66.7,4.50,-0.87,,0.01,0.00,,,,,-0.87,-1.11,0.02,-0.85,-0.085
강백호,20, RF,-0.084,3,3,17.0,1,1,0,0,100.0,0.53,-0.80,-0.07,0.02,,,,,,-0.85,-0.95,-0.10,-0.95,-0.075
김병희,22, 2B,-0.087,1,0,4.0,3,1,2,0,100.0,6.75,-0.92,,0.00,,,,,,-0.91,-3.20,0.02,-0.89,-0.089
문상철,23, LF,-0.088,7,3,39.0,12,11,0,1,91.7,2.54,-0.51,0.20,-0.42,,,,,,-0.73,-0.94,-0.18,-0.91,-0.071
이호연,24, 2B,-0.093,5,0,10.0,4,2,2,0,100.0,3.60,-1.06,,0.03,,,,,,-1.02,-8.65,0.04,-0.98,-0.097
강민국,19, 2B,-0.097,11,4,38.0,21,7,11,3,85.7,4.26,-0.56,,0.05,-0.62,,,,,-1.14,-2.82,0.14,-1.00,-0.111
황재균,20, 1B,-0.103,2,1,11.1,8,8,0,0,100.0,6.35,-1.07,,0.01,,,,,,-1.06,-1.14,-0.10,-1.16,-0.094
박병호,24, 1B,-0.103,32,23,227.1,206,189,15,2,99.0,8.08,0.55,,0.50,,0.04,,,,1.09,2.92,-2.18,-1.09,0.104
문상철,19, 1B,-0.104,20,13,105.1,114,101,9,4,96.5,9.40,1.28,,-1.38,,,,,,-0.10,-0.44,-0.96,-1.06,-0.010
정현,19, 2B,-0.104,3,0,10.2,7,6,1,0,100.0,5.91,-1.46,,0.01,0.34,,,,,-1.10,-5.89,0.04,-1.06,-0.108
홍현빈,24, CF,-0.106,3,1,10.0,1,1,0,0,100.0,0.90,-1.27,0.14,0.02,,,,,,-1.12,-40.29,0.00,-1.12,-0.106
정준영,24, RF,-0.108,7,4,34.1,9,9,0,0,100.0,2.36,-1.13,0.03,0.11,,,,,,-1.00,-11.96,-0.14,-1.14,-0.095
문상준,23, 2B,-0.109,2,1,8.0,2,1,0,1,50.0,1.13,-0.70,,-0.47,,,,,,-1.17,-84.18,0.04,-1.13,-0.113
박승욱,20, 1B,-0.111,18,4,51.2,63,61,2,0,100.0,10.97,-0.93,,0.05,,,,,,-0.88,-1.31,-0.38,-1.26,-0.078
안치영,19, 3B,-0.114,2,1,9.0,2,0,2,0,100.0,2.00,-1.17,,0.01,,,,,,-1.16,-33.49,0.00,-1.16,-0.114
박승욱,21, 2B,-0.114,4,2,12.0,10,4,4,2,80.0,6.00,-1.26,,0.02,,,,,,-1.24,-22.37,0.05,-1.19,-0.119
배정대,24, CF,-0.115,32,31,271.0,88,85,1,2,97.7,2.86,-1.14,0.46,-0.54,,,,,,-1.21,-5.44,0.00,-1.21,-0.115
강현우,23, 1B,-0.121,1,0,1.0,2,1,0,1,50.0,9.00,-0.73,,-0.49,,,,,,-1.23,-3.33,-0.02,-1.25,-0.119
신본기,24, 2B,-0.121,13,4,42.2,20,8,11,1,95.0,4.01,-1.11,,-0.35,,,,,,-1.46,-4.76,0.18,-1.28,-0.138
조용호,19, CF,-0.128,18,12,96.2,34,34,0,0,100.0,3.17,-1.53,0.09,0.12,,,,,,-1.31,-2.17,0.00,-1.31,-0.128
류현인,23, 3B,-0.130,6,4,35.0,9,3,5,1,88.9,2.06,-0.97,,0.11,0.28,-0.76,,,,-1.34,-11.36,0.00,-1.34,-0.130
오태곤,19, 3B,-0.130,2,0,11.2,4,1,2,1,75.0,2.31,-1.44,,0.01,0.10,,,,,-1.33,-1.55,0.00,-1.33,-0.130
권동진,22, SS,-0.133,11,3,31.1,18,8,9,1,94.4,4.88,-1.78,,0.05,0.13,,,,,-1.60,-4.80,0.24,-1.36,-0.156
배정대,23, CF,-0.140,97,93,800.0,253,246,6,1,99.6,2.84,-4.27,1.75,1.08,,,,,,-1.45,-2.15,0.00,-1.45,-0.140
정준영,24, LF,-0.143,4,0,6.0,0,0,0,0,,0.00,-1.38,-0.12,0.01,,,,,,-1.50,-18.00,-0.01,-1.51,-0.142
박승욱,20, 3B,-0.146,5,1,10.2,5,1,3,1,80.0,3.38,-1.78,,0.01,,0.12,,,,-1.65,-2.46,0.00,-1.65,-0.146
김민혁,24, LF,-0.155,23,21,161.2,38,36,0,2,94.7,2.00,0.33,-0.27,-0.81,,,,,,-0.74,-2.14,-0.89,-1.63,-0.070
신본기,23, 3B,-0.158,13,7,56.2,17,11,5,1,94.1,2.54,-1.65,,-0.31,0.33,,,,,-1.64,-5.89,0.00,-1.64,-0.158
강민국,20, 3B,-0.162,25,8,69.0,17,6,11,0,100.0,2.22,-1.55,,0.04,-0.32,,,,,-1.83,-3.25,0.00,-1.83,-0.162
홍현빈,23, CF,-0.162,27,16,151.2,48,47,1,0,100.0,2.85,-1.77,-0.10,0.20,,,,,,-1.67,-5.46,0.00,-1.67,-0.162
조용호,19, LF,-0.162,16,4,50.0,3,3,0,0,100.0,0.54,-1.59,0.08,0.05,,,,,,-1.46,-2.42,-0.19,-1.65,-0.143
강백호,23, RF,-0.163,23,20,159.0,35,33,1,1,97.1,1.92,-0.14,-0.93,0.31,,,,,,-0.77,-1.55,-0.92,-1.69,-0.074
문상철,20, 1B,-0.170,29,17,146.1,141,131,9,1,99.3,8.61,-0.74,,0.13,,0.06,,,,-0.55,-1.07,-1.38,-1.93,-0.049
라모스,22, RF,-0.171,18,18,157.0,30,27,1,2,93.3,1.61,-0.61,0.35,-0.69,,,,,,-0.95,-7.63,-0.80,-1.75,-0.093
강백호,19, CF,-0.174,4,4,29.0,7,7,0,0,100.0,2.17,-1.83,0.01,0.04,,,,,,-1.78,-2.21,0.00,-1.78,-0.174
김건형,21, RF,-0.177,11,11,85.0,10,9,1,0,100.0,1.06,-1.98,0.40,0.12,,,,,,-1.46,-19.15,-0.39,-1.85,-0.140
이시원,22, RF,-0.178,12,2,36.0,5,5,0,0,100.0,1.25,-1.50,-0.29,0.06,,,,,,-1.73,-8.02,-0.10,-1.83,-0.169
고명성,19, 3B,-0.187,3,0,8.0,1,0,0,1,0.0,0.00,-1.91,,0.01,,,,,,-1.91,-9.16,0.00,-1.91,-0.187
박경수,22, 2B,-0.193,86,45,413.1,242,80,155,7,97.1,5.12,-3.53,,0.00,-0.11,,,,,-3.64,-5.24,1.66,-1.98,-0.355
권동진,21, SS,-0.196,44,9,140.0,75,25,45,5,93.3,4.50,-1.73,,0.23,-1.51,,,,,-3.01,-5.03,0.96,-2.05,-0.288
김민혁,24, CF,-0.205,14,13,105.1,29,28,0,1,96.6,2.39,-1.39,-0.45,-0.32,,,,,,-2.16,-6.22,0.00,-2.16,-0.205
박승욱,20, SS,-0.205,10,2,30.0,10,3,7,0,100.0,3.00,-2.37,,0.04,-0.22,,,,,-2.55,-3.78,0.22,-2.33,-0.225
김민혁,21, RF,-0.205,5,1,14.2,6,5,0,1,83.3,3.07,-0.58,-1.03,-0.48,,,,,,-2.09,-4.01,-0.06,-2.15,-0.200
천성호,21, 3B,-0.210,8,1,21.0,7,0,5,2,71.4,2.14,-2.37,,0.02,0.16,,,,,-2.20,-7.71,0.00,-2.20,-0.210
김병희,21, 3B,-0.211,19,10,94.2,33,8,22,3,90.9,2.85,-1.59,,0.07,-0.68,,,,,-2.21,-9.34,0.00,-2.21,-0.211
김병희,22, 1B,-0.213,16,9,81.1,75,67,6,2,97.3,8.08,-0.81,,-0.42,,-0.25,,,,-1.48,-5.19,-0.70,-2.18,-0.144
로하스,24, RF,-0.221,21,20,142.2,34,33,0,1,97.1,2.08,-1.63,0.16,-0.05,,,,,,-1.52,-3.48,-0.81,-2.33,-0.144
강백호,24, C,-0.222,16,12,105.2,108,94,12,2,98.1,9.03,-0.17,,-0.59,,,-0.51,-2.39,,-3.66,-8.37,1.32,-2.34,-0.347
배정대,22, CF,-0.231,144,134,1195.2,321,313,5,3,99.1,2.39,-3.74,1.16,0.21,,,,,,-2.37,-2.37,0.00,-2.37,-0.231
강민국,20, SS,-0.233,30,8,92.0,33,13,18,2,93.9,3.03,-3.69,,0.13,0.25,,,,,-3.30,-5.86,0.66,-2.64,-0.291
조용호,22, RF,-0.234,92,93,675.1,138,131,7,0,100.0,1.84,0.46,-0.31,1.19,,,,,,1.35,1.48,-3.75,-2.40,0.132
알포드,23, CF,-0.245,1,1,5.0,0,0,0,0,,0.00,-1.47,-1.07,0.01,,,,,,-2.53,-2.74,0.00,-2.53,-0.245
이상호,23, 1B,-0.253,17,0,29.1,24,22,2,0,100.0,7.36,-2.61,,0.07,,0.05,,,,-2.49,-5.70,-0.12,-2.61,-0.241
정준영,23, CF,-0.257,11,2,53.2,21,20,0,1,95.2,3.35,-1.68,-0.55,-0.42,,,,,,-2.65,-11.23,0.00,-2.65,-0.257
김병희,21, 2B,-0.258,12,7,54.1,25,6,17,2,92.0,3.81,-2.68,,0.07,-0.33,,,,,-2.94,-12.45,0.24,-2.70,-0.281
문상철,22, 1B,-0.266,8,4,39.0,37,35,2,0,100.0,8.54,-2.39,,0.03,,,,,,-2.36,-12.14,-0.36,-2.72,-0.231
박승욱,20, 2B,-0.266,72,20,241.1,149,54,89,6,96.0,5.33,-4.26,,0.22,0.14,,,,,-3.89,-5.78,0.88,-3.01,-0.343
허도환,20, C,-0.268,47,14,151.1,116,103,10,3,97.4,6.72,-1.36,,-0.02,,,-0.68,-1.80,-0.53,-4.38,-12.13,1.34,-3.04,-0.387
알포드,22, RF,-0.273,13,10,82.0,9,8,0,1,88.9,0.88,-1.75,-0.26,-0.34,,,,,,-2.35,-4.23,-0.45,-2.80,-0.229
천성호,20, 2B,-0.293,35,9,108.2,59,22,34,3,94.9,4.64,-3.09,,0.10,-0.70,,,,,-3.68,-8.04,0.36,-3.32,-0.325
안치영,23, RF,-0.296,57,31,300.0,57,53,2,2,96.5,1.65,-1.92,0.44,-0.40,,,,,,-1.88,-3.57,-1.17,-3.05,-0.182
김태훈,21, RF,-0.303,12,11,91.0,17,17,0,0,100.0,1.68,-2.78,-0.11,0.13,,,,,,-2.76,-9.05,-0.40,-3.16,-0.264
강백호,21, RF,-0.315,5,4,30.2,5,5,0,0,100.0,1.47,-2.26,-0.91,0.04,,,,,,-3.13,-3.18,-0.16,-3.29,-0.300
유한준,21, RF,-0.322,15,11,85.0,11,11,0,0,100.0,1.16,-2.56,-0.49,0.12,,,,,,-2.93,-4.06,-0.44,-3.37,-0.280
황재균,22, 3B,-0.331,138,133,1147.2,306,87,207,12,96.1,2.31,-2.91,,-0.46,0.33,-0.36,,,,-3.39,-3.47,0.00,-3.39,-0.331
오태곤,19, 1B,-0.332,113,85,726.1,773,694,71,8,99.0,9.48,4.13,,-0.29,,-0.30,,,,3.55,4.15,-6.94,-3.39,0.347
강현우,20, C,-0.366,25,6,81.1,62,50,11,1,98.4,6.75,-0.83,,0.27,,0.09,-0.12,-3.03,-1.27,-4.89,-27.09,0.74,-4.15,-0.431
강백호,20, 1B,-0.378,127,121,1064.0,1142,1056,76,10,99.1,9.58,6.39,,0.43,,-0.06,,,,6.76,7.54,-11.04,-4.28,0.596
알몬테,21, LF,-0.396,35,33,241.0,55,52,1,2,96.4,1.98,-2.08,-0.44,-0.28,,,,,,-2.80,-6.73,-1.34,-4.14,-0.268
강민국,19, SS,-0.409,31,21,176.0,107,38,64,5,95.3,5.22,-4.09,,-0.74,-0.74,,,,,-5.58,-13.84,1.40,-4.18,-0.546
강백호,21, 1B,-0.414,133,128,1068.0,1149,1024,106,19,98.3,9.52,7.43,,-0.11,,-0.22,,,,7.09,7.19,-11.42,-4.33,0.678
알포드,22, LF,-0.439,58,52,420.0,81,76,2,3,96.3,1.67,-0.89,-0.65,-0.82,,,,,,-2.35,-4.24,-2.14,-4.49,-0.230
조용호,24, LF,-0.453,10,5,50.2,9,8,1,0,100.0,1.60,-4.66,0.07,0.06,,,,,,-4.52,-13.03,-0.25,-4.77,-0.429
유한준,19, RF,-0.462,51,48,382.2,87,81,4,2,97.7,2.00,-3.13,0.74,-0.34,,,,,,-2.73,-2.83,-1.99,-4.72,-0.267
조용호,23, RF,-0.463,49,37,312.0,59,56,2,1,98.3,1.67,-3.33,-0.04,0.12,,,,,,-3.24,-7.41,-1.54,-4.78,-0.314
조용호,21, RF,-0.538,45,38,289.1,58,56,2,0,100.0,1.80,-4.95,0.53,0.40,,,,,,-4.02,-4.19,-1.61,-5.63,-0.384
강백호,19, RF,-0.552,72,72,585.1,139,132,4,3,97.8,2.09,-3.13,0.54,0.01,,,,,,-2.59,-3.21,-3.05,-5.64,-0.253
문상철,23, 1B,-0.558,27,13,131.0,130,120,9,1,99.2,8.86,-4.89,,0.30,,0.05,,,,-4.54,-5.84,-1.22,-5.76,-0.440
천성호,24, 2B,-0.831,55,49,403.1,193,73,116,4,97.9,4.22,-11.26,,0.40,-0.10,,,,,-10.96,-26.74,2.19,-8.77,-1.039
조용호,21, LF,-0.879,104,75,619.1,124,119,5,0,100.0,1.80,-6.55,0.09,0.56,,,,,,-5.89,-6.15,-3.30,-9.19,-0.563
로하스,19, CF,-0.934,90,88,746.2,210,200,4,6,97.1,2.46,-7.85,0.32,-2.01,,,,,,-9.55,-9.68,0.00,-9.55,-0.934
문상철,23, 3B,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,,,0.000
신본기,24, 3B,,2,0,3.0,1,0,1,0,100.0,3.00,-0.19,,0.01,-0.21,,,,,-0.39,-1.27,,,-0.037
이상우,22, P,,2,0,3.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
이대은,20, P,,20,4,29.1,3,1,2,0,100.0,0.92,,,,,,,,,0.00,0.00,,,0.000
전유수,20, P,,47,0,45.2,11,3,7,1,90.9,1.97,,,,,,,,,0.00,0.00,,,0.000
하준호,23, P,,12,0,13.0,2,0,2,0,100.0,1.38,,,,,,,,,0.00,0.00,,,0.000
오윤석,21, 3B,,3,0,5.0,3,0,3,0,100.0,5.40,0.47,,0.00,-0.02,,,,,0.45,0.67,,,0.043
송민섭,24, RF,,3,0,4.0,0,0,0,0,,0.00,-0.20,-0.13,0.01,,,,,,-0.32,-9.15,,,-0.030
주권,19, P,,71,0,75.1,19,4,15,0,100.0,2.27,,,,,,,,,0.00,0.00,,,0.000
홍현빈,24, RF,,1,0,2.0,0,0,0,0,,0.00,-0.42,0.14,0.01,,,,,,-0.27,-9.80,,,-0.026
김민수,22, P,,76,0,80.2,18,3,13,2,88.9,1.79,,,,,,,,,0.00,,,,0.000
고명성,22, 2B,,1,0,1.0,2,1,1,0,100.0,18.00,0.17,,0.00,,,,,,0.17,24.77,,,0.017
박준혁,20, LF,,2,0,2.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.03,,,0.000
조현우,21, P,,48,0,31.0,17,4,11,2,88.2,4.35,,,,,,,,,0.00,0.00,,,0.000
이대형,19, LF,,1,0,1.0,1,1,0,0,100.0,9.00,0.39,,0.00,,,,,,0.39,3.14,,,0.038
고명성,21, 3B,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.01,,,0.000
쿠에바스,22, P,,2,2,11.0,1,1,0,0,100.0,0.82,,,,,,,,,0.00,,,,0.000
천성호,20, 1B,,1,0,1.0,1,0,1,0,100.0,9.00,0.47,,0.00,,,,,,0.47,1.04,,,0.042
이채호,23, P,,21,0,24.2,4,3,0,1,75.0,1.09,,,,,,,,,0.00,0.00,,,0.000
하준호,21, P,,10,0,12.0,2,0,2,0,100.0,1.50,,,,,,,,,0.00,0.00,,,0.000
황재균,24, SS,,4,0,5.0,3,1,2,0,100.0,5.40,-0.35,,0.02,0.05,,,,,-0.28,-0.67,,,-0.027
손동현,24, P,,25,0,28.0,7,2,3,2,71.4,1.61,,,,,,,,,0.00,0.00,,,0.000
배제성,22, P,,24,18,107.0,26,6,18,2,92.3,2.02,,,,,,,,,0.00,0.00,,,0.000
