이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
크레익,21, 1B,-0.092,29,26,226.2,249,232,17,0,100.0,9.89,1.15,,0.19,,0.06,,,,1.40,3.30,-2.36,-0.96,0.134
김웅빈,19, 3B,-0.093,2,2,13.0,3,0,3,0,100.0,2.08,-0.96,,0.01,,,,,,-0.95,-34.13,0.00,-0.95,-0.093
도슨,24, CF,-0.094,24,22,181.2,56,56,0,0,100.0,2.77,-1.20,-0.10,0.31,,,,,,-0.99,-2.50,0.00,-0.99,-0.094
박수종,23, CF,-0.094,3,0,5.0,2,2,0,0,100.0,3.60,-0.98,,0.01,,,,,,-0.97,-6.07,0.00,-0.97,-0.094
박준태,23, LF,-0.094,4,0,7.2,2,1,0,1,50.0,1.17,-0.43,-0.54,0.01,,,,,,-0.96,-9.87,-0.01,-0.97,-0.093
이용규,23, RF,-0.094,4,2,12.0,4,4,0,0,100.0,3.00,-0.16,-0.75,0.02,,,,,,-0.89,-2.57,-0.08,-0.97,-0.086
임지열,19, 3B,-0.095,5,2,25.0,6,3,2,1,83.3,1.80,-0.50,,-0.47,,,,,,-0.97,-12.66,0.00,-0.97,-0.095
예진원,23, RF,-0.095,5,3,25.0,5,5,0,0,100.0,1.80,-1.25,0.35,0.05,,,,,,-0.86,-7.72,-0.12,-0.98,-0.083
김수환,23, 3B,-0.095,4,1,7.2,2,0,1,1,50.0,1.17,-0.51,,-0.47,,,,,,-0.98,-2.83,0.00,-0.98,-0.095
임병욱,23, LF,-0.095,23,15,150.0,31,29,1,1,96.8,1.80,-0.07,-0.03,-0.22,,,,,,-0.32,-0.58,-0.66,-0.98,-0.031
박찬혁,23, RF,-0.096,2,2,15.0,1,1,0,0,100.0,0.60,-0.98,0.01,0.03,,,,,,-0.94,-2.81,-0.06,-1.00,-0.091
프레이타스,21, C,-0.097,9,9,55.1,42,36,5,1,97.6,6.67,0.07,,-0.32,,,-0.54,-0.39,-0.45,-1.64,-5.49,0.62,-1.02,-0.157
송재선,23, RF,-0.098,2,1,10.0,0,0,0,0,,0.00,-0.80,-0.21,0.02,,,,,,-0.99,-28.52,-0.02,-1.01,-0.096
박수종,24, RF,-0.108,2,0,6.0,0,0,0,0,,0.00,-0.81,-0.33,0.02,,,,,,-1.12,-6.22,-0.02,-1.14,-0.106
송성문,23, 2B,-0.114,6,1,16.2,5,4,1,0,100.0,2.70,-0.97,,0.06,-0.33,,,,,-1.25,-1.73,0.07,-1.18,-0.121
박주홍,20, LF,-0.114,7,3,22.0,7,6,0,1,85.7,2.45,-0.24,-0.48,-0.49,,,,,,-1.20,-13.31,-0.09,-1.29,-0.106
임지열,24, LF,-0.116,7,4,35.0,9,9,0,0,100.0,2.31,-1.45,0.33,0.04,,,,,,-1.09,-7.44,-0.14,-1.23,-0.103
임지열,19, 1B,-0.118,3,1,5.0,6,4,1,1,83.3,9.00,-1.17,,0.00,,,,,,-1.16,-15.23,-0.04,-1.20,-0.114
변상권,20, CF,-0.120,26,14,142.0,39,39,0,0,100.0,2.47,-0.60,-0.91,0.15,,,,,,-1.35,-5.57,0.00,-1.35,-0.120
김준완,22, CF,-0.120,18,6,67.0,20,20,0,0,100.0,2.69,-1.20,-0.12,0.09,,,,,,-1.23,-1.59,0.00,-1.23,-0.120
김주형,22, SS,-0.122,42,32,291.1,157,45,101,11,93.0,4.51,-3.42,,0.00,-0.24,,,,,-3.67,-9.60,2.42,-1.25,-0.358
예진원,23, LF,-0.125,7,4,38.2,10,9,1,0,100.0,2.33,-1.41,0.22,0.07,,,,,,-1.12,-10.08,-0.17,-1.29,-0.108
모터,20, RF,-0.127,2,2,15.0,6,6,0,0,100.0,3.60,-0.87,-0.51,0.02,,,,,,-1.37,-19.68,-0.07,-1.44,-0.121
김은성,19, 2B,-0.127,3,2,17.0,7,2,4,1,85.7,3.18,-1.56,,0.02,0.18,,,,,-1.36,-39.13,0.06,-1.30,-0.133
김재현,21, C,-0.132,39,12,139.0,102,93,8,1,99.0,6.54,-0.03,,-0.05,,-0.04,-0.56,-1.78,-0.09,-2.55,-9.43,1.18,-1.38,-0.244
주성원,23, RF,-0.134,17,16,115.0,30,27,2,1,96.7,2.27,0.21,-0.78,-0.27,,,,,,-0.84,-4.82,-0.55,-1.39,-0.081
프레이타스,21, 1B,-0.135,1,1,6.0,7,5,2,0,100.0,10.50,-1.34,,0.00,,,,,,-1.33,-4.47,-0.08,-1.41,-0.128
김동헌,24, C,-0.136,2,2,14.0,11,10,0,1,90.9,6.43,0.00,,-0.44,,,-0.88,-0.28,,-1.60,-115.09,0.17,-1.43,-0.152
임병욱,24, CF,-0.140,11,9,71.0,17,16,0,1,94.1,2.03,-1.25,-0.35,0.12,,,,,,-1.47,-14.14,0.00,-1.47,-0.140
박준형,24, C,-0.141,4,2,12.1,7,7,0,0,100.0,5.11,0.00,,0.05,,,-0.24,-1.42,,-1.61,-57.94,0.12,-1.49,-0.153
이주형,22, 1B,-0.142,11,11,75.0,67,65,2,0,100.0,8.04,-0.81,,0.06,,,,,,-0.75,-3.38,-0.70,-1.45,-0.073
임지열,23, LF,-0.143,21,10,101.0,28,26,2,0,100.0,2.50,-2.24,1.07,0.19,,,,,,-0.99,-1.98,-0.49,-1.48,-0.096
고영우,24, SS,-0.147,9,4,44.0,17,3,13,1,94.1,3.27,-1.86,,-0.32,0.22,,,,,-1.97,-7.09,0.42,-1.55,-0.187
송성문,19, 3B,-0.147,52,44,389.1,108,27,77,4,96.3,2.40,-2.66,,-0.15,0.84,0.46,,,,-1.50,-2.10,0.00,-1.50,-0.147
변상권,21, CF,-0.148,7,0,12.0,2,2,0,0,100.0,1.50,-1.67,0.11,0.01,,,,,,-1.55,-3.10,0.00,-1.55,-0.148
이정후,21, CF,-0.149,115,114,966.2,269,258,8,3,98.9,2.48,-2.28,1.23,-0.51,,,,,,-1.56,-1.83,0.00,-1.56,-0.149
김지수,19, SS,-0.151,1,1,5.0,2,0,1,1,50.0,1.80,-1.59,,0.01,,,,,,-1.58,-3.31,0.04,-1.54,-0.155
박준태,22, CF,-0.155,12,4,41.0,13,13,0,0,100.0,2.85,-1.30,-0.34,0.06,,,,,,-1.59,-4.40,0.00,-1.59,-0.155
예진원,21, RF,-0.157,9,1,27.0,4,4,0,0,100.0,1.33,-1.83,0.27,0.04,,,,,,-1.53,-4.23,-0.11,-1.64,-0.146
김규민,20, RF,-0.160,11,7,62.0,15,15,0,0,100.0,2.18,-1.79,0.17,0.09,,,,,,-1.53,-4.07,-0.29,-1.82,-0.135
김휘집,21, 3B,-0.161,24,19,162.0,43,7,32,4,90.7,2.17,-1.01,,0.12,-0.60,-0.19,,,,-1.69,-7.15,0.00,-1.69,-0.161
김건희,23, 1B,-0.165,7,3,28.1,26,22,3,1,96.2,7.94,-1.05,,-0.43,,,,,,-1.48,-23.68,-0.22,-1.70,-0.143
박수종,24, CF,-0.165,24,14,137.2,36,35,0,1,97.2,2.29,-1.13,-0.34,-0.26,,,,,,-1.74,-9.62,0.00,-1.74,-0.165
서건창,19, 2B,-0.168,62,61,481.0,274,106,162,6,97.8,5.01,-4.92,,0.16,0.40,,,,,-4.36,-5.56,2.65,-1.71,-0.427
송성문,24, 1B,-0.172,10,3,41.0,37,35,2,0,100.0,8.12,-1.54,,0.09,,,,,,-1.45,-3.54,-0.36,-1.81,-0.137
김지수,19, 3B,-0.173,34,1,66.1,18,9,9,0,100.0,2.44,-1.80,,0.06,-0.14,0.12,,,,-1.77,-3.69,0.00,-1.77,-0.173
박준태,20, CF,-0.177,90,78,632.0,174,169,4,1,99.4,2.46,-2.45,0.27,0.17,,,,,,-2.01,-2.26,0.00,-2.01,-0.177
원성준,24, CF,-0.183,3,3,24.0,11,10,0,1,90.9,3.75,-1.62,-0.35,0.04,,,,,,-1.93,-92.63,0.00,-1.93,-0.183
김수환,21, 1B,-0.190,8,7,59.0,53,50,2,1,98.1,7.93,-1.46,,0.05,,,,,,-1.41,-15.59,-0.58,-1.99,-0.135
김주형,23, SS,-0.190,35,20,206.1,86,19,65,2,97.7,3.66,-1.28,,0.19,-2.35,,,,,-3.44,-10.78,1.48,-1.96,-0.333
박준태,20, RF,-0.196,26,11,124.2,31,27,1,3,90.3,2.02,-0.63,-0.19,-0.86,,,,,,-1.69,-1.90,-0.54,-2.23,-0.149
박정음,20, LF,-0.197,14,1,29.0,7,7,0,0,100.0,2.17,-2.10,-0.10,0.04,,,,,,-2.17,-3.63,-0.07,-2.24,-0.191
예진원,23, CF,-0.198,3,0,5.0,0,0,0,0,,0.00,-1.73,-0.32,0.01,,,,,,-2.05,-18.44,0.00,-2.05,-0.198
박준태,21, CF,-0.202,10,4,45.0,14,14,0,0,100.0,2.80,-2.22,0.06,0.05,,,,,,-2.11,-11.24,0.00,-2.11,-0.202
전병우,21, SS,-0.202,3,2,18.0,14,5,8,1,92.9,6.50,-2.39,,0.03,0.09,,,,,-2.27,-2.84,0.16,-2.11,-0.217
박준태,21, RF,-0.204,16,6,71.0,17,17,0,0,100.0,2.15,-1.66,-0.25,0.10,,,,,,-1.81,-9.66,-0.32,-2.13,-0.173
김혜성,23, SS,-0.207,5,5,37.1,26,12,12,2,92.3,5.79,-1.95,,0.12,-0.73,,,,,-2.56,-2.69,0.42,-2.14,-0.248
김태진,23, LF,-0.209,1,1,8.0,1,0,0,1,0.0,0.00,-1.64,,-0.48,,,,,,-2.12,-4.12,-0.04,-2.16,-0.205
최주환,24, 1B,-0.210,48,47,416.1,394,369,22,3,99.2,8.45,1.97,,-0.07,,0.06,,,,1.96,5.54,-4.18,-2.22,0.186
박찬혁,22, RF,-0.212,6,6,49.0,10,10,0,0,100.0,1.84,-1.80,-0.27,0.09,,,,,,-1.98,-5.48,-0.19,-2.17,-0.193
예진원,24, CF,-0.214,11,1,23.0,6,6,0,0,100.0,2.35,-1.49,-0.81,0.04,,,,,,-2.26,-14.80,0.00,-2.26,-0.214
전병우,23, 1B,-0.218,32,11,143.0,153,144,7,2,98.7,9.50,-0.40,,-0.66,,0.05,,,,-1.01,-3.56,-1.24,-2.25,-0.098
김태진,22, 1B,-0.225,38,30,253.2,263,236,26,1,99.6,9.30,-0.10,,0.19,,0.20,,,,0.29,0.54,-2.60,-2.31,0.028
예진원,24, RF,-0.227,5,1,16.2,9,9,0,0,100.0,4.86,-2.01,-0.36,0.05,,,,,,-2.32,-15.19,-0.07,-2.39,-0.220
전병우,21, 1B,-0.228,30,9,121.0,120,112,8,0,100.0,8.93,-1.56,,0.10,,,,,,-1.46,-1.83,-0.92,-2.38,-0.140
김하성,19, SS,-0.239,105,100,846.0,449,150,284,15,96.7,4.62,-10.20,,-0.30,-0.87,,,,,-11.38,-11.79,8.94,-2.44,-1.114
김수환,23, 1B,-0.240,39,24,214.2,203,194,9,0,100.0,8.51,-1.25,,0.49,,0.22,,,,-0.54,-1.56,-1.94,-2.48,-0.052
김혜성,20, 3B,-0.241,9,8,58.0,16,4,10,2,87.5,2.17,-3.09,,0.04,0.32,,,,,-2.74,-2.77,0.00,-2.74,-0.241
러셀,20, SS,-0.241,28,21,191.1,113,41,64,8,92.9,4.94,-1.72,,-1.27,-1.79,,,,,-4.78,-10.58,2.04,-2.74,-0.421
김준완,23, RF,-0.248,23,12,116.2,26,25,1,0,100.0,2.01,-2.73,0.47,0.23,,,,,,-2.03,-3.84,-0.54,-2.57,-0.196
김재현,23, C,-0.252,8,3,29.0,16,16,0,0,100.0,4.97,-0.03,,0.08,,,-0.57,-1.64,-0.68,-2.85,-51.23,0.24,-2.61,-0.276
이원석,23, 3B,-0.253,6,5,47.2,12,6,5,1,91.7,2.08,-2.28,,-0.34,,,,,,-2.61,-4.23,0.00,-2.61,-0.253
허정협,20, RF,-0.256,37,27,215.1,45,42,1,2,95.6,1.80,-0.74,-0.43,-0.74,,,,,,-1.91,-2.48,-0.99,-2.90,-0.169
이용규,23, LF,-0.264,33,28,244.2,49,49,0,0,100.0,1.80,-2.09,0.15,0.45,,,,,,-1.49,-4.29,-1.24,-2.73,-0.144
박찬혁,22, LF,-0.286,14,9,74.0,16,15,0,1,93.8,1.82,-2.46,0.27,-0.37,,,,,,-2.57,-7.11,-0.36,-2.93,-0.251
임지열,24, RF,-0.294,9,9,66.0,10,10,0,0,100.0,1.36,-2.75,-0.24,0.21,,,,,,-2.78,-19.10,-0.32,-3.10,-0.264
신준우,23, SS,-0.299,14,4,37.0,24,9,13,2,91.7,5.35,-3.03,,-0.37,0.09,,,,,-3.31,-19.87,0.22,-3.09,-0.321
전병우,20, 1B,-0.300,31,13,132.1,141,129,11,1,99.3,9.52,-2.50,,0.12,,0.06,,,,-2.32,-2.81,-1.08,-3.40,-0.205
김준완,22, LF,-0.300,65,39,399.1,95,92,2,1,98.9,2.12,-1.78,0.54,0.12,,,,,,-1.12,-1.46,-1.95,-3.07,-0.110
허정협,20, LF,-0.308,71,59,492.0,93,90,2,1,98.9,1.68,-1.36,0.10,0.12,,,,,,-1.15,-1.49,-2.34,-3.49,-0.101
김태진,23, 3B,-0.309,37,28,233.0,72,28,38,6,91.7,2.55,-3.46,,0.27,-0.56,0.55,,,,-3.19,-6.22,0.00,-3.19,-0.309
김웅빈,23, 1B,-0.317,13,9,73.2,76,68,6,2,97.4,9.04,-2.08,,-0.33,,-0.19,,,,-2.59,-12.88,-0.68,-3.27,-0.251
이원석,24, 1B,-0.328,11,11,82.0,87,81,4,2,97.7,9.33,-1.93,,-0.81,,,,,,-2.74,-14.08,-0.72,-3.46,-0.260
임지열,23, RF,-0.337,7,6,46.1,9,9,0,0,100.0,1.75,-3.13,-0.21,0.09,,,,,,-3.24,-6.48,-0.24,-3.48,-0.314
임병욱,23, RF,-0.339,27,20,180.0,46,45,0,1,97.8,2.25,-2.73,0.17,-0.14,,,,,,-2.69,-4.85,-0.81,-3.50,-0.261
박주홍,23, LF,-0.348,10,7,51.0,10,10,0,0,100.0,1.76,-3.78,0.30,0.09,,,,,,-3.38,-18.05,-0.21,-3.59,-0.328
박병호,20, 1B,-0.353,88,85,712.2,757,694,57,6,99.2,9.48,4.21,,-0.92,,0.02,,,,3.32,5.14,-7.32,-4.00,0.293
이용규,21, RF,-0.385,62,55,438.1,95,93,1,1,98.9,1.93,-1.87,-0.37,0.60,,,,,,-1.64,-1.77,-2.39,-4.03,-0.156
김준완,22, RF,-0.407,39,34,272.0,69,62,5,2,97.1,2.22,-3.03,0.83,-0.49,,,,,,-2.68,-3.48,-1.49,-4.17,-0.262
임지열,23, 1B,-0.410,43,30,278.2,281,255,20,6,97.9,8.88,-0.79,,-0.85,,0.11,,,,-1.53,-3.07,-2.70,-4.23,-0.149
김재현,22, C,-0.411,56,31,217.1,171,149,18,4,97.7,6.92,0.54,,-0.79,,0.09,0.06,-3.02,-3.10,-6.23,-16.01,2.02,-4.21,-0.608
이용규,22, LF,-0.438,60,56,442.1,93,89,2,2,97.8,1.85,-1.70,-0.12,-0.30,,,,,,-2.12,-3.54,-2.37,-4.49,-0.207
김수환,22, 1B,-0.465,44,42,297.0,305,275,27,3,99.0,9.15,-2.13,,0.22,,-0.01,,,,-1.92,-4.86,-2.84,-4.76,-0.188
이재상,24, SS,-0.477,19,14,123.0,56,26,29,1,98.2,4.02,-4.82,,-0.02,-1.18,,,,,-6.01,-45.56,0.98,-5.03,-0.570
김주형,21, SS,-0.506,30,19,170.2,79,22,52,5,93.7,3.90,-7.45,,0.28,0.56,,,,,-6.61,-26.44,1.32,-5.29,-0.632
고영우,24, 3B,-0.565,28,22,185.2,50,14,32,4,92.0,2.23,-6.09,,0.20,0.16,-0.22,,,,-5.95,-21.43,0.00,-5.95,-0.565
크레익,21, RF,-0.607,18,18,140.0,28,24,1,3,89.3,1.61,-4.43,0.11,-1.30,,,,,,-5.63,-13.28,-0.72,-6.35,-0.538
이형종,23, RF,-0.750,77,61,571.2,123,117,4,2,98.4,1.90,-5.56,0.52,0.13,,,,,,-4.90,-7.13,-2.85,-7.75,-0.475
박병호,21, 1B,-0.758,97,96,810.2,848,775,67,6,99.3,9.35,0.54,,-0.33,,-0.09,,,,0.12,0.14,-8.04,-7.92,0.011
이원석,23, 1B,-0.790,42,37,323.1,332,299,26,7,97.9,9.05,-5.27,,0.24,,0.03,,,,-5.00,-8.09,-3.16,-8.16,-0.484
임병욱,19, CF,-0.798,117,101,904.2,261,248,9,4,98.5,2.56,-9.04,1.21,-0.33,,,,,,-8.15,-10.04,0.00,-8.15,-0.798
김웅빈,20, 1B,-0.800,53,44,381.1,391,364,24,3,99.2,9.16,-4.94,,-0.18,,-0.41,,,,-5.53,-10.91,-3.54,-9.07,-0.488
이정후,19, CF,-0.914,47,37,322.1,73,71,1,1,98.6,2.01,-10.00,0.75,-0.08,,,,,,-9.34,-9.61,0.00,-9.34,-0.914
김혜성,21, 2B,-0.934,39,36,283.0,189,79,104,6,96.8,5.82,-11.38,,0.36,-0.23,,,,,-11.26,-11.26,1.49,-9.77,-1.076
도슨,23, CF,-1.100,26,26,230.2,59,57,0,2,96.6,2.22,-10.20,-0.48,-0.68,,,,,,-11.36,-28.70,0.00,-11.36,-1.100
김휘집,23, SS,-1.138,74,64,578.0,273,102,157,14,94.9,4.03,-18.40,,-1.05,1.91,,,,,-17.53,-22.95,5.78,-11.75,-1.698
장영석,19, 1B,-1.258,40,20,221.1,197,179,15,3,98.5,7.89,-10.13,,-0.77,,0.03,,,,-10.88,-13.16,-1.98,-12.86,-1.064
김휘집,22, SS,-1.307,105,95,798.0,410,138,257,15,96.3,4.45,-18.55,,0.35,-2.85,,,,,-21.05,-27.07,7.66,-13.39,-2.055
푸이그,22, RF,-1.583,96,96,842.2,164,150,8,6,96.3,1.69,-11.67,1.06,-1.41,,,,,,-12.02,-13.73,-4.20,-16.22,-1.173
샌즈,19, RF,-2.314,114,110,933.0,211,204,3,4,98.1,2.00,-19.27,0.87,-0.39,,,,,,-18.79,-19.46,-4.86,-23.65,-1.839
이영준,20, P,,52,0,40.0,8,3,5,0,100.0,1.80,,,,,,,,,0.00,,,,0.000
김동혁,23, P,,35,2,39.1,8,1,6,1,87.5,1.60,,,,,,,,,0.00,0.00,,,0.000
문성현,24, P,,27,0,27.1,2,1,1,0,100.0,0.66,,,,,,,,,0.00,0.00,,,0.000
김성진,21, P,,45,0,41.2,8,3,4,1,87.5,1.51,,,,,,,,,0.00,0.00,,,0.000
김태훈,21, P,,66,0,64.1,18,6,10,2,88.9,2.24,,,,,,,,,0.00,0.00,,,0.000
김태훈,22, P,,43,0,43.0,7,0,7,0,100.0,1.47,,,,,,,,,0.00,0.00,,,0.000
양현,23, P,,54,0,57.0,14,3,11,0,100.0,2.21,,,,,,,,,0.00,0.00,,,0.000
김주형,21, 2B,,3,0,4.0,1,1,0,0,100.0,2.25,-0.01,,0.01,,,,,,-0.01,-0.02,,,-0.001
문찬종,21, 1B,,2,0,2.0,1,1,0,0,100.0,4.50,0.00,,0.00,,,,,,0.00,0.02,,,0.000
김선기,24, P,,15,5,36.0,7,0,7,0,100.0,1.75,,,,,,,,,0.00,0.00,,,0.000
양현,20, P,,57,1,60.0,12,3,8,1,91.7,1.65,,,,,,,,,0.00,0.00,,,0.000
김동혁,20, P,,7,0,8.2,2,1,1,0,100.0,2.08,,,,,,,,,0.00,0.00,,,0.000
송재선,23, LF,,2,0,2.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.11,,,0.000
김재웅,21, P,,51,0,53.1,8,0,6,2,75.0,1.01,,,,,,,,,0.00,0.00,,,0.000
조성운,20, P,,42,0,45.0,8,1,6,1,87.5,1.40,,,,,,,,,0.00,0.00,,,0.000
애플러,22, P,,33,25,140.1,26,9,13,4,84.6,1.41,,,,,,,,,0.00,0.00,,,0.000
김성민,21, P,,46,0,46.2,15,2,11,2,86.7,2.51,,,,,,,,,0.00,0.00,,,0.000
문성현,23, P,,31,0,28.1,5,2,3,0,100.0,1.59,,,,,,,,,0.00,0.00,,,0.000
이병규,23, RF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.04,,,0.000
임지열,21, RF,,2,0,2.0,0,0,0,0,,0.00,-0.08,,0.00,,,,,,-0.08,-0.59,,,-0.007
김성진,23, P,,55,0,47.0,7,1,5,1,85.7,1.15,,,,,,,,,0.00,0.00,,,0.000
조영건,21, P,,1,0,1.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
김연주,24, P,,6,0,4.1,1,0,1,0,100.0,2.08,,,,,,,,,0.00,0.00,,,0.000
김주형,19, 3B,,1,0,1.0,0,0,0,0,,0.00,-0.01,,0.00,,,,,,-0.01,-0.35,,,-0.001
원종현,23, P,,20,0,18.2,4,2,2,0,100.0,1.93,,,,,,,,,0.00,0.00,,,0.000
문찬종,20, 3B,,2,0,4.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.07,,,0.000
박수종,23, LF,,4,0,3.1,0,0,0,0,,0.00,-0.03,,0.01,,,,,,-0.03,-0.17,,,-0.003
김재웅,24, P,,26,0,23.2,5,0,5,0,100.0,1.90,,,,,,,,,0.00,0.00,,,0.000
김은성,20, 1B,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,,,0.000
윤정현,23, P,,4,0,6.0,1,0,1,0,100.0,1.50,,,,,,,,,0.00,0.00,,,0.000
김성진,22, P,,23,0,21.2,4,2,2,0,100.0,1.66,,,,,,,,,0.00,0.00,,,0.000
김재웅,20, P,,43,7,59.2,9,2,6,1,88.9,1.21,,,,,,,,,0.00,,,,0.000
김동규,23, P,,3,1,4.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
이주형,22, LF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,,,0.000
김혜성,20, RF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,,,0.000
문성현,21, P,,4,0,3.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
장재영,21, P,,19,2,17.2,3,0,3,0,100.0,1.53,,,,,,,,,0.00,0.00,,,0.000
주승우,24, P,,21,0,19.0,5,2,3,0,100.0,2.37,,,,,,,,,0.00,0.00,,,0.000
임규빈,20, P,,33,0,37.2,3,1,2,0,100.0,0.72,,,,,,,,,0.00,0.00,,,0.000
이주형,21, LF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,,,0.000
박승주,22, P,,26,0,25.0,2,0,2,0,100.0,0.72,,,,,,,,,0.00,0.00,,,0.000
윤정현,20, P,,15,4,27.1,6,3,2,1,83.3,1.65,,,,,,,,,0.00,0.00,,,0.000
김재웅,23, P,,66,0,59.2,9,1,8,0,100.0,1.36,,,,,,,,,0.00,0.00,,,0.000
조상우,21, P,,44,0,44.0,3,1,1,1,66.7,0.41,,,,,,,,,0.00,0.00,,,0.000
김윤하,24, P,,6,0,8.2,1,0,0,1,0.0,0.00,,,,,,,,,0.00,0.00,,,0.000
김병휘,20, 2B,,1,0,1.0,1,0,1,0,100.0,9.00,0.12,,0.00,,,,,,0.12,17.75,,,0.011
김규민,19, RF,,1,0,2.0,0,0,0,0,,0.00,0.00,-0.07,0.00,,,,,,-0.07,-0.10,,,-0.006
김건희,23, P,,2,0,2.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
김은성,20, SS,,2,0,3.0,0,0,0,0,,0.00,-0.05,,0.00,,,,,,-0.05,-0.41,,,-0.004
송재선,23, CF,,1,0,1.0,1,1,0,0,100.0,9.00,0.10,0.01,0.00,,,,,,0.11,3.24,,,0.011
김동욱,21, P,,3,0,3.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
송성문,22, 1B,,1,0,2.0,3,2,1,0,100.0,13.50,0.35,,0.00,,,,,,0.36,0.36,,,0.035
이승호,21, P,,38,3,47.1,10,1,8,1,90.0,1.71,,,,,,,,,0.00,0.00,,,0.000
박주홍,24, LF,,2,0,2.0,1,1,0,0,100.0,4.50,0.01,,0.00,,,,,,0.01,0.81,,,0.001
신재영,20, P,,7,0,5.0,2,1,0,1,50.0,1.80,,,,,,,,,0.00,0.00,,,0.000
노운현,22, P,,5,0,4.0,1,1,0,0,100.0,2.25,,,,,,,,,0.00,0.00,,,0.000
김성민,20, P,,25,0,23.2,8,0,8,0,100.0,3.04,,,,,,,,,0.00,0.00,,,0.000
양현,21, P,,45,0,48.0,14,4,9,1,92.9,2.44,,,,,,,,,0.00,0.00,,,0.000
박승주,21, P,,3,0,4.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
임창민,23, P,,51,0,46.2,4,2,2,0,100.0,0.77,,,,,,,,,0.00,0.00,,,0.000
윤영삼,19, P,,54,0,62.2,10,3,6,1,90.0,1.29,,,,,,,,,0.00,0.00,,,0.000
하영민,22, P,,41,0,39.1,12,4,6,2,83.3,2.29,,,,,,,,,0.00,0.00,,,0.000
김주형,19, SS,,1,0,2.0,0,0,0,0,,0.00,,,0.00,-0.21,,,,,-0.21,-9.87,,,-0.020
김주형,22, 3B,,3,0,3.0,0,0,0,0,,0.00,-0.62,,0.00,,,,,,-0.62,-1.63,,,-0.061
김병휘,21, SS,,3,0,3.0,2,0,2,0,100.0,6.00,0.22,,0.00,0.28,,,,,0.50,5.55,,,0.048
박주홍,20, RF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.01,,,0.000
후라도,23, P,,30,30,183.2,50,13,37,0,100.0,2.45,,,,,,,,,0.00,0.00,,,0.000
신준우,21, 3B,,2,0,2.0,1,0,1,0,100.0,4.50,-0.01,,0.00,,,,,,-0.01,-0.03,,,-0.001
김주형,24, 3B,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.05,,,0.000
조상우,20, P,,53,0,54.1,4,2,2,0,100.0,0.66,,,,,,,,,0.00,0.00,,,0.000
박준태,23, CF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.01,,,0.000
오주원,21, P,,22,0,19.1,6,2,4,0,100.0,2.79,,,,,,,,,0.00,0.00,,,0.000
박수종,24, LF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,,,0.000
임지열,20, RF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.08,,,0.000
안우진,20, P,,42,0,36.0,4,2,1,1,75.0,0.75,,,,,,,,,0.00,0.00,,,0.000
신준우,23, 3B,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.02,,,0.000
안우진,22, P,,30,30,196.0,31,3,26,2,93.5,1.33,,,,,,,,,0.00,,,,0.000
송우현,20, LF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.01,,,0.000
조영건,20, P,,20,10,44.1,5,2,3,0,100.0,1.02,,,,,,,,,0.00,0.00,,,0.000
김준형,23, P,,7,0,7.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
윤정현,21, P,,10,0,12.1,4,2,2,0,100.0,2.92,,,,,,,,,0.00,0.00,,,0.000
박주성,22, P,,10,0,13.0,4,1,3,0,100.0,2.77,,,,,,,,,0.00,0.00,,,0.000
김태훈,23, P,,8,0,7.2,1,0,1,0,100.0,1.17,,,,,,,,,0.00,0.00,,,0.000
문찬종,20, 2B,,3,0,4.0,4,2,2,0,100.0,9.00,0.51,,0.00,,,,,,0.51,14.79,,,0.045
김선기,23, P,,17,7,43.2,14,3,9,2,85.7,2.47,,,,,,,,,0.00,0.00,,,0.000
