이름,연도,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
김재웅,22, P,2.74,65,0,65,18,0,0,3,2,13,27,62.2,14,14,15.40,254,39,8,1,4,29,4,2,56,1,0,4,2.01,2.01,2.21,2.30,3.84,1.09
안우진,21, P,2.73,21,21,0,0,0,0,8,8,0,0,107.2,39,47,46.15,450,88,15,1,13,41,7,1,110,7,1,5,3.26,3.93,3.86,3.98,4.00,1.20
애플러,22, P,2.34,33,25,8,2,1,1,6,8,0,0,140.1,67,69,68.30,622,172,34,1,13,40,6,1,86,8,0,4,4.30,4.43,4.38,4.46,4.37,1.51
한현희,20, P,2.33,25,25,0,0,0,0,7,9,0,0,135.2,75,77,71.35,587,141,20,1,10,37,14,2,109,6,2,3,4.98,5.11,4.73,4.86,4.01,1.31
후라도,24, P,2.33,13,13,0,0,0,0,6,4,0,0,78.1,33,35,34.30,341,87,12,1,8,19,4,0,61,4,1,3,3.79,4.02,3.94,4.07,4.35,1.35
조상우,20, P,2.29,53,0,53,46,0,0,5,3,33,0,54.1,13,15,16.55,232,50,5,0,3,18,2,2,64,4,0,1,2.15,2.48,2.74,2.82,2.79,1.25
헤이수스,24, P,2.28,12,12,0,0,0,0,7,3,0,0,68.0,26,28,27.30,281,59,13,1,8,17,6,0,64,3,0,2,3.44,3.71,3.61,3.68,4.26,1.12
이승호,20, P,2.10,24,23,1,0,0,0,6,6,0,0,118.2,67,71,64.30,517,132,20,1,15,40,5,0,73,4,1,3,5.08,5.38,4.88,5.06,5.14,1.45
최원태,22, P,2.08,26,20,6,0,0,0,7,5,0,0,105.2,44,50,46.75,446,93,25,0,5,40,5,0,63,7,0,5,3.75,4.26,3.98,4.15,4.18,1.26
오주원,19, P,2.01,57,0,57,34,0,0,3,3,18,3,54.1,14,17,14.60,223,54,7,0,1,7,3,0,41,3,0,1,2.32,2.82,2.42,2.59,2.71,1.12
한현희,21, P,1.93,18,15,3,0,0,0,6,2,0,1,85.2,37,42,37.85,372,86,20,0,4,30,6,0,61,3,0,3,3.89,4.41,3.98,4.13,3.85,1.35
이승호,19, P,1.88,23,23,0,1,1,1,8,5,0,0,122.2,61,70,67.10,533,134,27,3,10,51,1,0,82,5,3,5,4.48,5.14,4.92,5.01,4.42,1.51
브리검,21, P,1.67,10,10,0,0,0,0,7,3,0,0,61.0,20,25,24.65,250,49,8,0,6,26,4,0,49,2,0,3,2.95,3.69,3.64,3.69,4.45,1.23
김인범,24, P,1.52,14,9,5,4,0,0,2,4,0,0,49.0,20,21,20.30,218,49,5,1,3,21,6,0,19,2,1,2,3.67,3.86,3.73,3.72,5.64,1.43
최원태,21, P,1.51,28,28,0,0,0,0,9,11,0,0,143.1,73,89,84.75,643,163,21,3,11,53,10,2,93,10,0,3,4.58,5.59,5.32,5.55,4.38,1.51
최원태,20, P,1.49,21,21,0,0,0,0,7,6,0,0,110.0,62,68,64.05,478,115,16,1,16,37,7,2,67,4,0,6,5.07,5.56,5.24,5.42,5.42,1.38
양현,19, P,1.45,29,3,26,9,0,0,1,0,0,1,40.2,9,10,8.65,159,31,5,1,1,11,1,0,25,1,0,0,1.99,2.21,1.91,1.98,3.48,1.03
김상수,19, P,1.43,67,0,67,1,0,0,3,5,0,40,56.2,19,19,21.25,238,50,6,0,3,28,2,1,60,2,0,0,3.02,3.02,3.38,3.51,3.38,1.38
정찬헌,21, P,1.42,11,11,0,1,1,1,3,3,0,0,56.1,25,26,25.65,248,64,11,0,1,15,4,0,28,5,0,1,3.99,4.15,4.10,4.20,3.78,1.40
조상우,19, P,1.28,48,0,48,28,0,0,2,4,20,8,47.1,14,15,18.20,192,45,3,0,3,8,2,0,46,2,0,1,2.66,2.85,3.46,3.57,2.79,1.12
정찬헌,23, P,1.27,14,14,0,1,1,0,2,8,0,0,72.0,38,40,39.50,295,71,12,3,4,13,2,1,35,3,0,0,4.75,5.00,4.94,5.15,3.90,1.17
임창민,23, P,1.26,51,0,51,33,0,0,2,2,26,1,46.2,13,16,19.50,209,51,6,0,3,17,2,3,40,3,0,0,2.51,3.09,3.76,3.84,3.60,1.46
김재웅,23, P,1.25,67,0,67,11,0,0,2,3,6,18,59.2,28,29,26.25,250,56,11,0,2,24,0,1,46,2,0,0,4.22,4.37,3.96,4.03,3.52,1.34
윤영삼,19, P,1.17,54,0,54,14,0,0,3,3,1,3,62.2,20,23,25.05,254,60,12,2,5,14,1,1,56,2,0,3,2.87,3.30,3.60,3.71,3.22,1.18
한현희,22, P,1.15,21,14,7,0,0,0,6,4,0,0,77.2,41,44,41.25,346,83,20,1,9,24,8,0,59,5,0,2,4.75,5.10,4.78,4.81,4.54,1.38
한현희,19, P,1.10,61,0,61,6,0,0,7,5,0,24,58.0,22,26,25.30,251,50,10,1,1,20,7,1,49,4,1,2,3.41,4.03,3.93,4.05,3.29,1.21
김태훈,21, P,1.06,66,0,66,20,0,0,4,2,11,15,64.1,23,26,28.05,282,60,10,0,1,33,1,2,52,3,1,3,3.22,3.64,3.92,4.09,3.47,1.45
김성민,19, P,1.04,50,0,50,16,0,0,2,0,0,5,56.1,16,17,21.80,230,53,13,1,0,11,2,0,38,2,0,4,2.56,2.72,3.48,3.64,2.84,1.14
안우진,20, P,1.00,42,0,42,4,0,0,2,3,2,13,36.0,12,12,14.20,143,20,2,0,3,17,0,1,41,0,0,2,3.00,3.00,3.55,3.57,3.60,1.03
김성민,24, P,0.99,22,0,22,1,0,0,2,1,0,6,22.2,2,4,5.85,85,21,2,0,1,5,1,0,18,0,0,3,0.79,1.59,2.32,2.46,3.53,1.15
요키시,23, P,0.94,12,12,0,0,0,0,5,3,0,0,65.2,32,37,37.00,286,82,14,1,3,14,3,1,51,6,0,1,4.39,5.07,5.07,5.22,3.25,1.46
이영준,20, P,0.93,52,0,52,1,0,0,2,3,0,25,40.0,21,21,18.45,176,41,3,0,5,19,2,0,32,0,1,3,4.73,4.73,4.15,4.22,5.11,1.50
문성현,22, P,0.87,45,0,45,15,0,0,0,1,13,9,41.1,15,16,16.50,168,34,5,0,3,14,1,0,32,2,0,2,3.27,3.48,3.59,3.62,3.84,1.16
장재영,23, P,0.85,23,17,6,0,0,0,1,5,0,0,71.2,44,46,43.25,339,63,15,0,4,66,8,0,67,6,2,8,5.53,5.78,5.43,5.63,5.38,1.80
김성진,23, P,0.84,55,0,55,16,0,0,3,3,0,7,47.0,19,19,21.35,208,44,7,0,5,25,1,2,38,1,0,0,3.64,3.64,4.09,4.23,4.74,1.47
이영준,19, P,0.82,29,0,29,9,0,0,1,1,0,1,33.1,11,11,11.45,136,39,7,2,0,5,0,0,19,0,0,0,2.97,2.97,3.09,3.16,2.85,1.32
이승호,22, P,0.76,53,0,53,15,0,0,3,2,10,10,50.1,20,20,22.60,215,44,9,0,7,27,3,1,44,1,0,6,3.58,3.58,4.04,4.21,5.10,1.41
김재웅,21, P,0.76,51,0,51,9,0,0,0,1,1,11,53.1,21,24,25.40,243,49,2,0,5,33,1,3,47,6,0,2,3.54,4.05,4.29,4.40,4.60,1.54
조상우,21, P,0.75,44,0,44,26,0,0,6,5,15,5,44.0,17,18,20.95,187,30,5,0,4,19,2,2,47,6,0,2,3.48,3.68,4.29,4.35,3.59,1.11
양현,20, P,0.72,58,1,57,8,0,0,8,3,2,11,60.0,22,23,30.50,245,58,9,1,4,17,3,0,33,2,0,1,3.30,3.45,4.57,4.59,4.45,1.25
문성현,24, P,0.66,27,0,27,6,0,0,0,0,3,1,27.1,11,11,10.65,123,33,3,1,1,12,2,0,22,1,0,1,3.62,3.62,3.51,3.56,4.18,1.65
김선기,19, P,0.61,7,6,1,1,0,0,3,1,0,0,28.0,13,13,12.50,122,27,5,0,2,9,4,0,17,0,0,2,4.18,4.18,4.02,4.24,4.58,1.29
정찬헌,22, P,0.60,20,20,0,0,0,0,5,6,0,0,87.1,52,55,53.80,390,106,21,0,13,28,6,2,42,6,0,3,5.36,5.67,5.54,5.64,5.56,1.53
신재영,19, P,0.60,12,6,6,3,0,0,1,0,0,0,29.1,12,14,12.80,132,34,14,2,1,9,4,0,21,3,0,1,3.68,4.30,3.93,4.09,3.80,1.47
양기현,20, P,0.58,24,0,24,2,0,0,0,1,0,1,23.1,10,10,8.10,99,24,3,0,3,10,1,1,12,2,0,2,3.86,3.86,3.12,3.26,5.70,1.46
하영민,24, P,0.57,10,10,0,0,0,0,3,3,0,0,47.1,28,31,31.00,221,62,10,2,4,17,3,0,33,3,0,5,5.32,5.89,5.89,6.03,4.74,1.67
김재웅,24, P,0.50,26,0,26,1,0,0,0,2,0,7,23.2,9,9,11.25,107,24,3,1,2,12,1,1,19,3,0,1,3.42,3.42,4.28,4.44,4.87,1.52
김성민,21, P,0.47,47,0,47,6,0,0,2,3,1,11,46.2,17,21,24.25,218,43,7,0,4,35,6,2,36,3,0,1,3.28,4.05,4.68,4.81,5.52,1.67
김동준,19, P,0.45,33,5,28,4,0,0,8,3,0,3,70.0,35,36,39.75,300,77,15,0,5,23,0,0,50,1,0,3,4.50,4.63,5.11,5.17,3.89,1.43
김동혁,21, P,0.44,40,8,32,10,0,0,0,5,1,0,82.0,46,51,52.20,367,89,21,0,5,34,14,4,30,9,1,0,5.05,5.60,5.73,5.68,5.24,1.50
박윤성,24, P,0.44,12,0,12,6,0,0,0,0,0,1,14.0,4,4,3.50,55,5,2,0,2,6,0,0,10,2,0,1,2.57,2.57,2.25,2.32,5.41,0.79
안우진,19, P,0.44,19,15,4,2,0,0,7,5,0,0,88.1,51,56,55.20,395,97,19,1,8,36,3,0,80,6,1,3,5.20,5.71,5.62,5.93,3.99,1.51
김선기,20, P,0.43,25,0,25,2,0,0,0,0,0,3,22.0,5,8,9.55,92,17,3,0,1,8,4,0,11,1,0,4,2.05,3.27,3.91,4.05,4.98,1.14
조영건,23, P,0.42,6,0,6,0,0,0,0,0,0,1,7.2,0,0,0.50,27,5,1,0,0,2,0,0,7,0,0,0,0.00,0.00,0.59,0.54,2.38,0.91
조상우,24, P,0.41,30,0,30,0,0,0,0,1,0,7,26.2,12,15,13.95,112,21,1,0,2,14,0,1,25,0,0,1,4.05,5.06,4.71,4.91,4.23,1.31
김태훈,22, P,0.41,43,0,43,12,0,0,3,2,9,10,43.0,15,18,21.05,188,40,7,0,3,20,2,2,34,5,0,2,3.14,3.77,4.41,4.60,4.15,1.40
주승우,24, P,0.38,21,0,21,11,0,0,0,4,7,4,19.0,9,9,9.70,78,17,6,0,2,4,1,1,16,0,0,1,4.26,4.26,4.59,4.73,3.97,1.11
윤정현,21, P,0.35,10,0,10,3,0,0,0,0,0,1,12.1,2,2,3.35,53,11,2,0,0,5,1,0,7,0,0,0,1.46,1.46,2.44,2.48,3.86,1.30
김준형,22, P,0.34,12,0,12,2,0,0,0,1,0,0,13.1,3,3,4.05,61,9,1,0,0,13,2,0,6,0,0,3,2.03,2.03,2.73,2.88,6.15,1.65
박승주,22, P,0.32,27,0,27,11,0,0,1,0,0,0,25.0,12,12,10.60,116,20,4,1,3,21,3,0,22,0,0,2,4.32,4.32,3.82,4.12,5.99,1.64
문성현,20, P,0.30,10,2,8,3,0,0,1,1,0,0,15.0,7,7,6.50,63,13,1,0,1,11,0,0,13,0,0,0,4.20,4.20,3.90,4.20,4.90,1.60
김선기,24, P,0.27,15,5,10,3,0,0,2,2,0,0,36.0,22,24,25.20,173,43,7,0,6,17,4,0,16,4,0,2,5.50,6.00,6.30,6.52,6.85,1.67
김인범,21, P,0.25,3,0,3,2,0,0,0,0,0,0,5.1,0,0,0.00,20,3,1,0,0,1,0,0,5,0,0,0,0.00,0.00,0.00,0.00,2.00,0.75
김태훈,20, P,0.23,53,2,51,2,0,0,7,0,0,10,64.0,30,34,38.15,281,70,14,1,1,22,5,1,40,4,0,3,4.22,4.78,5.36,5.60,3.88,1.44
이종민,24, P,0.22,5,5,0,0,0,0,0,4,0,0,21.2,16,16,14.80,102,24,5,1,2,12,3,1,12,1,1,0,6.65,6.65,6.15,6.32,5.89,1.66
김상수,20, P,0.17,60,0,60,8,0,0,3,3,5,11,51.1,27,33,30.55,226,52,12,0,3,21,3,1,48,2,0,1,4.73,5.79,5.36,5.55,3.74,1.42
임규빈,20, P,0.16,33,0,33,8,0,0,2,0,0,2,37.2,19,20,23.60,162,46,7,0,11,10,2,0,20,1,0,2,4.54,4.78,5.64,5.77,7.13,1.49
이명종,23, P,0.14,45,2,43,7,0,0,5,5,0,1,57.0,33,34,35.55,260,66,13,0,5,24,6,0,26,1,0,0,5.21,5.37,5.61,5.67,5.38,1.58
윤정현,23, P,0.13,5,0,5,2,0,0,0,0,0,0,6.0,1,2,2.00,26,5,0,0,0,6,0,0,2,0,0,1,1.50,3.00,3.00,2.98,6.12,1.83
김동혁,22, P,0.13,24,0,24,6,0,0,2,1,0,3,26.2,14,14,14.55,115,28,12,2,0,11,1,2,18,0,0,1,4.73,4.73,4.91,5.03,3.26,1.46
김준형,21, P,0.13,14,0,14,2,0,0,0,0,0,0,14.1,5,6,7.55,67,15,1,0,2,7,3,0,8,1,0,1,3.14,3.77,4.74,5.01,6.19,1.53
윤정현,22, P,0.12,17,2,15,2,0,0,1,1,0,4,22.2,16,17,13.75,106,27,3,0,2,12,5,1,17,0,0,0,6.35,6.75,5.46,5.42,5.15,1.72
맥키니,23, P,0.11,12,12,0,0,0,0,1,9,0,0,59.1,43,46,44.80,268,61,14,1,10,36,1,0,39,2,1,3,6.52,6.98,6.80,7.00,6.14,1.63
김동혁,20, P,0.11,8,0,8,5,0,0,0,1,0,0,8.2,5,5,4.30,36,8,1,1,1,1,1,0,6,1,0,1,5.19,5.19,4.47,4.81,4.35,1.04
김재웅,20, P,0.10,43,7,36,4,0,0,1,4,0,2,59.2,31,36,38.75,258,64,18,0,7,23,2,1,51,4,0,4,4.68,5.43,5.84,6.02,4.50,1.46
이승호,23, P,0.09,4,1,3,0,0,0,0,0,0,1,5.0,3,3,3.00,24,5,3,0,1,4,0,0,1,0,0,0,5.40,5.40,5.40,5.14,8.21,1.80
조영건,20, P,0.08,20,10,10,6,0,0,3,3,0,0,44.1,26,30,29.30,207,47,7,1,8,27,4,1,23,1,1,0,5.28,6.09,5.95,6.03,6.94,1.67
박주성,20, P,0.06,3,0,3,1,0,0,0,0,0,0,2.0,1,1,0.50,11,2,0,0,0,3,0,0,1,0,0,0,4.50,4.50,2.25,1.99,7.40,2.50
박승주,21, P,0.04,3,0,3,1,0,0,0,0,0,0,4.1,2,2,2.00,18,3,1,0,0,3,0,0,1,0,0,0,4.15,4.15,4.15,4.40,5.34,1.38
이명종,22, P,0.03,27,0,27,6,0,0,4,1,0,4,27.1,16,17,17.00,126,28,4,0,3,16,2,1,20,0,0,1,5.27,5.60,5.60,5.64,5.30,1.61
김선기,22, P,0.02,26,2,24,4,0,0,3,1,1,4,36.2,21,24,22.65,167,39,9,0,1,19,2,1,30,3,0,1,5.15,5.89,5.56,5.57,3.84,1.58
김준형,23, P,0.00,8,0,8,3,0,0,0,0,0,0,7.2,6,6,5.15,36,4,3,0,0,6,3,0,5,0,0,0,7.04,7.04,6.05,5.82,5.86,1.30
스미스,21, P,0.00,2,2,0,0,0,0,1,0,0,0,10.0,7,7,7.00,43,9,2,0,1,5,0,0,5,0,0,0,6.30,6.30,6.30,6.67,5.26,1.40
문성현,21, P,-0.01,4,0,4,3,0,0,0,0,0,0,3.1,2,2,3.20,18,3,2,0,0,6,0,0,3,0,0,1,5.40,5.40,8.64,7.92,7.10,2.70
홍성민,23, P,-0.01,2,0,2,2,0,0,0,0,0,0,2.0,2,2,2.00,12,5,0,1,1,1,0,0,1,0,0,1,9.00,9.00,9.00,9.83,10.10,3.00
윤정현,19, P,-0.01,3,0,3,2,0,0,0,0,0,0,2.0,2,2,1.50,10,2,0,0,0,2,0,0,2,0,0,0,9.00,9.00,6.75,7.19,4.41,2.00
정대현,20, P,-0.01,1,1,0,0,0,0,0,0,0,0,2.2,3,3,3.00,13,5,1,0,1,0,0,0,3,0,0,0,10.13,10.13,10.13,9.36,5.65,1.88
김정인,21, P,-0.02,11,6,5,1,0,0,1,2,0,0,31.2,25,26,25.50,151,34,6,1,6,18,2,0,21,3,0,2,7.11,7.39,7.25,7.59,6.32,1.64
조성운,20, P,-0.02,42,0,42,16,0,0,1,1,0,1,45.0,27,30,31.90,201,48,11,1,6,19,2,1,29,2,0,2,5.40,6.00,6.38,6.63,5.35,1.49
김동욱,21, P,-0.02,3,0,3,3,0,0,0,0,0,0,3.0,3,3,3.00,16,7,0,1,2,1,0,0,2,0,0,0,9.00,9.00,9.00,9.12,11.07,2.67
조덕길,19, P,-0.02,5,0,5,4,0,0,0,0,0,0,5.0,4,4,3.50,25,9,1,0,0,2,0,0,3,0,0,0,7.20,7.20,6.30,7.01,3.55,2.20
문성현,23, P,-0.02,32,0,32,7,0,0,2,2,0,2,28.1,14,16,18.25,134,26,3,0,2,20,2,2,21,2,0,2,4.45,5.08,5.80,5.93,5.02,1.62
이영준,22, P,-0.03,26,0,26,6,0,0,2,2,0,4,21.0,10,12,12.85,102,27,2,0,0,13,2,1,16,3,0,1,4.29,5.14,5.51,5.80,3.95,1.90
박주성,21, P,-0.03,13,0,13,7,0,0,0,1,0,0,18.1,10,11,12.90,89,24,1,0,1,9,2,0,12,0,0,1,4.91,5.40,6.33,6.71,4.64,1.80
주승우,22, P,-0.03,4,1,3,1,0,0,0,0,0,0,3.1,4,5,5.00,23,5,0,0,1,7,0,0,4,1,0,0,10.80,13.50,13.50,14.31,10.86,3.60
박승주,23, P,-0.04,18,0,18,6,0,0,0,3,0,0,18.0,7,11,12.20,91,19,3,2,2,13,2,0,15,3,0,5,3.50,5.50,6.10,6.31,5.67,1.78
박승주,24, P,-0.05,4,0,4,4,0,0,0,0,0,0,7.0,7,7,7.00,32,10,1,0,2,3,0,0,8,0,0,3,9.00,9.00,9.00,9.51,6.04,1.86
김건희,23, 1B,-0.05,3,0,3,2,0,0,0,0,0,0,2.0,5,5,3.95,14,6,0,0,2,2,0,0,0,0,0,0,22.50,22.50,17.77,18.97,18.85,4.00
송정인,22, P,-0.06,1,0,1,0,0,0,0,0,0,0,2.0,5,5,5.00,13,4,2,0,0,3,0,0,0,0,0,0,22.50,22.50,22.50,23.85,8.43,3.50
이종민,21, P,-0.06,2,0,2,1,0,0,0,0,0,0,2.1,6,6,6.00,17,4,0,0,1,7,0,0,3,0,0,0,23.14,23.14,23.14,22.78,14.95,4.71
이명종,24, P,-0.07,3,0,3,3,0,0,0,0,0,0,3.2,4,4,5.55,24,8,0,0,0,4,0,1,1,1,0,1,9.82,9.82,13.62,14.08,6.02,3.27
김연주,24, P,-0.07,6,0,6,4,0,0,0,0,0,0,4.1,6,6,6.00,22,5,1,0,2,4,0,0,2,0,0,1,12.46,12.46,12.46,13.15,11.37,2.08
박주성,19, P,-0.08,4,0,4,4,0,0,0,0,0,0,4.0,6,6,6.00,25,7,1,0,1,6,0,0,1,0,0,1,13.50,13.50,13.50,13.91,10.81,3.25
손현기,24, P,-0.08,6,2,4,2,0,0,0,1,0,0,14.1,12,14,13.30,69,17,3,1,2,8,3,0,9,0,0,3,7.53,8.79,8.35,8.65,6.64,1.74
오상원,23, P,-0.09,11,1,10,7,0,0,0,0,0,0,15.0,11,11,11.50,74,18,5,1,0,9,3,0,7,1,0,0,6.60,6.60,6.90,7.15,5.16,1.80
김정후,20, P,-0.09,4,0,4,0,0,0,0,0,0,0,3.0,4,4,5.05,20,7,0,0,1,4,0,0,3,0,0,0,12.00,12.00,15.15,14.97,9.60,3.67
이영준,23, P,-0.10,2,0,2,0,0,0,0,1,0,0,1.2,4,4,3.50,10,4,0,0,0,1,0,0,0,0,0,1,21.60,21.60,18.90,19.71,5.71,3.00
장재영,22, P,-0.10,14,0,14,3,0,0,0,0,0,0,14.0,12,12,11.30,70,23,4,0,2,7,1,0,19,0,0,1,7.71,7.71,7.26,7.38,3.86,2.14
오석주,24, P,-0.10,7,0,7,4,0,0,1,1,0,0,8.1,9,9,9.00,42,12,3,1,0,5,0,1,9,1,0,1,9.72,9.72,9.72,10.09,3.33,2.04
김태훈,23, P,-0.10,8,0,8,2,0,0,1,0,0,3,7.2,5,6,5.65,38,9,1,1,1,6,0,1,4,1,0,0,5.87,7.04,6.63,6.75,6.12,1.96
김선기,21, P,-0.11,21,7,14,5,0,0,3,2,0,0,48.1,35,38,35.75,224,53,12,0,5,22,7,0,25,4,1,4,6.52,7.08,6.66,6.75,5.56,1.55
전준표,24, P,-0.11,16,3,13,4,0,0,2,3,0,0,21.0,13,20,19.00,106,23,2,0,3,15,4,0,13,4,0,3,5.57,8.57,8.14,8.22,7.13,1.81
노운현,22, P,-0.11,5,0,5,1,0,0,0,1,0,0,4.0,5,7,6.65,28,10,1,0,0,3,1,0,3,2,0,1,11.25,15.75,14.96,16.22,5.01,3.25
신재영,20, P,-0.12,7,0,7,2,0,0,0,0,0,0,5.0,7,8,7.65,34,13,4,1,2,4,0,0,1,2,0,0,12.60,14.40,13.77,13.13,10.74,3.40
오주원,20, P,-0.12,25,0,25,6,0,0,3,1,0,2,18.1,11,12,14.05,78,22,2,0,6,0,0,0,13,3,1,0,5.40,5.89,6.90,6.95,6.12,1.20
양기현,19, P,-0.12,4,0,4,2,0,0,0,0,0,0,5.1,9,10,10.00,30,12,2,0,0,1,0,0,3,1,0,1,15.19,16.88,16.88,16.59,2.98,2.44
임규빈,21, P,-0.12,5,0,5,4,0,0,0,0,0,0,8.2,10,10,12.05,43,13,6,0,3,4,0,0,6,0,0,0,10.38,10.38,12.51,12.16,7.59,1.96
김동혁,24, P,-0.13,7,0,7,4,0,0,0,2,0,0,9.2,8,8,9.20,47,11,2,0,3,8,0,0,5,0,0,0,7.45,7.45,8.57,8.62,9.13,1.97
양현,21, P,-0.13,45,0,45,9,0,0,1,2,0,5,48.0,25,31,32.75,225,59,11,0,3,26,1,4,22,2,0,1,4.69,5.81,6.14,6.32,4.98,1.77
변시원,23, P,-0.14,4,0,4,0,0,0,0,0,0,0,2.1,11,11,8.25,19,6,2,0,1,4,2,0,2,0,0,0,42.43,42.43,31.82,32.41,14.78,4.29
김동규,23, P,-0.16,3,1,2,0,0,0,0,1,0,0,4.0,10,10,10.00,25,6,0,0,1,9,1,0,1,0,0,4,22.50,22.50,22.50,24.02,13.95,3.75
원종현,23, P,-0.17,20,0,20,1,0,0,1,1,0,6,18.2,12,16,13.75,87,24,8,1,3,5,1,1,17,2,0,2,5.79,7.71,6.63,6.71,4.32,1.55
박주성,22, P,-0.17,11,0,11,7,0,0,1,1,0,0,13.0,8,9,11.60,61,11,5,0,4,7,3,1,8,1,0,0,5.54,6.23,8.03,8.23,8.05,1.38
김윤하,24, P,-0.17,6,0,6,0,0,0,0,0,0,2,8.2,11,12,11.15,50,17,4,0,0,7,0,0,8,0,0,1,11.42,12.46,11.58,11.90,4.37,2.77
주승우,23, P,-0.18,11,2,9,1,0,0,0,1,0,0,16.0,17,18,14.75,90,20,7,0,1,21,2,0,8,0,0,3,9.56,10.13,8.30,8.61,7.80,2.56
장재영,21, P,-0.19,19,2,17,3,0,0,0,1,0,0,17.2,18,18,14.75,92,15,5,0,0,24,3,0,14,1,0,5,9.17,9.17,7.51,7.46,6.52,2.21
양현,22, P,-0.19,25,0,25,7,0,0,3,2,2,5,36.2,21,23,24.20,167,39,5,0,4,17,1,2,14,4,0,1,5.15,5.65,5.94,6.01,5.48,1.53
윤석원,23, P,-0.19,21,0,21,3,0,0,2,0,0,2,24.0,12,17,19.25,110,29,5,0,2,8,0,1,8,3,0,1,4.50,6.38,7.22,7.50,4.91,1.54
조영건,24, P,-0.21,4,2,2,0,0,0,0,1,0,0,15.0,11,14,14.00,73,22,4,0,4,4,1,0,12,1,0,0,6.60,8.40,8.40,8.87,6.38,1.73
김성민,20, P,-0.21,25,0,25,7,0,0,1,0,0,0,23.2,17,19,22.95,112,28,6,0,3,12,3,2,21,1,0,1,6.46,7.23,8.73,8.70,4.99,1.69
박승주,20, P,-0.22,5,0,5,3,0,0,0,1,0,0,3.2,8,8,8.35,25,10,1,0,0,5,0,0,3,0,0,0,19.64,19.64,20.50,19.62,6.18,4.09
김성진,21, P,-0.22,46,0,46,11,0,0,1,3,0,2,41.2,24,30,29.25,188,40,13,0,4,23,0,2,31,5,0,3,5.18,6.48,6.32,6.50,4.69,1.51
윤석원,24, P,-0.25,8,0,8,3,0,0,0,0,0,0,13.1,17,19,18.70,67,24,10,0,1,5,1,0,1,2,1,2,11.48,12.83,12.62,13.09,6.27,2.18
이종민,23, P,-0.27,11,2,9,4,0,0,0,1,0,0,13.2,11,13,13.70,72,22,7,0,0,6,1,0,10,3,0,0,7.24,8.56,9.02,9.63,3.61,2.05
오주원,21, P,-0.33,22,0,22,11,0,0,1,1,1,0,19.1,20,20,19.15,94,35,8,0,3,4,0,1,11,0,0,1,9.31,9.31,8.91,9.62,4.67,2.02
이보근,19, P,-0.33,19,0,19,3,0,0,0,2,0,3,16.2,18,18,16.25,80,29,3,2,1,4,0,0,12,0,0,0,9.72,9.72,8.77,9.04,3.47,1.98
하영민,23, P,-0.44,57,0,57,7,0,0,3,1,0,5,52.1,27,36,38.40,247,67,8,4,4,25,1,3,51,6,0,6,4.64,6.19,6.60,6.81,3.86,1.76
