Game Date,Away Team,Away Lineup,Home Team,Home Lineup,Away Score,Home Score
20230401,두산,"정수빈, 허경민, 로하스, 김재환, 양의지, 강승호, 양석환, 김인태, 이유찬, 알칸타라",롯데,"안권수, 안치홍, 렉스, 한동희, 고승민, 전준우, 노진혁, 유강남, 황성빈, 스트레일리",10 , 12
20230401,키움,"이용규, 김혜성, 이정후, 러셀, 김태진, 이형종, 송성문, 이지영, 임지열, 안우진",한화,"노수광, 정은원, 채은성, 오그레디, 노시환, 이명기, 최재훈, 문현빈, 박정현, 스미스",2 , 3
20230401,SSG,"추신수, 최지훈, 최정, 한유섬, 에레디아, 최주환, 박성한, 전의산, 이재원, 김광현",KIA,"박찬호, 김도영, 김선빈, 소크라테스, 황대인, 최형우, 이창진, 한승택, 김호령, 앤더슨",1 , 4
20230401,KT,"조용호, 강백호, 알포드, 박병호, 장성우, 황재균, 김민혁, 박경수, 김상수, 벤자민",LG,"서건창, 박해민, 오스틴, 박동원, 오지환, 김현수, 송찬의, 문보경, 홍창기, 켈리",6 , 11
20230401,삼성,"김지찬, 구자욱, 피렐라, 강한울, 강민호, 오재일, 이원석, 이성규, 이재현, 뷰캐넌",NC,"박민우, 박세혁, 박건우, 마틴, 손아섭, 박석민, 오영수, 김성욱, 김주원, 페디",8 , 0
20230402,두산,"정수빈, 허경민, 로하스, 김재환, 양의지, 김인태, 양석환, 강승호, 이유찬, 최원준",롯데,"안권수, 안치홍, 렉스, 전준우, 고승민, 한동희, 노진혁, 유강남, 황성빈, 나균안",2 , 0
20230402,키움,"김태진, 김혜성, 이정후, 러셀, 이형종, 송성문, 임지열, 이지영, 이용규, 요키시",한화,"이원석, 정은원, 노시환, 채은성, 오그레디, 김태연, 김인환, 최재훈, 오선진, 김민우",6 , 7
20230402,SSG,"추신수, 최지훈, 에레디아, 최정, 김강민, 오태곤, 박성한, 김성현, 김민식, 맥카티",KIA,"박찬호, 김도영, 소크라테스, 황대인, 변우혁, 이창진, 김호령, 한승택, 김규성, 이의리",9 , 5
20230402,KT,"조용호, 강백호, 알포드, 박병호, 장성우, 황재균, 김민혁, 박경수, 김상수, 소형준",LG,"서건창, 문성주, 김현수, 오스틴, 오지환, 박동원, 문보경, 홍창기, 박해민, 김윤식",10 , 9
20230402,삼성,"김지찬, 구자욱, 피렐라, 강민호, 강한울, 이성규, 이원석, 김동엽, 이재현, 수아레즈",NC,"박민우, 박세혁, 박건우, 마틴, 손아섭, 박석민, 오영수, 김주원, 김성욱, 구창모",6 , 8
20230404,두산,"정수빈, 허경민, 로하스, 김재환, 양의지, 김인태, 신성현, 안재석, 이유찬, 곽빈",NC,"박민우, 박세혁, 박건우, 마틴, 손아섭, 박석민, 오영수, 김주원, 김성욱, 송명기",0 , 1
20230404,키움,"이용규, 김혜성, 김태진, 러셀, 이형종, 김휘집, 임지열, 이지영, 김준완, 후라도",LG,"서건창, 문성주, 김현수, 오스틴, 오지환, 박동원, 문보경, 홍창기, 박해민, 플럿코",7 , 1
20230404,SSG,"추신수, 최지훈, 최정, 최주환, 에레디아, 한유섬, 박성한, 오태곤, 김민식, 오원석",롯데,"안권수, 안치홍, 렉스, 전준우, 한동희, 정훈, 노진혁, 유강남, 신윤후, 박세웅",1 , 3
