이름,연도,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
장시환,21, P,-0.34,19,16,3,2,1,0,0,11,0,1,69.0,54,62,57.00,342,87,12,1,4,48,6,2,47,6,0,7,7.04,8.09,7.43,7.67,5.18,1.96
임준섭,21, P,-0.35,13,0,13,2,0,0,0,0,0,0,10.2,13,18,17.80,64,19,5,0,1,8,4,0,11,3,1,1,10.97,15.19,15.02,16.60,5.79,2.53
정우람,21, P,-0.40,50,0,50,37,0,0,1,4,15,1,44.2,28,29,29.85,199,47,5,0,5,20,5,2,32,2,0,0,5.64,5.84,6.01,6.26,4.90,1.50
이태양,19, P,-0.44,55,1,54,8,0,0,1,6,0,10,66.2,43,44,47.25,283,74,11,2,8,13,3,0,64,4,0,4,5.81,5.94,6.38,6.39,3.58,1.31
김민우,19, P,-0.46,16,12,4,1,1,0,2,7,0,0,68.0,51,59,55.90,316,80,12,1,6,30,6,0,46,7,0,4,6.75,7.81,7.40,7.49,4.81,1.62
김민우,23, P,-0.46,12,12,0,0,0,0,1,6,0,0,51.2,40,43,42.50,243,65,16,2,6,28,2,0,43,2,0,5,6.97,7.49,7.40,7.34,4.95,1.80
박주홍,19, P,-0.48,29,6,23,6,0,0,0,4,0,1,38.1,34,37,36.25,188,51,9,2,8,24,2,0,27,2,1,1,7.98,8.69,8.51,8.68,6.63,1.96
김재영,22, P,-0.50,30,1,29,6,0,0,0,2,0,1,30.0,18,25,26.90,137,33,13,0,1,12,7,2,16,1,0,2,5.40,7.50,8.07,7.90,4.60,1.50
윤대경,22, P,-0.51,25,14,11,4,0,0,4,9,0,0,75.1,63,63,59.55,349,106,22,2,6,17,7,0,51,3,0,5,7.53,7.53,7.11,7.24,4.03,1.63
문동욱,19, P,-0.53,12,1,11,4,0,0,1,1,0,0,15.2,21,25,24.70,91,36,6,0,3,4,3,0,12,3,0,1,12.06,14.36,14.19,13.77,5.56,2.55
강재민,23, P,-0.64,43,0,43,2,0,0,1,3,0,12,43.1,31,31,31.25,189,35,10,1,5,19,8,0,42,1,0,0,6.44,6.44,6.49,6.57,4.73,1.25
주현상,22, P,-0.67,49,0,49,9,0,0,0,1,1,3,55.1,42,43,45.40,247,69,18,3,5,14,5,1,33,0,0,1,6.83,6.99,7.38,7.50,4.38,1.50
신정락,21, P,-0.68,20,0,20,4,0,0,0,2,0,2,20.0,19,24,26.45,102,25,6,1,3,15,3,2,14,2,0,0,8.55,10.80,11.90,12.12,6.28,2.00
김종수,22, P,-0.68,52,0,52,9,0,0,3,4,1,6,45.0,22,30,34.80,197,39,15,1,5,21,2,1,45,4,1,1,4.40,6.00,6.96,6.92,4.12,1.33
