이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
최진행,20, LF,-0.263,25,19,146.0,33,32,0,1,97.0,1.97,-1.54,-0.42,-0.33,,,,,,-2.29,-3.93,-0.69,-2.98,-0.202
조한민,21, SS,-0.263,6,3,27.0,10,2,6,2,80.0,2.67,-2.04,,-0.46,-0.54,,,,,-3.03,-8.39,0.28,-2.75,-0.290
노수광,22, CF,-0.263,11,7,71.0,24,24,0,0,100.0,3.04,-2.37,-0.43,0.10,,,,,,-2.70,-3.32,0.00,-2.70,-0.263
이진영,22, LF,-0.265,13,8,71.2,15,14,0,1,93.3,1.76,-2.27,0.26,-0.38,,,,,,-2.38,-4.90,-0.33,-2.71,-0.232
페라자,24, RF,-0.269,38,38,303.0,81,71,3,7,91.4,2.20,1.00,-0.11,-2.04,,,,,,-1.15,-2.96,-1.68,-2.83,-0.109
김회성,19, 1B,-0.269,42,15,173.2,153,139,13,1,99.3,7.88,-1.93,,0.17,,0.36,,,,-1.41,-3.49,-1.34,-2.75,-0.138
조한민,20, SS,-0.274,22,16,117.1,54,19,30,5,90.7,3.76,-3.49,,-0.35,-0.21,,,,,-4.04,-23.28,0.94,-3.10,-0.357
노시환,19, 3B,-0.274,26,18,167.0,49,7,37,5,89.8,2.37,-2.29,,0.15,-0.78,0.12,,,,-2.80,-4.43,0.00,-2.80,-0.274
권광민,22, LF,-0.277,18,14,131.0,32,32,0,0,100.0,2.20,-2.19,-0.26,0.20,,,,,,-2.25,-10.13,-0.59,-2.84,-0.220
하주석,23, SS,-0.279,23,4,84.0,36,11,23,2,94.4,3.64,-4.19,,0.28,0.38,,,,,-3.52,-20.30,0.64,-2.88,-0.341
양성우,19, LF,-0.286,43,21,231.1,42,41,1,0,100.0,1.63,-2.43,0.24,0.22,,,,,,-1.97,-5.05,-0.96,-2.93,-0.192
김태균,20, 1B,-0.304,53,51,402.0,373,352,21,0,100.0,8.35,0.64,,0.36,,-0.44,,,,0.55,1.18,-4.00,-3.45,0.049
장진혁,24, CF,-0.309,18,16,126.0,30,30,0,0,100.0,2.14,-3.26,-0.21,0.21,,,,,,-3.26,-21.33,0.00,-3.26,-0.309
장진혁,23, CF,-0.315,28,17,155.2,36,36,0,0,100.0,2.08,-3.05,-0.41,0.21,,,,,,-3.25,-6.89,0.00,-3.25,-0.315
박상언,22, C,-0.316,51,35,329.2,310,275,26,9,97.1,8.22,-0.35,,-2.38,,0.11,-0.99,-0.71,-2.32,-6.64,-17.07,3.41,-3.23,-0.648
김태연,22, RF,-0.325,14,11,94.0,18,16,1,1,94.4,1.63,-3.20,0.17,0.17,,,,,,-2.87,-3.47,-0.46,-3.33,-0.280
이진영,23, CF,-0.327,31,27,195.1,56,54,2,0,100.0,2.58,-3.55,-0.09,0.26,,,,,,-3.37,-4.02,0.00,-3.37,-0.327
김문호,20, 1B,-0.333,7,7,53.0,49,44,5,0,100.0,8.32,-3.37,,0.05,,0.06,,,,-3.26,-26.08,-0.52,-3.78,-0.288
페라자,24, LF,-0.342,22,11,105.1,22,21,1,0,100.0,1.88,-2.58,-0.61,0.12,,,,,,-3.06,-7.87,-0.54,-3.60,-0.290
노수광,21, CF,-0.367,41,37,311.0,99,96,3,0,100.0,2.86,-3.94,-0.22,0.32,,,,,,-3.84,-10.63,0.00,-3.84,-0.367
임종찬,21, RF,-0.378,40,38,329.0,71,70,0,1,98.6,1.91,-1.65,-0.81,-0.05,,,,,,-2.51,-8.60,-1.44,-3.95,-0.240
임종찬,20, RF,-0.385,42,32,259.1,63,60,3,0,100.0,2.19,-3.88,0.21,0.36,,,,,,-3.32,-9.19,-1.05,-4.37,-0.293
장진혁,19, LF,-0.398,45,34,265.0,73,68,2,3,95.9,2.38,-1.65,0.04,-1.22,,,,,,-2.83,-3.61,-1.24,-4.07,-0.277
유로결,22, RF,-0.403,9,5,49.0,7,6,0,1,85.7,1.10,-3.17,-0.37,-0.40,,,,,,-3.93,-18.88,-0.19,-4.12,-0.384
박한결,20, SS,-0.413,11,5,59.1,27,8,17,2,92.6,3.79,-4.64,,0.09,-0.61,,,,,-5.16,-57.17,0.48,-4.68,-0.455
김지수,20, CF,-0.415,5,3,25.0,9,9,0,0,100.0,3.24,-3.82,-0.91,0.03,,,,,,-4.71,-48.41,0.00,-4.71,-0.415
반즈,20, 1B,-0.417,43,37,329.1,298,263,31,4,98.7,8.03,-1.84,,0.29,,0.06,,,,-1.49,-2.90,-3.24,-4.73,-0.131
백용환,21, C,-0.437,23,18,157.2,155,143,11,1,99.4,8.79,0.00,,0.01,,-0.04,-2.08,-0.30,-3.83,-6.25,-23.08,1.68,-4.57,-0.598
노수광,20, RF,-0.446,10,9,68.0,9,9,0,0,100.0,1.19,-4.39,-0.40,0.09,,,,,,-4.70,-6.76,-0.36,-5.06,-0.414
오선진,23, SS,-0.449,40,25,219.2,86,32,52,2,97.7,3.44,-4.99,,0.23,-1.72,,,,,-6.48,-10.37,1.84,-4.64,-0.627
안치홍,24, 1B,-0.516,27,27,226.0,206,182,21,3,98.5,8.08,-2.66,,-0.49,,0.06,,,,-3.10,-7.19,-2.34,-5.44,-0.294
문현빈,24, 2B,-0.517,43,37,306.0,158,57,100,1,99.4,4.62,-8.39,,1.06,0.36,,,,,-6.97,-20.07,1.52,-5.45,-0.661
정근우,19, CF,-0.532,52,46,352.1,92,88,2,2,97.8,2.30,-4.91,0.01,-0.54,,,,,,-5.43,-8.89,0.00,-5.43,-0.532
문현빈,23, CF,-0.568,70,64,519.0,133,129,2,2,98.5,2.27,-6.20,0.63,-0.29,,,,,,-5.86,-6.16,0.00,-5.86,-0.568
터크먼,22, CF,-0.591,132,129,1103.2,368,355,8,5,98.6,2.96,-6.39,1.21,-0.88,,,,,,-6.06,-6.06,0.00,-6.06,-0.591
김태균,19, 1B,-0.630,31,30,223.1,215,201,13,1,99.5,8.62,-4.21,,0.22,,,,,,-3.99,-4.53,-2.44,-6.43,-0.391
권광민,23, CF,-0.639,17,4,59.0,18,16,0,2,88.9,2.44,-5.65,-0.54,-0.42,,,,,,-6.60,-14.40,0.00,-6.60,-0.639
이성열,19, 1B,-0.671,23,18,159.0,172,159,11,2,98.8,9.62,-5.65,,0.15,,0.14,,,,-5.35,-5.98,-1.50,-6.85,-0.524
정은원,22, 2B,-0.796,116,114,981.2,537,247,273,17,96.8,4.77,-13.79,,0.18,0.45,,,,,-13.16,-13.54,5.01,-8.15,-1.285
장진혁,19, CF,-0.807,62,31,350.1,107,104,3,0,100.0,2.75,-8.67,-0.02,0.45,,,,,,-8.25,-10.51,0.00,-8.25,-0.807
채은성,23, 1B,-1.143,76,68,603.1,574,540,30,4,99.3,8.50,-6.15,,0.38,,0.07,,,,-5.69,-5.98,-6.12,-11.81,-0.551
이성열,19, RF,-1.264,54,49,388.0,97,91,3,3,96.9,2.18,-10.15,-0.50,-0.33,,,,,,-10.98,-12.25,-1.94,-12.92,-1.074
윌리엄스,23, LF,-1.410,37,36,303.0,73,70,2,1,98.6,2.14,-12.39,-0.74,0.07,,,,,,-13.06,-27.66,-1.50,-14.56,-1.264
이용규,20, CF,-1.417,106,96,799.0,225,222,0,3,98.7,2.50,-15.53,-0.38,-0.16,,,,,,-16.07,-19.28,0.00,-16.07,-1.417
박준혁,19, RF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.06,,,0.000
신정락,21, P,,20,0,20.0,5,2,3,0,100.0,2.25,,,,,,,,,0.00,0.00,,,0.000
김민우,19, P,,16,12,68.0,13,4,8,1,92.3,1.59,,,,,,,,,0.00,,,,0.000
이도윤,22, P,,2,0,1.1,1,0,1,0,100.0,6.75,,,,,,,,,0.00,0.00,,,0.000
황영묵,24, 3B,,3,0,3.0,1,0,1,0,100.0,3.00,0.50,,0.01,,,,,,0.52,1.65,,,0.049
김건,23, 3B,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.02,,,0.000
김태연,19, 2B,,1,0,1.0,1,0,1,0,100.0,9.00,0.08,,0.00,,,,,,0.09,1.37,,,0.008
김종수,21, P,,47,0,46.2,6,2,4,0,100.0,1.16,,,,,,,,,0.00,0.00,,,0.000
신정락,22, P,,44,0,47.0,16,6,10,0,100.0,3.06,,,,,,,,,0.00,0.00,,,0.000
정우람,23, P,,52,0,40.1,1,0,1,0,100.0,0.22,,,,,,,,,0.00,,,,0.000
박상원,23, P,,55,0,61.2,18,3,14,1,94.4,2.48,,,,,,,,,0.00,0.00,,,0.000
최윤석,19, 2B,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.01,,,0.000
최재훈,21, 1B,,1,0,2.0,2,2,0,0,100.0,9.00,0.02,,0.00,,,,,,0.02,0.03,,,0.002
이명기,24, LF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.04,,,0.000
강재민,21, P,,58,0,63.1,11,5,6,0,100.0,1.56,,,,,,,,,0.00,0.00,,,0.000
정우람,20, P,,50,0,54.1,12,2,10,0,100.0,1.99,,,,,,,,,0.00,0.00,,,0.000
김민우,22, P,,29,29,163.0,26,9,16,1,96.2,1.38,,,,,,,,,0.00,0.00,,,0.000
김기탁,21, P,,17,0,12.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
송윤준,21, P,,16,0,12.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
안영명,19, P,,67,0,62.0,11,6,5,0,100.0,1.60,,,,,,,,,0.00,0.00,,,0.000
이원석,21, RF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,,,0.000
임종찬,22, CF,,1,0,1.0,0,0,0,0,,0.00,,-0.18,0.00,,,,,,-0.18,-1.28,,,-0.017
박준영,23, P,,4,0,4.1,1,0,1,0,100.0,2.08,,,,,,,,,0.00,0.00,,,0.000
김태연,22, LF,,2,0,2.0,0,0,0,0,,0.00,-0.34,,0.00,,,,,,-0.34,-0.41,,,-0.033
이동훈,20, RF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,,,0.000
박상원,24, P,,21,0,18.2,3,1,2,0,100.0,1.45,,,,,,,,,0.00,0.00,,,0.000
이원석,19, RF,,2,0,2.0,1,1,0,0,100.0,4.50,0.04,,0.00,,,,,,0.04,0.48,,,0.004
윤대경,23, P,,46,0,47.2,7,1,6,0,100.0,1.32,,,,,,,,,0.00,0.00,,,0.000
장민재,21, P,,12,6,29.1,2,0,2,0,100.0,0.61,,,,,,,,,0.00,0.00,,,0.000
하주석,24, 3B,,1,0,1.0,1,0,1,0,100.0,9.00,-0.22,,0.00,,,,,,-0.21,-1.93,,,-0.020
이상혁,24, RF,,3,0,4.0,1,1,0,0,100.0,2.25,0.52,,0.01,,,,,,0.53,12.78,,,0.051
이도윤,24, 3B,,1,0,1.0,0,0,0,0,,0.00,-0.43,,0.00,,,,,,-0.42,-1.09,,,-0.040
강재민,23, P,,43,0,43.1,5,0,5,0,100.0,1.04,,,,,,,,,0.00,,,,0.000
이태양,20, P,,7,0,8.2,0,0,0,0,,0.00,,,,,,,,,0.00,,,,0.000
김서현,23, P,,20,1,22.1,4,0,4,0,100.0,1.61,,,,,,,,,0.00,0.00,,,0.000
임준섭,19, P,,31,6,49.1,14,3,10,1,92.9,2.37,,,,,,,,,0.00,0.00,,,0.000
최인호,20, CF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,,,0.000
하주석,22, 1B,,1,0,1.0,1,1,0,0,100.0,9.00,0.00,,0.00,,,,,,0.00,0.00,,,0.000
박상원,20, P,,62,0,58.0,13,5,7,1,92.3,1.86,,,,,,,,,0.00,,,,0.000
박준혁,19, CF,,1,0,2.0,0,0,0,0,,0.00,-0.13,,0.00,,,,,,-0.13,-4.67,,,-0.013
윤호솔,22, P,,52,0,42.1,4,1,2,1,75.0,0.64,,,,,,,,,0.00,0.00,,,0.000
이태양,23, P,,50,12,100.1,19,6,13,0,100.0,1.70,,,,,,,,,0.00,0.00,,,0.000
이명기,24, CF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.06,,,0.000
카펜터,21, P,,31,30,170.0,25,6,16,3,88.0,1.16,,,,,,,,,0.00,,,,0.000
이상혁,24, LF,,1,0,2.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.02,,,0.000
김범수,22, P,,78,0,66.0,17,5,11,1,94.1,2.18,,,,,,,,,0.00,0.00,,,0.000
강경학,21, P,,1,0,0.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
송호정,21, LF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,,,0.000
주현상,22, P,,49,0,55.1,12,4,8,0,100.0,1.95,,,,,,,,,0.00,0.00,,,0.000
김건,23, 2B,,1,0,1.0,1,1,0,0,100.0,9.00,0.04,,0.00,,,,,,0.04,0.82,,,0.004
김태연,19, 1B,,2,0,3.1,3,2,1,0,100.0,8.10,0.34,,0.00,,,,,,0.34,5.43,,,0.033
윤대경,21, P,,43,9,77.2,6,4,2,0,100.0,0.70,,,,,,,,,0.00,,,,0.000
문동주,22, P,,13,4,28.2,7,1,6,0,100.0,2.20,,,,,,,,,0.00,,,,0.000
윤호솔,21, P,,54,0,48.2,1,0,0,1,0.0,0.00,,,,,,,,,0.00,0.00,,,0.000
서폴드,19, P,,31,31,192.1,35,8,23,4,88.6,1.45,,,,,,,,,0.00,0.00,,,0.000
장시환,22, P,,64,0,63.2,11,4,7,0,100.0,1.55,,,,,,,,,0.00,0.00,,,0.000
이원석,22, RF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,,,0.000
신정락,19, P,,20,0,25.2,4,2,1,1,75.0,1.05,,,,,,,,,0.00,0.00,,,0.000
양성우,20, RF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.03,,,0.000
송호정,21, 2B,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.02,,,0.000
김경태,19, P,,15,0,11.0,4,1,3,0,100.0,3.27,,,,,,,,,0.00,0.00,,,0.000
박정현,22, LF,,1,0,2.0,1,1,0,0,100.0,4.50,0.22,,0.00,,,,,,0.22,0.39,,,0.021
임준섭,21, P,,13,0,10.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
장지승,23, LF,,1,0,2.0,0,0,0,0,,0.00,-0.25,,0.00,,,,,,-0.25,-11.99,,,-0.024
류희운,22, P,,7,0,6.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
김종수,19, P,,33,0,31.0,4,1,2,1,75.0,0.87,,,,,,,,,0.00,0.00,,,0.000
정우람,21, P,,50,0,44.2,6,1,5,0,100.0,1.21,,,,,,,,,0.00,0.00,,,0.000
정우람,19, P,,57,0,58.1,8,2,5,1,87.5,1.08,,,,,,,,,0.00,0.00,,,0.000
