이름,연도,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
이재학,22, P,1.02,26,17,9,2,0,0,3,8,0,0,91.0,48,56,52.40,406,75,14,2,5,54,8,0,72,9,1,6,4.75,5.54,5.18,5.12,4.57,1.42
최성영,23, P,0.94,18,13,5,0,0,0,5,4,0,0,66.2,36,37,35.30,303,77,15,2,6,32,5,0,38,2,0,1,4.86,5.00,4.77,4.76,5.22,1.64
원종현,22, P,0.89,68,0,68,11,0,0,5,0,1,13,63.1,21,22,30.20,260,55,8,0,5,17,1,0,50,7,0,2,2.98,3.13,4.29,4.18,3.63,1.14
강윤구,19, P,0.88,67,0,67,3,0,0,3,3,0,15,56.1,28,29,27.10,242,55,4,4,4,24,4,2,49,1,0,2,4.47,4.63,4.33,4.08,4.02,1.40
류진욱,21, P,0.86,44,0,44,11,0,0,1,0,1,7,43.1,10,15,19.15,190,40,6,1,2,22,0,0,31,5,0,4,2.08,3.12,3.98,3.90,4.10,1.43
송명기,23, P,0.86,35,17,18,4,0,0,4,9,0,0,104.1,56,64,61.60,474,106,15,2,12,47,11,0,65,8,0,6,4.83,5.52,5.31,5.33,5.38,1.47
김건태,19, P,0.84,44,0,44,7,0,0,0,2,0,7,51.1,21,23,22.70,215,49,11,0,5,16,4,0,32,1,0,3,3.68,4.03,3.98,3.74,4.62,1.27
임정호,21, P,0.82,60,0,60,1,0,0,0,4,0,12,34.2,16,20,16.00,165,37,4,1,2,25,3,2,24,3,0,0,4.15,5.19,4.15,4.14,5.23,1.79
한재승,24, P,0.81,30,0,30,4,0,0,1,1,0,5,27.0,9,9,9.60,113,23,4,0,0,12,0,0,29,0,0,4,3.00,3.00,3.20,3.20,2.86,1.30
버틀러,19, P,0.77,13,13,0,0,0,0,3,6,0,0,73.2,39,46,43.10,326,78,18,1,6,28,2,1,49,7,0,4,4.76,5.62,5.27,5.11,4.34,1.44
와이드너,23, P,0.74,11,11,0,0,0,0,4,2,0,0,61.2,31,35,34.30,259,51,13,0,4,23,3,1,57,3,0,1,4.52,5.11,5.01,4.95,3.62,1.20
이용찬,23, P,0.72,60,0,60,50,0,0,4,4,29,0,61.0,28,28,28.85,254,53,6,1,5,19,3,1,51,2,0,4,4.13,4.13,4.26,4.25,3.80,1.18
김영규,21, P,0.67,37,8,29,1,0,0,5,3,0,6,63.2,38,40,40.50,286,69,8,0,10,28,1,0,42,3,0,3,5.37,5.65,5.73,5.51,5.40,1.52
김건태,20, P,0.62,33,0,33,9,0,0,1,1,0,4,35.0,19,19,16.45,155,29,6,0,4,25,2,0,37,0,0,3,4.89,4.89,4.23,3.91,5.10,1.54
김영규,24, P,0.62,24,0,24,1,0,0,2,1,1,7,23.1,9,12,9.20,95,20,3,0,1,10,1,0,22,1,0,0,3.47,4.63,3.55,3.59,3.78,1.29
이재학,20, P,0.49,19,19,0,0,0,0,5,6,0,0,90.2,66,66,62.90,410,105,21,1,14,43,5,0,61,3,1,4,6.55,6.55,6.24,6.04,5.79,1.63
이재학,24, P,0.48,8,8,0,0,0,0,2,5,0,0,41.2,23,26,25.65,183,39,8,3,6,17,3,0,38,2,0,0,4.97,5.62,5.54,5.64,5.09,1.34
박정수,21, P,0.47,3,3,0,0,0,0,3,0,0,0,16.0,7,7,7.00,69,16,4,0,2,8,1,0,11,0,0,0,3.94,3.94,3.94,3.74,5.28,1.50
임창민,21, P,0.43,46,0,46,4,0,0,0,3,0,17,40.1,17,23,23.05,178,35,8,0,2,20,4,1,29,3,0,7,3.79,5.13,5.14,5.04,4.33,1.36
김영규,19, P,0.40,30,10,20,4,1,1,5,4,0,1,66.1,39,40,41.40,307,82,6,1,7,31,6,0,46,2,0,4,5.29,5.43,5.62,5.45,5.06,1.70
최성영,20, P,0.39,14,13,1,0,0,0,2,4,0,0,60.2,41,45,45.00,278,67,14,0,13,35,3,0,27,3,0,2,6.08,6.68,6.68,6.47,7.37,1.68
김진호,23, P,0.38,19,0,19,1,0,0,2,1,0,9,16.1,5,5,6.00,73,15,2,0,0,10,1,0,22,0,0,3,2.76,2.76,3.31,3.24,2.57,1.53
임정호,22, P,0.37,33,0,33,1,0,0,1,2,0,6,25.0,9,11,12.20,104,21,3,1,1,7,2,0,30,1,1,0,3.24,3.96,4.39,4.50,2.38,1.12
이용준,23, P,0.36,24,12,12,3,0,0,3,4,0,0,67.0,32,39,39.65,304,60,11,0,5,44,2,0,50,7,0,1,4.30,5.24,5.33,5.30,5.00,1.55
문경찬,21, P,0.35,35,0,35,8,0,0,0,1,0,4,31.0,17,20,16.75,142,25,6,0,6,20,0,1,25,4,0,1,4.94,5.81,4.86,4.70,6.05,1.45
박진우,21, P,0.35,9,0,9,5,0,0,0,0,0,1,11.0,2,2,2.35,44,6,2,0,0,5,1,0,12,0,0,1,1.64,1.64,1.92,1.82,2.73,1.00
원종현,20, P,0.31,58,0,58,45,0,0,3,5,30,0,57.0,27,30,34.05,245,56,5,1,4,20,2,1,41,3,0,4,4.26,4.74,5.38,5.17,4.17,1.33
김태경,21, P,0.31,7,3,4,2,0,0,0,0,0,0,15.0,8,8,6.45,63,11,4,0,1,9,1,0,10,0,0,1,4.80,4.80,3.87,3.94,4.96,1.33
신민혁,20, P,0.27,17,7,10,3,0,0,2,3,0,0,42.0,27,27,26.65,196,57,7,0,10,13,3,0,26,0,0,0,5.79,5.79,5.71,5.33,6.46,1.67
배민서,21, P,0.26,32,2,30,11,0,0,1,0,0,0,40.0,22,26,26.70,187,51,6,0,3,17,4,0,23,2,0,3,4.95,5.85,6.01,5.99,4.85,1.70
더모디,22, P,0.24,8,8,0,0,0,0,3,5,0,0,39.2,20,27,25.30,179,42,8,0,3,13,7,0,37,3,0,1,4.54,6.13,5.74,5.75,3.92,1.39
김영규,20, P,0.24,20,13,7,3,0,0,2,2,0,1,67.2,41,47,48.70,296,83,9,2,12,14,2,0,55,3,2,5,5.45,6.25,6.48,6.52,4.81,1.43
임정호,19, P,0.23,6,0,6,0,0,0,0,1,0,0,4.2,2,2,0.95,19,3,0,0,0,2,0,0,6,0,0,0,3.86,3.86,1.83,1.80,1.92,1.07
임정호,23, P,0.18,65,0,65,7,0,0,4,4,0,15,50.0,26,30,27.60,216,51,9,1,3,17,4,0,49,6,1,4,4.68,5.40,4.97,5.05,3.42,1.36
하준영,22, P,0.18,47,0,47,7,0,0,3,0,0,4,39.0,20,22,22.50,164,28,5,0,3,14,3,1,44,2,0,2,4.62,5.08,5.19,5.32,3.23,1.08
강태경,21, P,0.18,3,3,0,0,0,0,0,1,0,0,12.2,8,8,8.00,61,13,3,0,2,10,2,0,10,1,0,2,5.68,5.68,5.68,5.52,6.61,1.82
박정수,20, P,0.17,15,3,12,1,0,0,1,1,0,1,25.2,14,14,14.85,116,20,3,0,3,20,5,0,24,0,0,1,4.91,4.91,5.21,5.22,6.07,1.56
임창민,19, P,0.17,20,0,20,6,0,0,0,1,0,2,15.0,4,6,6.85,64,14,2,0,1,8,1,1,10,0,0,1,2.40,3.60,4.11,3.98,4.59,1.47
하준영,23, P,0.16,57,0,57,13,0,0,1,0,0,2,49.0,25,25,27.50,215,52,6,1,4,19,2,1,49,1,0,0,4.59,4.59,5.05,5.11,3.65,1.45
배재환,20, P,0.14,53,0,53,7,0,0,1,3,0,12,43.0,19,22,28.55,209,38,7,2,4,35,9,3,33,3,2,5,3.98,4.60,5.98,5.75,6.28,1.70
조민석,23, P,0.13,35,0,35,8,0,0,1,0,0,4,31.0,14,15,17.05,137,33,9,0,2,14,3,0,28,2,0,1,4.06,4.35,4.95,4.89,4.06,1.52
원종현,19, P,0.13,60,0,60,47,0,0,3,3,31,0,60.0,26,31,36.60,256,62,9,2,4,17,3,2,59,5,0,5,3.90,4.65,5.49,5.11,3.13,1.32
노시훈,21, P,0.11,5,0,5,1,0,0,0,0,0,0,4.2,2,2,1.50,22,4,1,0,1,4,0,0,2,0,0,0,3.86,3.86,2.89,2.85,7.90,1.71
강윤구,20, P,0.09,30,0,30,3,0,0,1,1,0,3,21.0,16,16,14.80,103,31,7,0,3,11,0,0,15,0,0,2,6.86,6.86,6.34,6.41,5.53,2.00
전사민,24, P,0.09,9,0,9,6,0,0,0,0,0,0,11.1,7,7,6.85,58,19,2,0,0,5,1,0,8,0,1,1,5.56,5.56,5.44,5.36,4.05,2.12
이우석,21, P,0.09,10,0,10,3,0,0,1,0,0,0,9.2,6,6,6.00,49,13,4,0,1,7,3,0,8,0,0,0,5.59,5.59,5.59,5.29,6.14,2.07
원종현,21, P,0.09,61,0,61,33,0,0,2,2,14,6,53.0,25,27,34.00,245,67,9,0,5,23,3,2,45,3,0,4,4.25,4.58,5.77,5.64,4.17,1.70
손정욱,20, P,0.08,16,0,16,3,0,0,0,0,0,0,12.0,7,8,8.15,58,16,2,0,1,5,1,0,5,0,0,0,5.25,6.00,6.11,5.72,5.50,1.75
전사민,22, P,0.07,7,0,7,2,0,0,0,0,0,0,8.1,3,4,4.00,34,5,0,0,1,6,0,0,2,1,0,0,3.24,4.32,4.32,4.33,6.84,1.32
소이현,20, P,0.07,13,0,13,4,0,0,0,0,0,0,12.1,9,9,7.80,59,8,2,0,1,14,1,0,8,0,0,1,6.57,6.57,5.69,5.55,7.11,1.78
심창민,23, P,0.06,5,0,5,1,0,0,0,1,0,0,3.1,1,2,1.30,18,2,0,0,0,5,1,0,5,0,0,0,2.70,5.40,3.51,3.36,5.68,2.10
문경찬,20, P,0.05,31,0,31,3,0,0,0,3,0,11,28.0,15,20,16.70,116,22,5,0,5,9,0,0,18,2,0,0,4.82,6.43,5.37,5.46,5.51,1.11
임정호,24, P,0.04,24,0,24,5,0,0,1,2,1,5,18.1,11,12,11.80,90,21,1,0,3,12,1,1,16,1,0,0,5.40,5.89,5.79,5.88,5.96,1.80
김태현,23, P,0.03,16,0,16,9,0,0,1,0,0,0,20.1,10,13,13.00,90,17,1,1,4,13,1,0,14,2,0,0,4.43,5.75,5.75,5.98,6.60,1.48
최우석,24, P,0.02,2,0,2,1,0,0,0,0,0,0,2.0,1,1,1.00,8,2,0,0,1,1,0,0,2,0,0,0,4.50,4.50,4.50,4.85,9.17,1.50
한재승,22, P,0.02,12,0,12,2,0,0,0,0,0,2,10.2,3,4,6.75,54,13,2,0,0,10,1,1,11,1,0,0,2.53,3.38,5.70,5.75,4.40,2.16
이호중,20, P,0.02,4,0,4,0,0,0,0,0,0,0,4.1,3,3,3.00,23,7,0,0,1,2,1,0,3,0,0,0,6.23,6.23,6.23,5.76,7.16,2.08
최금강,21, P,0.02,20,0,20,4,0,0,2,1,1,0,28.0,14,14,19.00,129,29,6,0,4,17,2,0,25,0,0,3,4.50,4.50,6.11,6.03,5.34,1.64
전사민,23, P,0.01,9,0,9,4,0,0,0,2,1,0,17.0,9,10,10.15,81,17,1,0,1,14,2,1,6,0,0,1,4.76,5.29,5.37,5.39,6.58,1.82
이승헌,21, P,0.01,5,0,5,1,0,0,0,0,0,0,5.1,4,5,4.30,27,9,3,0,0,1,0,0,7,1,0,0,6.75,8.44,7.26,6.86,1.07,1.88
박동수,22, P,0.01,10,0,10,4,0,0,0,0,0,0,14.2,9,10,9.50,74,11,3,0,0,21,1,0,15,0,0,1,5.52,6.14,5.83,5.84,5.88,2.18
하준수,22, P,0.00,2,0,2,1,0,0,0,0,0,0,3.0,2,2,2.00,15,3,1,0,0,3,0,0,1,0,0,0,6.00,6.00,6.00,5.85,6.05,2.00
배민서,19, P,0.00,4,0,4,1,0,0,0,0,0,0,3.1,2,2,2.00,17,7,1,0,0,0,1,0,1,0,0,0,5.40,5.40,5.40,5.11,3.99,2.10
류진욱,20, P,0.00,3,0,3,0,0,0,0,0,0,0,3.0,2,2,2.00,14,4,1,0,1,1,0,0,3,0,0,0,6.00,6.00,6.00,5.48,6.50,1.67
서의태,24, P,0.00,10,0,10,2,0,0,1,0,0,0,7.2,8,8,6.45,32,5,1,0,1,6,0,0,7,0,0,1,9.39,9.39,7.57,7.74,5.86,1.43
송명기,24, P,0.00,12,0,12,4,0,0,1,1,0,1,16.1,10,12,12.00,72,14,3,0,1,6,2,1,16,2,0,1,5.51,6.61,6.61,6.55,3.78,1.22
김태현,20, P,-0.01,2,0,2,1,0,0,0,0,0,0,1.1,1,2,1.65,10,2,1,0,0,4,0,0,1,0,0,1,6.75,13.50,11.14,10.16,11.42,4.50
배민서,20, P,-0.01,13,0,13,11,0,0,0,0,0,0,13.1,11,12,12.00,64,17,3,0,4,7,0,0,9,1,0,0,7.43,8.10,8.10,7.52,7.51,1.80
이승헌,20, P,-0.02,3,0,3,2,0,0,0,0,0,0,2.0,2,2,2.00,11,3,0,0,1,1,1,0,2,0,0,0,9.00,9.00,9.00,8.81,10.55,2.00
임상현,24, P,-0.02,1,1,0,0,0,0,0,1,0,0,5.2,5,5,5.00,26,8,3,0,0,2,0,0,3,0,0,0,7.94,7.94,7.94,8.20,3.94,1.76
임지민,23, P,-0.02,2,0,2,0,0,0,0,0,0,0,1.1,2,2,2.00,10,2,0,0,0,4,0,0,3,0,0,2,13.50,13.50,13.50,12.54,7.52,4.50
배재환,24, P,-0.02,1,0,1,0,0,0,0,0,0,0,1.1,3,3,3.00,7,2,1,0,1,1,0,0,0,0,0,0,20.25,20.25,20.25,18.36,15.42,2.25
정구범,22, P,-0.02,2,0,2,1,0,0,0,0,0,0,1.1,2,2,2.00,6,1,0,0,1,1,0,0,2,0,0,0,13.50,13.50,13.50,13.16,11.28,1.50
민태호,19, P,-0.03,7,0,7,0,0,0,0,0,0,0,5.1,7,7,5.60,29,12,2,0,1,1,0,0,6,0,0,0,11.81,11.81,9.45,8.68,3.81,2.44
이우석,22, P,-0.03,3,0,3,1,0,0,0,1,0,0,1.2,4,4,1.60,11,1,0,0,0,3,2,0,1,0,0,0,21.60,21.60,8.64,8.42,11.58,2.40
채지선,23, P,-0.03,2,0,2,0,0,0,0,0,0,0,2.2,3,3,3.00,16,4,1,1,0,4,0,0,2,0,0,1,10.13,10.13,10.13,10.07,6.62,3.00
안인산,21, P,-0.03,7,0,7,2,0,0,0,0,0,0,6.2,4,5,6.00,34,3,1,0,0,7,3,0,9,1,0,3,5.40,6.75,8.10,8.21,5.04,1.50
이용준,21, P,-0.03,2,0,2,1,0,0,0,0,0,0,1.2,4,4,3.15,12,3,0,0,0,4,0,0,1,0,0,2,21.60,21.60,17.01,17.41,9.71,4.20
송명기,19, P,-0.04,2,1,1,1,0,0,0,0,0,0,3.0,3,3,3.00,14,4,0,0,1,2,0,0,1,0,0,0,9.00,9.00,9.00,8.27,9.01,2.00
채원후,24, P,-0.04,3,0,3,1,0,0,0,0,0,0,3.0,4,4,4.00,18,6,2,0,0,3,0,0,2,0,0,2,12.00,12.00,12.00,11.97,5.60,3.00
한재승,23, P,-0.04,11,0,11,5,0,0,0,1,0,0,9.2,5,5,6.55,44,9,1,0,2,5,0,0,10,2,0,1,4.66,4.66,6.10,6.14,5.33,1.45
이준호,24, P,-0.04,13,1,12,3,0,0,2,3,0,0,15.0,11,11,11.35,73,20,2,0,2,9,1,0,11,0,0,0,6.60,6.60,6.81,7.01,5.99,1.93
강동연,20, P,-0.06,22,0,22,8,0,0,1,2,0,1,24.0,16,17,18.70,106,27,6,0,3,11,1,1,17,1,0,0,6.00,6.38,7.01,6.70,5.26,1.58
김태현,24, P,-0.06,2,0,2,1,0,0,0,0,0,0,1.2,3,3,3.50,9,4,1,0,1,0,0,0,0,0,0,1,16.20,16.20,18.90,19.51,11.31,2.40
이용준,24, P,-0.06,2,2,0,0,0,0,0,1,0,0,6.0,6,6,6.00,30,7,2,0,0,5,0,0,5,1,0,0,9.00,9.00,9.00,9.62,4.67,2.00
김진호,20, P,-0.07,3,3,0,0,0,0,0,1,0,0,10.1,10,10,10.00,54,14,0,0,5,8,1,0,7,1,0,1,8.71,8.71,8.71,8.05,10.76,2.13
윤강민,19, P,-0.08,5,1,4,2,0,0,0,1,0,0,7.2,7,8,9.00,42,12,1,0,1,6,2,0,5,1,0,0,8.22,9.39,10.57,10.74,6.97,2.35
소이현,21, P,-0.08,10,0,10,6,0,0,0,0,0,0,10.2,8,12,12.50,59,13,3,0,1,12,0,0,10,2,0,1,6.75,10.13,10.55,9.65,6.03,2.34
노성호,19, P,-0.09,5,0,5,2,0,0,0,0,0,0,3.2,5,5,4.85,21,8,3,0,1,1,0,0,1,1,0,1,12.27,12.27,11.90,10.93,7.22,2.45
윤지웅,19, P,-0.09,13,0,13,6,0,0,1,0,0,0,12.2,7,8,9.55,55,14,2,0,3,4,1,0,9,0,0,1,4.97,5.68,6.79,7.01,6.08,1.42
김건태,21, P,-0.09,6,0,6,2,0,0,0,0,0,0,6.2,4,4,6.25,29,2,0,0,1,7,0,0,5,0,0,3,5.40,5.40,8.44,8.37,6.93,1.35
강윤구,21, P,-0.09,1,1,0,0,0,0,0,0,0,0,2.0,4,4,4.00,12,5,1,0,1,2,0,0,3,0,0,0,18.00,18.00,18.00,17.04,9.07,3.50
조민석,22, P,-0.10,18,0,18,7,0,0,0,1,0,0,16.0,8,9,10.90,76,17,1,0,2,12,2,0,14,2,0,2,4.50,5.06,6.13,6.27,5.80,1.81
김시훈,23, P,-0.10,61,0,61,13,0,0,4,3,3,12,52.2,26,32,31.85,245,57,10,1,3,34,1,0,49,3,0,3,4.44,5.47,5.44,5.49,4.26,1.73
이민호,19, P,-0.10,11,0,11,6,0,0,0,0,0,0,9.2,7,7,8.05,54,14,1,0,0,9,1,0,4,1,0,3,6.52,6.52,7.49,7.49,5.98,2.38
정구범,23, P,-0.10,4,2,2,0,0,0,0,1,0,0,12.2,11,11,11.00,64,16,3,0,3,12,0,0,6,0,0,0,7.82,7.82,7.82,7.77,8.42,2.21
류진욱,22, P,-0.11,51,0,51,16,0,0,4,2,0,4,46.1,25,29,30.50,214,48,7,1,2,31,4,0,37,4,1,3,4.86,5.63,5.92,5.85,4.64,1.71
이우석,19, P,-0.11,6,0,6,3,0,0,0,0,0,1,5.1,6,6,6.00,26,7,2,0,0,5,0,0,4,0,0,0,10.13,10.13,10.13,9.69,4.84,2.25
김태현,21, P,-0.11,6,0,6,4,0,0,0,0,0,0,5.1,7,8,9.20,32,5,0,0,0,7,4,0,3,1,0,3,11.81,13.50,15.52,15.26,8.75,2.25
강동연,22, P,-0.11,6,0,6,2,0,0,0,0,0,0,8.2,10,10,10.00,44,16,5,1,2,3,1,0,3,0,0,1,10.38,10.38,10.38,10.12,7.10,2.19
심창민,22, P,-0.11,11,0,11,2,0,0,1,2,0,0,6.1,10,10,6.25,37,9,2,0,0,7,3,0,6,0,0,2,14.21,14.21,8.88,8.45,6.31,2.53
장현식,20, P,-0.12,9,0,9,3,0,0,1,0,0,0,9.2,10,11,12.20,48,12,1,1,1,6,1,0,4,1,0,3,9.31,10.24,11.36,10.85,6.44,1.86
배민서,23, P,-0.13,6,0,6,4,0,0,0,0,0,0,6.2,5,8,9.55,34,10,5,2,0,2,1,0,4,1,0,2,6.75,10.80,12.89,12.52,3.74,1.80
김진성,19, P,-0.14,42,0,42,8,0,0,1,2,0,5,42.0,20,25,27.85,178,39,10,1,6,15,2,1,35,5,1,6,4.29,5.36,5.97,5.53,4.61,1.29
홍성무,19, P,-0.15,15,0,15,7,0,0,0,0,0,0,14.1,10,10,11.90,71,16,3,0,3,11,1,0,10,1,0,0,6.28,6.28,7.47,7.24,7.15,1.88
